time,asset,AdrActCnt,CapMrktCurUSD,HashRate,NVTAdj,PriceUSD,SplyCur,TxCnt,TxTfrValAdjUSD,VelCur1yr
2018-01-01 00:00:00+00:00,eth,520683,73121861826.98926962459200136,132.723273487665,33.33751421,756.071765634132,96712858.68698,908945,2193380747.3104603900363000242,47.1148715695059
2018-01-02 00:00:00+00:00,eth,619409,83569772289.43491663283156076,128.089550649587,19.83699068,863.918307714787,96733419.74948,1153936,4212825102.53033613999325858035,47.2270997433049
2018-01-03 00:00:00+00:00,eth,648959,91301748705.74968248260880372,122.109163710093,19.54854062,943.648126241964,96754018.96823,1238030,4670514822.44174514600635619612,47.3101669640711
2018-01-04 00:00:00+00:00,eth,716438,92164094016.70717875992261347,119.658816762405,12.01399758,952.354543541789,96774982.21823,1349890,7671392758.3740498870974049248,47.4280258714686
2018-01-05 00:00:00+00:00,eth,703108,92783985183.9868767492273656,119.500373516827,14.76238935,958.55284628872,96795899.71823,1271577,6285160415.9631531785839228392,47.5258516830438
2018-01-06 00:00:00+00:00,eth,669883,97412995908.4398167203490896,119.055791298298,20.17299949,1006.15747457627,96816848.62448,1226417,4828880106.1977184187419412372,47.5975123321775
2018-01-07 00:00:00+00:00,eth,614040,106801648714.763625964089633,124.818797278169,20.42680997,1102.88953652835,96838028.81198,1152722,5228503563.0131931044375485755,47.6694095860489
2018-01-08 00:00:00+00:00,eth,661636,109905398957.3133907871511252,125.617216361446,16.5059254,1134.69905990649,96858632.24948,1215473,6658542088.7695041789557102691,47.7981123803499
2018-01-09 00:00:00+00:00,eth,715228,124820043877.9435092106441566,125.088733229398,15.23560035,1288.40687521917,96879368.06198,1256240,8192656738.9261955673266267202,47.9107983058673
2018-01-10 00:00:00+00:00,eth,671853,119358805137.9498370678264184,125.733414443027,15.98271151,1231.76729456458,96900449.99948,1177685,7467994715.947523041093226836,48.0389016182871
2018-01-11 00:00:00+00:00,eth,668789,109382082703.8791368910227426,130.416536676137,17.31617149,1128.56387580362,96921481.40573,1173965,6316759035.260880134184069561,48.1481496220726
2018-01-12 00:00:00+00:00,eth,617412,121879001678.6032408683940463,131.679180244434,22.06325745,1257.23113442431,96942398.53073,1118757,5524071047.3186619245834110999,48.2215661479495
2018-01-13 00:00:00+00:00,eth,654142,133823062253.42832836331964,133.656082523812,25.41007843,1380.14454091175,96963077.62448,1179321,5266534796.996499926707886735,48.2849456278948
2018-01-14 00:00:00+00:00,eth,614264,132084112657.9039600571979004,141.263834590895,15.83537367,1361.91507568673,96984103.49948,1081593,8341079621.6593875021055196365,48.5229377633735
2018-01-15 00:00:00+00:00,eth,714821,124332765651.1279332836463584,137.458337423558,20.67181251,1281.72139830508,97004517.37448,1206420,6014603973.2445839764390919504,48.6342474074334
2018-01-16 00:00:00+00:00,eth,735111,102962107013.1074345544845633,140.749647133424,19.08789692,1061.18708854471,97025404.96823,1277936,5394104309.6556526823835976664,48.7774358049842
