time,asset,AdrActCnt,CapMVRVCur,CapMrktCurUSD,HashRate,NVTAdj,PriceUSD,SplyCur,TxCnt,TxTfrValAdjUSD,VelCur1yr
2017-01-01 00:00:00+00:00,eth,13946,0.97391776,715511738.7160566598285123985,5.65124692604286,68.13621743,8.17785176797195,87493850.34323,38730,10501195.4835390932549832798135,9.95210171001985
2017-01-02 00:00:00+00:00,eth,15232,0.99632089,733327565.827188672570113104,5.65078479565909,63.32439518,8.3784564868498,87525377.37448,39652,11580490.642931608748110927816,9.97793739170564
2017-01-03 00:00:00+00:00,eth,14868,1.14563138,849080608.7702769279508189248,5.62710414385718,37.61746883,9.69747177030976,87556904.40573,45883,22571444.4719108647505610302912,10.0347513919236
2017-01-04 00:00:00+00:00,eth,18066,1.29313453,969490486.072230797316817812,6.21057281622355,21.25563871,11.0686323909994,87589003.93698,50673,45610978.772558337062504831888,10.1178978234205
2017-01-05 00:00:00+00:00,eth,18850,1.19730663,895904836.752672988234365119,6.35189987516022,21.72569094,10.2247939114553,87620820.96823,49596,41237115.965442467604823757559,10.2087757050589
2017-01-06 00:00:00+00:00,eth,17287,1.183551,887551255.657044905081786416,6.38730657969759,25.24610903,10.1258320169492,87652180.49948,43804,35155962.229526568541479229744,10.2916673187732
2017-01-07 00:00:00+00:00,eth,16709,1.14188793,870242054.2762351714328665092,6.60590260143492,39.4413634,9.92474459380479,87684075.49948,43622,22064198.0735678049562376242395,10.3400749058022
2017-01-08 00:00:00+00:00,eth,15727,1.19809376,915629496.741101258705982904,6.64662400176507,69.50037792,10.4385973290473,87715759.87448,42727,13174453.493808387953723154583,10.3631189176652
2017-01-09 00:00:00+00:00,eth,17353,1.18148158,909487900.108257530280850868,6.85448530183045,32.87689374,10.3648285651666,87747510.18698,46188,27663437.652465887577368567014,10.4135187609641
2017-01-10 00:00:00+00:00,eth,16350,1.20980089,932945952.889047083207166068,6.89224375813677,43.00138504,10.6283672121566,87778859.56198,48179,21695718.683072349699730822552,10.4578066373606
2017-01-11 00:00:00+00:00,eth,16407,1.13812353,875683301.2688666494178606039,6.93971678918316,40.94852386,9.97243464874343,87810382.53073,45221,21384978.4730165936306523481819,10.4966982341176
2017-01-12 00:00:00+00:00,eth,18118,1.12206561,858414629.7049779499431968944,7.0075642652537,45.03408135,9.77226410344828,87841939.24948,50589,19061444.2193402110503643747164,10.5426543414512
2017-01-13 00:00:00+00:00,eth,17532,1.12634919,862306520.618885276518301529,7.16234742705911,74.16090907,9.81302504967855,87873669.56198,50833,11627507.422096181543815644834,10.566155071821
2017-01-14 00:00:00+00:00,eth,16539,1.12183707,859612829.5863061905993161484,7.19931973574387,142.81583502,9.77886792986558,87905147.68698,42044,6019030.23900259188562070461482,10.5632209381756
2017-01-15 00:00:00+00:00,eth,16277,1.13156195,868057839.8579041310537973999,7.30602303635081,244.75079944,9.87137750146113,87936849.71823,41748,3546700.73330498196319652118084,10.5588075826049
2017-01-16 00:00:00+00:00,eth,16857,1.10169099,845696016.9946712721708785484,7.300675661184,155.26082634,9.61363526943308,87968390.03073,45375,5446937.49820701037934110253648,10.5595511802758
2017-01-17 00:00:00+00:00,eth,17779,1.16593611,901437040.842534730138104864,7.21270282464906,73.60587611,10.2436392735243,87999686.12448,46671,12246808.114199438701358701068,10.5487452026517
2017-01-18 00:00:00+00:00,eth,16719,1.16545675,901595153.283425482490161353,7.16689333454433,156.08666554,10.2417576405611,88031291.59323,44994,5776247.1263505968336243350758,10.5413889962476
2017-01-19 00:00:00+00:00,eth,16434,1.18519114,918904274.650807962929560582,7.63913158714454,123.4559043,10.4345745926359,88063415.18698,43628,7443178.0309267824795104408411,10.5432601472042
2017-01-20 00:00:00+00:00,eth,18418,1.21473823,938280233.938074994792529298,7.37806036156061,38.33835794,10.6508334517826,88094536.28073,45775,24473667.738364743621466728406,10.5672660868914
2017-01-21 00:00:00+00:00,eth,16291,1.24823964,966052307.073006522426081053,7.58217239603449,125.50358146,10.9621638223261,88126060.03073,43302,7697408.2797492349085018780938,10.5642325791543
2017-01-22 00:00:00+00:00,eth,16436,1.21851884,943647549.084901212226021228,7.63831114337155,104.85563513,10.7040929427236,88157637.84323,47432,8999492.9492511399748109454492,10.5605180830823
2017-01-23 00:00:00+00:00,eth,16840,1.22825002,952337800.465420895854919078,7.77887771346506,131.77367875,10.7988108357686,88189136.28073,46076,7227071.5176672807730187011476,10.544906677871
2017-01-24 00:00:00+00:00,eth,17693,1.20010777,930373392.24020816857885988,7.67985842824557,164.89077026,10.545993207481,88220556.74948,50414,5642361.854299409864349125126,10.5263770576279
2017-01-25 00:00:00+00:00,eth,16459,1.1967031,927823928.141364766926872645,7.65829178502481,115.9689062,10.5133496668615,88251980.34323,46256,8000626.707376311142607293901,10.518224710061
2017-01-26 00:00:00+00:00,eth,16994,1.20868548,938091370.146605375159546637,7.85730321733146,122.12274726,10.6258650140269,88283765.03073,46856,7681544.9309407395713446404029,10.5131150359356
2017-01-27 00:00:00+00:00,eth,16409,1.19871227,930319849.704690906442935072,7.80833408447479,123.51112834,10.5341234798364,88314879.87448,46680,7532275.530011774252252956302,10.5114490972922
2017-01-28 00:00:00+00:00,eth,16621,1.20177483,933280283.941555149321689646,7.83342642798996,223.88434778,10.5638735827002,88346407.84323,45189,4168582.0970232722467680991278,10.5046143400422
2017-01-29 00:00:00+00:00,eth,15710,1.1919209,927521736.328977454099918272,7.63534243523514,151.79019073,10.4949952659264,88377527.84323,42509,6110551.2279079281569597301888,10.4946937202768
2017-01-30 00:00:00+00:00,eth,17322,1.20124104,935313767.636852767883581446,7.82971960004382,185.75561439,10.5793407966102,88409456.28073,45369,5035184.377547486576365233237,10.4868776315878
2017-01-31 00:00:00+00:00,eth,15900,1.21447012,946855933.474581474709581116,7.85238879257226,98.69997379,10.7060901987142,88440870.18698,43649,9593274.416288730836799936186,10.4942975444538
2017-02-01 00:00:00+00:00,eth,16645,1.21591765,948670666.499750011719964152,7.75811863951735,91.79810069,10.7228105669199,88472202.37448,44541,10334316.9339550281929029196661,10.5006784531782
2017-02-02 00:00:00+00:00,eth,16639,1.21648824,958313854.069098213924451683,7.97489475959517,91.26535679,10.8279625645821,88503617.21823,43709,10500302.5004639492193680020104,10.5073589740848
2017-02-03 00:00:00+00:00,eth,16220,1.2307662,970086247.169084343523709408,7.78622486980886,70.24172577,10.9571067597896,88534890.49948,42778,13810683.558625663262658244592,10.5231938275336
2017-02-04 00:00:00+00:00,eth,17283,1.2760707,1009303514.388306791907047312,7.92509839840645,61.70932328,11.3959769257744,88566651.28073,45410,16355770.257954745554299538192,10.5358442002375
2017-02-05 00:00:00+00:00,eth,17145,1.25885716,996236825.726673944923205451,8.31457783297298,162.96098466,11.2444300976037,88598249.71823,46542,6113345.6442668587064657175078,10.5377154563034
2017-02-06 00:00:00+00:00,eth,16440,1.26823287,1004766785.316266684642326974,8.34985491267349,76.19744715,11.3366601163063,88629876.43698,47306,13186357.587218336687070452578,10.5417175247651
2017-02-07 00:00:00+00:00,eth,16941,1.28330989,1018444293.638543181794110545,8.28933543009843,88.37758277,11.4869003085915,88661367.84323,51866,11523785.35100399886362319015,10.5367525367883
2017-02-08 00:00:00+00:00,eth,17666,1.27126823,1011171375.17362661487085333,8.44432441847406,96.84866871,11.4007932261835,88693072.06198,51089,10440735.930441651352483427557,10.5294370247869
2017-02-09 00:00:00+00:00,eth,17228,1.22692943,975072955.297761208671953052,8.45826785024211,87.63193953,10.9898948129749,88724502.99948,47873,11126912.865023016810892779323,10.5185630078831
2017-02-10 00:00:00+00:00,eth,17116,1.26200152,1009454713.738086610017084685,8.69911901805991,66.27136776,11.3733687919345,88755999.40573,52222,15232139.42692060586970555033,10.5173117421331
2017-02-11 00:00:00+00:00,eth,16194,1.2723906,1019594588.274525617762751816,8.71657648790515,121.54159082,11.4835259848042,88787589.24948,46560,8388853.4069342341246998439226,10.5009503858355
2017-02-12 00:00:00+00:00,eth,17549,1.26910897,1018199564.215437306083699022,8.86979183192434,92.30294946,11.4637379637639,88819158.93698,45319,11031062.0640722431453651710879,10.4980658345105
2017-02-13 00:00:00+00:00,eth,18652,1.26103663,1011910575.461333131249954776,8.96152542407446,94.15826009,11.3888621858562,88850892.99948,55990,10746912.4267813956135991310364,10.4994754099009
2017-02-14 00:00:00+00:00,eth,19469,1.43600208,1163834165.529969762894259604,9.06457440395064,34.5142883,13.0940965563998,88882357.06198,58298,33720358.230611471581817046218,10.5363684382906
2017-02-15 00:00:00+00:00,eth,19536,1.41715642,1157151603.221913847160140052,9.13328354412625,32.74039751,13.0142665108124,88914085.34323,55320,35343236.223328976837974758952,10.5690230676745
2017-02-16 00:00:00+00:00,eth,18484,1.37417255,1146107251.23390329362760097,9.10777189580492,54.70392903,12.8854819877265,88945625.18698,49674,20951095.68219144348556131501,10.5859057946972
2017-02-17 00:00:00+00:00,eth,18335,1.36097742,1136612293.46741768993709408,9.27581213067872,59.55858374,12.774232597896,88976952.99948,49406,19083937.5629415910168905672,10.5993735214585
2017-02-18 00:00:00+00:00,eth,18471,1.37186589,1148051805.288956415360940923,9.37906097704467,76.35636515,12.8982752191701,89008164.71823,49398,15035443.384542717631140096777,10.616581020392
2017-02-19 00:00:00+00:00,eth,17465,1.36734337,1145172938.664936837440962894,9.55964430841769,77.05922838,12.8614133553478,89039431.90573,48227,14860944.792712206692080460988,10.6274613780745
2017-02-20 00:00:00+00:00,eth,18807,1.34847794,1131408155.149590395697925599,9.54923692307473,61.23202036,12.7023435815313,89070819.71823,50152,18477393.829808126552226982977,10.6478873949872
2017-02-21 00:00:00+00:00,eth,19273,1.35758958,1141644060.134484972727123189,9.82773427344284,47.04319417,12.8127439205143,89102230.34323,58434,24267996.258557178569189759459,10.6815983136208
2017-02-22 00:00:00+00:00,eth,18605,1.3491682,1135099181.270111530904722236,9.71049635663417,64.82003388,12.7348605955582,89133223.93698,50372,17511548.718855961502036437936,10.7032116897373
2017-02-23 00:00:00+00:00,eth,18090,1.40085224,1181718142.042939458113980719,9.74030111749427,71.51451949,13.2532427001753,89164453.46823,47601,16524170.903210694540356219157,10.72141100519
2017-02-24 00:00:00+00:00,eth,19912,1.39114835,1175382796.422208008901146942,9.75812343268417,35.60843822,13.1775699006429,89195717.06198,54081,33008546.719009803790129444506,10.7713265099693
2017-02-25 00:00:00+00:00,eth,18853,1.43737813,1217544494.950538754988393339,9.99064336338269,57.15891386,13.6454301665693,89227270.96823,53245,21301043.22533307989904172709,10.7601773800687
2017-02-26 00:00:00+00:00,eth,18893,1.53464353,1308449669.204150022953116032,10.3868210827198,55.98021481,14.6590073091759,89259091.12448,51716,23373430.659202165535254110927,10.776574152997
2017-02-27 00:00:00+00:00,eth,20317,1.59037004,1398004736.330425710775043826,10.4504856080188,16.50322101,15.6568423302162,89290337.53073,52642,84711023.102054644470689010534,10.8807448994069
2017-02-28 00:00:00+00:00,eth,23302,1.58064141,1398191982.899436410423208976,10.9225706015662,19.20672655,15.6533547393337,89322193.62448,60277,72796995.344022660529782634947,11.0054502695338
2017-03-01 00:00:00+00:00,eth,25905,1.71998987,1542746538.036788440326219959,10.5241330401364,21.42814724,17.2656843547633,89353338.46823,59774,71996263.634232704987285331338,11.124869301468
2017-03-02 00:00:00+00:00,eth,32103,1.77821423,1716599067.96975535309776613,10.7182119031744,12.9596131,19.204561207481,89384966.90573,70779,132457586.05155890787600274375,11.2913307681584
2017-03-03 00:00:00+00:00,eth,27002,1.78849247,1757450213.658846088585017276,11.1399238859671,15.0953741,19.6547031858562,89416268.31198,64294,116423097.671604007640705073032,11.46094636376
2017-03-04 00:00:00+00:00,eth,23685,1.70236634,1671256102.739555668001904162,10.997418405421,26.65570059,18.6842248883694,89447440.96823,58756,62697886.980836230847397741372,11.5648954133941
2017-03-05 00:00:00+00:00,eth,23431,1.75244901,1727044186.128288332436677546,11.5240057504817,33.13989787,19.3011112244302,89479002.84323,57031,52113744.974322534490886115602,11.6334009762754
2017-03-06 00:00:00+00:00,eth,23416,1.78081222,1766127908.991603151843125879,11.5112923577742,20.38002964,19.7310337568673,89510155.96823,57020,86659732.110127641299705247993,11.7896044378881
2017-03-07 00:00:00+00:00,eth,21977,1.70608514,1686876788.893849116937121295,11.4826594606844,22.3539545,18.8391078433665,89541224.71823,62589,75462119.646950144478533021865,11.8904364518494
