time,asset,AdrActCnt,CapMrktCurUSD,HashRate,NVTAdj,PriceUSD,SplyCur,TxCnt,TxTfrValAdjUSD,VelCur1yr
2015-07-30 00:00:00+00:00,eth,9206,,0.0272119781252705,,,72049301.59323,0,,0
2015-07-31 00:00:00+00:00,eth,424,,0.0479335803236398,,,72085493.31198,0,,0
2015-08-01 00:00:00+00:00,eth,413,,0.0543474632366013,,,72113195.49948,0,,0
2015-08-02 00:00:00+00:00,eth,432,,0.0632866584607851,,,72141422.68698,0,,0
2015-08-03 00:00:00+00:00,eth,444,,0.0688128311935261,,,72169399.40573,0,,0
2015-08-04 00:00:00+00:00,eth,411,,0.0755807880342778,,,72197877.84323,0,,0
2015-08-05 00:00:00+00:00,eth,411,,0.0804675676004759,,,72225406.43698,0,,0
2015-08-06 00:00:00+00:00,eth,396,,0.0817631638140986,,,72252481.90573,0,,0
2015-08-07 00:00:00+00:00,eth,1390,,0.0883419303707688,37.84427133,,72279919.56198,2050,,0.0277898859407217
2015-08-08 00:00:00+00:00,eth,1208,86768712.5207460052,0.0964831071616326,5.38980006,1.19999,72307862.99948,2881,16098688.560222624345,0.215644112548575
2015-08-09 00:00:00+00:00,eth,1113,86801326.1864631927,0.101359674382084,70.37407159,1.19999,72335041.28073,1329,1233427.6563760254543,0.231687356711041
2015-08-10 00:00:00+00:00,eth,1430,86834706.7207897552,0.111855484194767,49.82435968,1.19999,72362858.62448,2037,1742816.3106256028676,0.254710085417227
2015-08-11 00:00:00+00:00,eth,2697,71666977.5726102,0.124449902409336,60.22035209,0.99,72390886.43698,4963,1190079.0195985152,0.27515630318358
2015-08-12 00:00:00+00:00,eth,1219,93274715.49833024,0.130915032416523,113.76126346,1.288,72418257.37448,2036,819916.311211627112,0.285440971343911
2015-08-13 00:00:00+00:00,eth,1606,136547211.261419904,0.143056636363579,46.93799647,1.8848,72446525.49948,2842,2909097.565249196384,0.309993005117655
2015-08-14 00:00:00+00:00,eth,1893,130100550.6235669778841513984,0.179594595227737,36.93541976,1.79504416247808,72477632.21823,3174,3522379.100470160221952047104,0.341586262635174
2015-08-15 00:00:00+00:00,eth,1601,129222078.6518518209207592944,0.210530124619289,9.60305969,1.78222244301578,72506144.87448,2284,13456344.4144791276903640320138,0.447983025127011
2015-08-16 00:00:00+00:00,eth,1542,111198807.1900535888737111832,0.215717629260323,47.62980327,1.53307377556984,72533239.40573,2440,2334647.6274766158234924163744,0.471601893336514
2015-08-17 00:00:00+00:00,eth,1522,94067093.6884846324,0.241920987638493,33.36085742,1.29638,72561358.31198,2512,2819684.5334228683258,0.518350341141072
