date,ethereum,isPartial
2021-04-01,28,False
2021-04-02,41,False
2021-04-03,35,False
2021-04-04,30,False
2021-04-05,31,False
2021-04-06,30,False
2021-04-07,29,False
2021-04-08,24,False
2021-04-09,23,False
2021-04-10,28,False
2021-04-11,27,False
2021-04-12,26,False
2021-04-13,36,False
2021-04-14,40,False
2021-04-15,42,False
2021-04-16,45,False
2021-04-17,34,False
2021-04-18,43,False
2021-04-19,36,False
2021-04-20,32,False
2021-04-21,33,False
2021-04-22,39,False
2021-04-23,40,False
2021-04-24,30,False
2021-04-25,27,False
2021-04-26,33,False
2021-04-27,35,False
2021-04-28,39,False
2021-04-29,39,False
2021-04-30,38,False
2021-05-01,43,False
2021-05-02,45,False
2021-05-03,78,False
2021-05-04,83,False
2021-05-05,73,False
2021-05-06,74,False
2021-05-07,56,False
2021-05-08,65,False
2021-05-09,75,False
2021-05-10,89,False
2021-05-11,70,False
2021-05-12,73,False
2021-05-13,89,False
2021-05-14,66,False
2021-05-15,53,False
2021-05-16,53,False
2021-05-17,64,False
2021-05-18,55,False
2021-05-19,100,False
2021-05-20,78,False
2021-05-21,62,False
2021-05-22,60,False
2021-05-23,70,False
2021-05-24,65,False
2021-05-25,54,False
2021-05-26,52,False
2021-05-27,46,False
2021-05-28,45,False
2021-05-29,43,False
2021-05-30,43,False
2021-05-31,38,False
2021-06-01,42,False
2021-06-02,37,False
2021-06-03,38,False
2021-06-04,34,False
2021-06-05,31,False
2021-06-06,32,False
2021-06-07,33,False
2021-06-08,39,False
2021-06-09,33,False
2021-06-10,30,False
2021-06-11,26,False
2021-06-12,24,False
2021-06-13,24,False
2021-06-14,28,False
2021-06-15,26,False
2021-06-16,26,False
2021-06-17,22,False
2021-06-18,24,False
2021-06-19,22,False
2021-06-20,25,False
2021-06-21,35,False
2021-06-22,38,False
2021-06-23,29,False
2021-06-24,25,False
2021-06-25,28,False
2021-06-26,23,False
2021-06-27,26,False
2021-06-28,27,False
2021-06-29,29,False
2021-06-30,23,False
