date,ethereum,isPartial
2020-01-01,23,False
2020-01-02,31,False
2020-01-03,38,False
2020-01-04,28,False
2020-01-05,37,False
2020-01-06,30,False
2020-01-07,37,False
2020-01-08,34,False
2020-01-09,34,False
2020-01-10,27,False
2020-01-11,26,False
2020-01-12,27,False
2020-01-13,31,False
2020-01-14,50,False
2020-01-15,44,False
2020-01-16,39,False
2020-01-17,59,False
2020-01-18,39,False
2020-01-19,39,False
2020-01-20,48,False
2020-01-21,30,False
2020-01-22,35,False
2020-01-23,27,False
2020-01-24,27,False
2020-01-25,29,False
2020-01-26,25,False
2020-01-27,33,False
2020-01-28,41,False
2020-01-29,37,False
2020-01-30,38,False
2020-01-31,40,False
2020-02-01,37,False
2020-02-02,39,False
2020-02-03,42,False
2020-02-04,42,False
2020-02-05,44,False
2020-02-06,64,False
2020-02-07,70,False
2020-02-08,60,False
2020-02-09,60,False
2020-02-10,58,False
2020-02-11,58,False
2020-02-12,100,False
2020-02-13,99,False
2020-02-14,66,False
2020-02-15,69,False
2020-02-16,64,False
2020-02-17,61,False
2020-02-18,67,False
2020-02-19,61,False
2020-02-20,58,False
2020-02-21,48,False
2020-02-22,46,False
2020-02-23,50,False
2020-02-24,54,False
2020-02-25,46,False
2020-02-26,62,False
2020-02-27,46,False
2020-02-28,42,False
2020-02-29,40,False
2020-03-01,35,False
2020-03-02,44,False
2020-03-03,40,False
2020-03-04,32,False
2020-03-05,42,False
2020-03-06,47,False
2020-03-07,44,False
2020-03-08,49,False
2020-03-09,51,False
2020-03-10,46,False
2020-03-11,42,False
2020-03-12,64,False
2020-03-13,84,False
2020-03-14,65,False
2020-03-15,48,False
2020-03-16,56,False
2020-03-17,53,False
2020-03-18,49,False
2020-03-19,52,False
2020-03-20,58,False
2020-03-21,47,False
2020-03-22,50,False
2020-03-23,40,False
2020-03-24,38,False
2020-03-25,45,False
2020-03-26,39,False
2020-03-27,36,False
2020-03-28,39,False
2020-03-29,39,False
2020-03-30,39,False
2020-03-31,33,False
2020-04-01,33,False
2020-04-02,46,False
2020-04-03,42,False
2020-04-04,36,False
2020-04-05,40,False
2020-04-06,55,False
2020-04-07,52,False
2020-04-08,46,False
2020-04-09,44,False
2020-04-10,43,False
2020-04-11,38,False
2020-04-12,47,False
2020-04-13,43,False
2020-04-14,46,False
2020-04-15,42,False
2020-04-16,50,False
2020-04-17,44,False
2020-04-18,55,False
2020-04-19,46,False
2020-04-20,44,False
2020-04-21,51,False
2020-04-22,50,False
2020-04-23,52,False
2020-04-24,56,False
2020-04-25,64,False
2020-04-26,60,False
2020-04-27,64,False
2020-04-28,57,False
2020-04-29,74,False
2020-04-30,73,False
2020-05-01,62,False
2020-05-02,58,False
2020-05-03,70,False
2020-05-04,66,False
2020-05-05,57,False
2020-05-06,54,False
2020-05-07,67,False
2020-05-08,72,False
2020-05-09,71,False
2020-05-10,72,False
2020-05-11,60,False
2020-05-12,64,False
2020-05-13,58,False
2020-05-14,67,False
2020-05-15,58,False
2020-05-16,56,False
2020-05-17,51,False
2020-05-18,60,False
2020-05-19,61,False
2020-05-20,59,False
2020-05-21,49,False
2020-05-22,47,False
2020-05-23,42,False
2020-05-24,54,False
2020-05-25,56,False
2020-05-26,54,False
2020-05-27,46,False
2020-05-28,43,False
2020-05-29,58,False
2020-05-30,85,False
2020-05-31,80,False
