date,ethereum,isPartial
2016-01-01,8,False
2016-01-02,4,False
2016-01-03,4,False
2016-01-04,5,False
2016-01-05,8,False
2016-01-06,8,False
2016-01-07,8,False
2016-01-08,7,False
2016-01-09,2,False
2016-01-10,5,False
2016-01-11,13,False
2016-01-12,5,False
2016-01-13,10,False
2016-01-14,7,False
2016-01-15,17,False
2016-01-16,9,False
2016-01-17,5,False
2016-01-18,11,False
2016-01-19,20,False
2016-01-20,13,False
2016-01-21,22,False
2016-01-22,10,False
2016-01-23,20,False
2016-01-24,37,False
2016-01-25,34,False
2016-01-26,35,False
2016-01-27,16,False
2016-01-28,21,False
2016-01-29,17,False
2016-01-30,13,False
2016-01-31,11,False
2016-02-01,18,False
2016-02-02,13,False
2016-02-03,16,False
2016-02-04,17,False
2016-02-05,15,False
2016-02-06,10,False
2016-02-07,4,False
2016-02-08,31,False
2016-02-09,30,False
2016-02-10,46,False
2016-02-11,51,False
2016-02-12,68,False
2016-02-13,41,False
2016-02-14,35,False
2016-02-15,29,False
2016-02-16,26,False
2016-02-17,30,False
2016-02-18,21,False
2016-02-19,33,False
2016-02-20,18,False
2016-02-21,27,False
2016-02-22,29,False
2016-02-23,32,False
2016-02-24,27,False
2016-02-25,45,False
2016-02-26,35,False
2016-02-27,30,False
2016-02-28,35,False
2016-02-29,44,False
2016-03-01,35,False
2016-03-02,56,False
2016-03-03,81,False
2016-03-04,58,False
2016-03-05,66,False
2016-03-06,49,False
2016-03-07,59,False
2016-03-08,38,False
2016-03-09,50,False
2016-03-10,51,False
2016-03-11,60,False
2016-03-12,71,False
2016-03-13,68,False
2016-03-14,100,False
2016-03-15,78,False
2016-03-16,77,False
2016-03-17,61,False
2016-03-18,81,False
2016-03-19,37,False
2016-03-20,27,False
2016-03-21,53,False
2016-03-22,52,False
2016-03-23,49,False
2016-03-24,46,False
2016-03-25,44,False
2016-03-26,48,False
2016-03-27,33,False
2016-03-28,87,False
2016-03-29,56,False
2016-03-30,61,False
2016-03-31,67,False
2016-04-01,54,False
2016-04-02,50,False
2016-04-03,39,False
2016-04-04,48,False
2016-04-05,63,False
2016-04-06,34,False
2016-04-07,34,False
2016-04-08,38,False
2016-04-09,41,False
2016-04-10,50,False
2016-04-11,31,False
2016-04-12,61,False
2016-04-13,45,False
2016-04-14,39,False
2016-04-15,39,False
2016-04-16,25,False
2016-04-17,32,False
2016-04-18,37,False
2016-04-19,40,False
2016-04-20,16,False
2016-04-21,36,False
2016-04-22,34,False
2016-04-23,32,False
2016-04-24,41,False
2016-04-25,21,False
2016-04-26,23,False
2016-04-27,30,False
2016-04-28,35,False
2016-04-29,36,False
2016-04-30,44,False
2016-05-01,32,False
2016-05-02,40,False
2016-05-03,39,False
2016-05-04,44,False
2016-05-05,39,False
2016-05-06,21,False
2016-05-07,35,False
2016-05-08,36,False
2016-05-09,30,False
2016-05-10,42,False
2016-05-11,58,False
2016-05-12,47,False
2016-05-13,46,False
2016-05-14,33,False
2016-05-15,41,False
2016-05-16,60,False
2016-05-17,58,False
2016-05-18,85,False
2016-05-19,89,False
2016-05-20,93,False
2016-05-21,50,False
2016-05-22,76,False
2016-05-23,79,False
2016-05-24,55,False
2016-05-25,69,False
2016-05-26,68,False
2016-05-27,66,False
2016-05-28,77,False
2016-05-29,54,False
2016-05-30,42,False
2016-05-31,60,False
