date,ethereum,isPartial
2016-06-01,29,False
2016-06-02,29,False
2016-06-03,26,False
2016-06-04,26,False
2016-06-05,18,False
2016-06-06,20,False
2016-06-07,29,False
2016-06-08,28,False
2016-06-09,21,False
2016-06-10,25,False
2016-06-11,24,False
2016-06-12,31,False
2016-06-13,44,False
2016-06-14,44,False
2016-06-15,35,False
2016-06-16,36,False
2016-06-17,90,False
2016-06-18,100,False
2016-06-19,56,False
2016-06-20,64,False
2016-06-21,43,False
2016-06-22,62,False
2016-06-23,42,False
2016-06-24,26,False
2016-06-25,28,False
2016-06-26,28,False
2016-06-27,25,False
2016-06-28,35,False
2016-06-29,50,False
2016-06-30,38,False
2016-07-01,27,False
2016-07-02,17,False
2016-07-03,19,False
2016-07-04,27,False
2016-07-05,28,False
2016-07-06,19,False
2016-07-07,18,False
2016-07-08,21,False
2016-07-09,24,False
2016-07-10,23,False
2016-07-11,14,False
2016-07-12,15,False
2016-07-13,19,False
2016-07-14,20,False
2016-07-15,19,False
2016-07-16,16,False
2016-07-17,32,False
2016-07-18,13,False
2016-07-19,23,False
2016-07-20,42,False
2016-07-21,32,False
2016-07-22,34,False
2016-07-23,28,False
2016-07-24,45,False
2016-07-25,43,False
2016-07-26,49,False
2016-07-27,34,False
2016-07-28,31,False
2016-07-29,23,False
2016-07-30,29,False
2016-07-31,24,False
2016-08-01,25,False
2016-08-02,51,False
2016-08-03,39,False
2016-08-04,27,False
2016-08-05,29,False
2016-08-06,19,False
2016-08-07,31,False
2016-08-08,23,False
2016-08-09,23,False
2016-08-10,21,False
2016-08-11,21,False
2016-08-12,20,False
2016-08-13,12,False
2016-08-14,12,False
2016-08-15,16,False
2016-08-16,16,False
2016-08-17,16,False
2016-08-18,19,False
2016-08-19,15,False
2016-08-20,13,False
2016-08-21,8,False
2016-08-22,21,False
2016-08-23,12,False
2016-08-24,14,False
2016-08-25,20,False
2016-08-26,21,False
2016-08-27,17,False
2016-08-28,17,False
2016-08-29,17,False
2016-08-30,15,False
2016-08-31,15,False
2016-09-01,14,False
2016-09-02,18,False
2016-09-03,8,False
2016-09-04,13,False
2016-09-05,24,False
2016-09-06,17,False
2016-09-07,16,False
2016-09-08,12,False
2016-09-09,17,False
2016-09-10,16,False
2016-09-11,13,False
2016-09-12,15,False
2016-09-13,16,False
2016-09-14,18,False
2016-09-15,16,False
2016-09-16,22,False
2016-09-17,18,False
2016-09-18,28,False
2016-09-19,27,False
2016-09-20,30,False
2016-09-21,24,False
2016-09-22,26,False
2016-09-23,20,False
2016-09-24,15,False
2016-09-25,29,False
2016-09-26,19,False
2016-09-27,14,False
2016-09-28,14,False
2016-09-29,17,False
2016-09-30,17,False
2016-10-01,11,False
2016-10-02,10,False
2016-10-03,17,False
2016-10-04,22,False
2016-10-05,21,False
2016-10-06,17,False
2016-10-07,24,False
2016-10-08,16,False
2016-10-09,16,False
2016-10-10,20,False
2016-10-11,14,False
2016-10-12,23,False
2016-10-13,19,False
2016-10-14,20,False
2016-10-15,9,False
2016-10-16,10,False
2016-10-17,23,False
2016-10-18,21,False
2016-10-19,19,False
2016-10-20,16,False
2016-10-21,21,False
2016-10-22,13,False
2016-10-23,22,False
2016-10-24,14,False
2016-10-25,25,False
2016-10-26,15,False
2016-10-27,20,False
2016-10-28,17,False
2016-10-29,19,False
2016-10-30,15,False
2016-10-31,21,False
2016-11-01,20,False
2016-11-02,14,False
2016-11-03,24,False
2016-11-04,12,False
2016-11-05,12,False
2016-11-06,15,False
2016-11-07,21,False
2016-11-08,20,False
2016-11-09,14,False
2016-11-10,16,False
2016-11-11,16,False
2016-11-12,19,False
2016-11-13,13,False
2016-11-14,18,False
2016-11-15,21,False
2016-11-16,16,False
2016-11-17,22,False
2016-11-18,17,False
2016-11-19,19,False
2016-11-20,10,False
2016-11-21,17,False
2016-11-22,21,False
2016-11-23,18,False
2016-11-24,16,False
2016-11-25,17,False
2016-11-26,14,False
2016-11-27,16,False
2016-11-28,23,False
2016-11-29,15,False
2016-11-30,15,False
2016-12-01,13,False
2016-12-02,12,False
2016-12-03,13,False
2016-12-04,17,False
2016-12-05,20,False
2016-12-06,27,False
2016-12-07,25,False
2016-12-08,14,False
2016-12-09,16,False
2016-12-10,15,False
2016-12-11,17,False
2016-12-12,12,False
2016-12-13,15,False
2016-12-14,19,False
2016-12-15,12,False
2016-12-16,10,False
2016-12-17,11,False
2016-12-18,15,False
2016-12-19,15,False
2016-12-20,17,False
2016-12-21,18,False
2016-12-22,15,False
2016-12-23,19,False
2016-12-24,15,False
2016-12-25,13,False
2016-12-26,15,False
2016-12-27,13,False
2016-12-28,12,False
2016-12-29,16,False
2016-12-30,19,False
2016-12-31,13,False
