time,asset,AdrActCnt,CapMrktCurUSD,HashRate,NVTAdj,PriceUSD,SplyCur,TxCnt,TxTfrValAdjUSD,VelCur1yr
2011-01-01 00:00:00+00:00,btc,1071,1508895,0.130322102556788,246.31107581,0.3,5029650,473,6125.973,3.77468974989172
2011-01-02 00:00:00+00:00,btc,1097,1511368.848,0.126002032858773,164.37737632,0.29997,5038400,418,9194.5064574,3.7778519005103
2011-01-03 00:00:00+00:00,btc,1405,1488629,0.123832415934612,162.78453099,0.295,5046200,997,9144.7817,3.78531394902036
2011-01-04 00:00:00+00:00,btc,1111,1510669.0875,0.114301127146323,334.1093349,0.29895,5053250,842,4521.481233,3.78376714071197
2011-01-05 00:00:00+00:00,btc,1497,1512800.4594291930341,0.124839528939956,196.45355328,0.298916302162478,5060950,1161,7700.55025313680674568,3.78803444686929
2011-01-06 00:00:00+00:00,btc,1166,1510264,0.114301127146323,281.76045802,0.298,5068000,519,5360.09918,3.78907959807961
2011-01-07 00:00:00+00:00,btc,1269,1624384,0.132945991858135,190.46146815,0.32,5076200,887,8528.6752,3.7938993492054
2011-01-08 00:00:00+00:00,btc,1439,1641849.63,0.137809869609042,142.19618882,0.3229,5084700,1219,11546.368743416843,3.79888840418946
2011-01-09 00:00:00+00:00,btc,1390,1644990.55,0.132135345566317,199.69184918,0.323,5092850,1065,8237.64493529959,3.80083494575208
2011-01-10 00:00:00+00:00,btc,1458,1665919.2605,0.131324699274499,114.15553128,0.32659,5100950,1167,14593.4169099723653,3.81038355466904
2011-01-11 00:00:00+00:00,btc,1564,1668727.9345,0.139431162192678,63.13517604,0.32659,5109550,1188,26431.0332088,3.82468286822479
2011-01-12 00:00:00+00:00,btc,1248,1631584.5817187624511,0.135377930733588,169.96513289,0.318799621274109,5117900,988,9599.52523200669493023,3.82786489004288
2011-01-13 00:00:00+00:00,btc,1700,1628430.48,0.152401502861764,61.07626594,0.3176,5127300,1102,26662.246864,3.84498859037324
2011-01-14 00:00:00+00:00,btc,1622,2054488.66651957734725,0.146726978819039,93.72833045,0.399990005844535,5136350,1080,21919.612316282855814,3.85384050561478
