time,asset,AdrActCnt,CapMVRVCur,CapMrktCurUSD,HashRate,NVTAdj,PriceUSD,SplyCur,TxCnt,TxTfrValAdjUSD,VelCur1yr
2010-01-01 00:00:00+00:00,btc,136,,,0.000007761897633,16313,,1631300,2,,0.170187163611843
2010-01-02 00:00:00+00:00,btc,126,,,0.00000740908410422728,,,1637600,0,,0.169532437713727
2010-01-03 00:00:00+00:00,btc,186,,,0.0000109372193919545,,,1646900,0,,0.168575092598215
2010-01-04 00:00:00+00:00,btc,266,,,0.0000106432081179773,79.59633442,,1655950,2,,0.180217198586914
2010-01-05 00:00:00+00:00,btc,198,,,0.0000116428464495,,,1665850,0,,0.179146183629979
2010-01-06 00:00:00+00:00,btc,163,,,0.00000958476753165909,,,1674000,0,,0.178273996415771
2010-01-07 00:00:00+00:00,btc,154,,,0.0000090555472385,,,1681700,0,,0.17745773324612
2010-01-08 00:00:00+00:00,btc,153,,,0.00000899674498370455,,,1689350,0,,0.176654139165951
2010-01-09 00:00:00+00:00,btc,151,,,0.00000887914047411364,,,1696900,0,,0.175868153692027
2010-01-10 00:00:00+00:00,btc,190,,,0.0000111724284111364,,,1706400,0,,0.174889047116737
2010-01-11 00:00:00+00:00,btc,159,,,0.00000944672228286733,,,1714350,0,,0.174072196459299
2010-01-12 00:00:00+00:00,btc,375,,,0.0000103151234807286,160.2288585,,1722300,2,,0.179495831156012
2010-01-13 00:00:00+00:00,btc,168,,,0.0000106394984329527,288416.66666667,,1730500,2,,0.178648754695175
2010-01-14 00:00:00+00:00,btc,155,,,0.00000927712363361122,4290.49382716,,1737650,2,,0.178111627773142
2010-01-15 00:00:00+00:00,btc,147,,,0.00000914737365272156,8691.34203447,,1744700,1,,0.177304642631971
2010-01-16 00:00:00+00:00,btc,132,,,0.00000810937380560423,6975.89641434,,1750950,1,,0.176700882378138
2010-01-17 00:00:00+00:00,btc,131,,,0.00000849862374827323,,,1757500,0,,0.176042338549075
2010-01-18 00:00:00+00:00,btc,128,,,0.00000810937380560423,35275,,1763750,1,,0.175361819985826
2010-01-19 00:00:00+00:00,btc,124,,,0.00000804449881515939,,,1769950,0,,0.17430967541456
2010-01-20 00:00:00+00:00,btc,158,,,0.0000102502484902837,,,1777850,0,,0.173310127401074
2010-01-21 00:00:00+00:00,btc,187,,,0.0000113531233278459,7146.4,,1786600,9,,0.172398802194112
2010-01-22 00:00:00+00:00,btc,141,,,0.00000862837372916289,7173,,1793250,3,,0.171815251638087
2010-01-23 00:00:00+00:00,btc,164,,,0.0000103799984711734,36760.20408163,,1801250,2,,0.170913920888272
2010-01-24 00:00:00+00:00,btc,156,,,0.00000999074852850439,36179,,1808950,1,,0.169937643384284
2010-01-25 00:00:00+00:00,btc,272,,,0.0000138891428992527,559.84615385,,1819500,4,,0.170738499587799
2010-01-26 00:00:00+00:00,btc,215,,,0.0000130302482192822,2442.25634179,,1829250,6,,0.169704906382397
2010-01-27 00:00:00+00:00,btc,182,,,0.000010958772861345,1837.45,,1837450,2,,0.169410160820703
2010-01-28 00:00:00+00:00,btc,199,,,0.0000118274560759638,1758.38095238,,1846300,2,,0.16916682012674
2010-01-29 00:00:00+00:00,btc,214,,,0.000013163891790762,1953.84210526,,1856150,4,,0.168457667753145
2010-01-30 00:00:00+00:00,btc,248,,,0.0000140325750053808,1098.02941176,,1866650,4,,0.168420807328637
2010-01-31 00:00:00+00:00,btc,184,,,0.0000110255946470849,1704.45454545,,1874900,2,,0.167733052429463
2010-02-01 00:00:00+00:00,btc,203,,,0.0000122952085761432,1108.94643908,,1884100,9,,0.168240910779683
2010-02-02 00:00:00+00:00,btc,167,,,0.00000968915893228676,1801.28571429,,1891350,1,,0.168124725725011
2010-02-03 00:00:00+00:00,btc,277,,,0.0000180418821497754,6349.5,,1904850,2,,0.167036564558889
2010-02-04 00:00:00+00:00,btc,269,,,0.0000158446145715676,958.15,,1916300,5,,0.167108276365913
2010-02-05 00:00:00+00:00,btc,472,,,0.0000201604285278103,157.98770492,,1927450,4,,0.172496609509974
2010-02-06 00:00:00+00:00,btc,224,,,0.0000173578577459174,922.4047619,,1937050,14,,0.172725840840453
2010-02-07 00:00:00+00:00,btc,230,,,0.0000196179954732504,4328.66666667,,1947900,5,,0.171429534370348
2010-02-08 00:00:00+00:00,btc,329,,,0.000018081101818664,326.20793069,,1957900,8,,0.173466770519434
2010-02-09 00:00:00+00:00,btc,623,,,0.0000187139403823172,94.40047962,,1968250,3,,0.182030021592785
2010-02-10 00:00:00+00:00,btc,777,,,0.0000151881255276777,65.2359736,,1976650,5,,0.196585429894013
2010-02-11 00:00:00+00:00,btc,245,,,0.0000152785310367711,536.51351351,,1985100,5,,0.197335423908115
2010-02-12 00:00:00+00:00,btc,226,,,0.0000165442081640775,352.96460177,,1994250,5,,0.200266039864611
2010-02-13 00:00:00+00:00,btc,318,,,0.0000209740781096502,323.57638329,,2005850,3,,0.202198344841339
2010-02-14 00:00:00+00:00,btc,263,,,0.0000190158401261968,145.40606966,,2016250,11,,0.210888560446373
2010-02-15 00:00:00+00:00,btc,273,,,0.0000221152004874884,445.06789041,,2025050,9,,0.211774543838424
2010-02-16 00:00:00+00:00,btc,217,,,0.0000245026369037513,2665.54881643,,2034800,6,,0.210397783565952
2010-02-17 00:00:00+00:00,btc,267,,,0.0000300314370256233,49.31808872,,2046750,11,,0.237859000855014
2010-02-18 00:00:00+00:00,btc,268,,,0.0000261361460306681,721.80701754,,2057150,7,,0.238065726855115
2010-02-19 00:00:00+00:00,btc,198,,,0.0000241256732590782,41310.21387168,,2066750,3,,0.236621226563445
2010-02-20 00:00:00+00:00,btc,221,,,0.0000261361460306681,3195.61538462,,2077150,2,,0.235749425896059
2010-02-21 00:00:00+00:00,btc,344,,,0.0000280209642540335,333.23067643,,2088300,4,,0.237491619977973
2010-02-22 00:00:00+00:00,btc,531,,,0.0000326701825383349,146.94405594,,2101300,5,,0.242327963641555
2010-02-23 00:00:00+00:00,btc,252,,,0.0000314136370560913,42276,,2113800,1,,0.240918606301448
2010-02-24 00:00:00+00:00,btc,283,,,0.0000284655236405324,400.44339623,,2122350,6,,0.242445284707989
2010-02-25 00:00:00+00:00,btc,300,,,0.0000289463697810303,300.00704225,,2130050,4,,0.246545268890402
2010-02-26 00:00:00+00:00,btc,196,,,0.0000323297117034884,196.20642202,,2138650,4,,0.250673438851612
2010-02-27 00:00:00+00:00,btc,184,,,0.0000323297117034884,4771.66666667,,2147250,3,,0.249040749796251
2010-02-28 00:00:00+00:00,btc,264,,,0.0000293222966613034,410.48571429,,2155050,3,,0.250435836755528
2010-03-01 00:00:00+00:00,btc,227,,,0.0000366528708266293,1353,,2164800,4,,0.25004700203252
2010-03-02 00:00:00+00:00,btc,233,,,0.0000353371267456733,1087.1,,2174200,5,,0.249885820071751
2010-03-03 00:00:00+00:00,btc,260,,,0.0000285704429007572,266.07317073,,2181800,6,,0.253507081309011
2010-03-04 00:00:00+00:00,btc,575,,,0.0000347732364252637,113.23255814,,2191050,3,,0.260720394331485
2010-03-05 00:00:00+00:00,btc,175,,,0.0000321417482633518,14664,,2199600,2,,0.259593298781597
2010-03-06 00:00:00+00:00,btc,274,,,0.0000332695289041712,92.99758837,,2208450,6,,0.269305988362879
2010-03-07 00:00:00+00:00,btc,297,,,0.0000336454557844443,389.01754386,,2217400,4,,0.271601339406512
2010-03-08 00:00:00+00:00,btc,313,,,0.0000280433283726185,245.83811489,,2223650,5,,0.274208616463922
2010-03-09 00:00:00+00:00,btc,229,,,0.0000328852291444467,550.85185185,,2230950,2,,0.275126735247316
2010-03-10 00:00:00+00:00,btc,211,,,0.0000364890898726052,878.05882353,,2239050,7,,0.275292637502512
2010-03-11 00:00:00+00:00,btc,200,,,0.0000299570923028179,701.78125,,2245700,3,,0.275902382330676
2010-03-12 00:00:00+00:00,btc,130,,,0.0000272541967566989,6433.57142857,,2251750,2,,0.27524990784945
2010-03-13 00:00:00+00:00,btc,190,,,0.000034461918213016,1255.22222222,,2259400,1,,0.274782676816854
2010-03-14 00:00:00+00:00,btc,134,,,0.0000281551619387386,1461.70967742,,2265650,2,,0.274708794385717
2010-03-15 00:00:00+00:00,btc,145,,,0.0000304075748938377,15149.33333333,,2272400,5,,0.273959681394121
2010-03-16 00:00:00+00:00,btc,154,,,0.0000283804032342485,1897.33555371,,2278700,3,,0.272676078465792
