time,asset,AdrActCnt,CapMrktCurUSD,HashRate,NVTAdj,PriceUSD,SplyCur,TxCnt,TxTfrValAdjUSD,VelCur1yr
2020-01-01 00:00:00+00:00,btc,524360,130044373322.3337841287723324324,112929774.50430365,166.23636544,7170.63186879018,18135692.32139018,251867,782285951.541204626903534196,14.139190201435538
2020-01-02 00:00:00+00:00,btc,671016,125997729470.887510220007492312,96717718.31238091,95.36121573,6946.82526914085,18137454.82135472,291935,1321268070.0531725756017024965,14.12852160974243
2020-01-03 00:00:00+00:00,btc,721747,132696546617.941216953691426456,115924073.72193182,66.89511992,7315.3093603156,18139567.32134926,323153,1983650627.748090527870444864,14.13207714563563
2020-01-04 00:00:00+00:00,btc,611397,133217241900.653421805231639455,115238132.457305,129.15570013,7343.16419438925,18141667.32134926,282301,1031446864.2941798354886648675,14.11524981103869
2020-01-05 00:00:00+00:00,btc,597061,133275140628.500861607314882439,111808426.13417092,134.56140919,7345.53069181765,18143704.82134926,288212,990441029.3513534278371365195,14.10215513507624
2020-01-06 00:00:00+00:00,btc,724219,140913446583.57416456162555478,92602070.72462001,75.40635323,7765.7977346581,18145392.3213438,297843,1868721142.855887217930421358,14.101403418359007
2020-01-07 00:00:00+00:00,btc,775757,147650387097.9028898631379659688,120725662.57431954,74.56906435,8136.08684190532,18147592.32133834,347212,1980048809.5341775092903496384,14.087740088933948
2020-01-08 00:00:00+00:00,btc,754553,146278447249.1156730241837658634,97403659.57700774,78.8893486,8059.69952887201,18149367.32133834,318633,1854223033.1506121596418877705,14.07979273913217
2020-01-09 00:00:00+00:00,btc,773570,141891415486.2452800654013437228,107692778.54641,66.00455101,7817.13609322034,18151329.82132742,322838,2149721698.2917841044818842672,14.090565530165636
2020-01-10 00:00:00+00:00,btc,792103,147582148237.8165851200288909452,102205248.42939548,72.07138032,8129.81791992987,18153192.32132196,332463,2047721961.0109192737435445968,14.073394278678837
2020-01-11 00:00:00+00:00,btc,640445,145822905688.429541522925701014,111808426.13417092,134.43876006,8032.00549503215,18155229.82132196,303555,1084679043.619946666786785544,14.050660118247457
2020-01-12 00:00:00+00:00,btc,581504,148244692101.6388429918950921044,103577130.9586491,162.63279222,8164.54999316189,18157117.32132196,278853,911530141.4590895662049836072,14.037783502349264
2020-01-13 00:00:00+00:00,btc,705443,147485275164.1864585930900140892,98089600.84163456,89.00379434,8121.92566762127,18158904.82132196,299786,1657067277.3817064471525399304,14.037461473490803
2020-01-14 00:00:00+00:00,btc,850757,160362182649.783020100246938865,99850250.9686384,60.57978254,8830.16787346581,18160717.3213165,346978,2647123775.2147977254490351003,14.046263146544499
2020-01-15 00:00:00+00:00,btc,759192,160038851605.649724847620118377,110915119.36618419,56.01451347,8811.44820251315,18162604.82130558,328833,2857096164.6778312096099691175,14.065295938401876
2020-01-16 00:00:00+00:00,btc,739283,158371394895.9235913570916795432,116791417.08094886,70.24389143,8718.68699801286,18164592.32130012,326587,2254593127.8390041457712863966,14.052884250754609
2020-01-17 00:00:00+00:00,btc,756728,161910403912.3675724542947470292,116791417.08094886,67.65117842,8912.54190414962,18166579.82129466,323884,2393312395.9386212098773607428,14.056567144811918
2020-01-18 00:00:00+00:00,btc,649187,162209239871.516851387789518966,96958912.29361789,122.40537796,8928.1807565751,18168229.82129466,290970,1325180662.652085025015297017,14.043070991962825
2020-01-19 00:00:00+00:00,btc,622774,157850148001.6251587668679264184,110180582.1518386,130.10032981,8687.35483664524,18170104.82129466,282105,1213295525.3397937702872802436,14.037995232801158
2020-01-20 00:00:00+00:00,btc,741539,156938136300.68027596871179748,111649656.58052978,77.19834233,8636.2587862069,18172004.8212692,312967,2032921065.019394477447027476,14.046025118039246
2020-01-21 00:00:00+00:00,btc,756250,158674065182.002695418061402732,112384193.79487537,96.38178326,8730.86756019871,18173917.3212692,311835,1646307630.0388737330257903296,14.037619819941355
2020-01-22 00:00:00+00:00,btc,771727,157183091622.7691288303248226068,114587805.43791209,86.30314616,8647.90047399182,18175867.32126374,326380,1821290400.4140968669597980166,14.030484491738408
2020-01-23 00:00:00+00:00,btc,789764,152082924891.5729812739372763656,116791417.08094886,73.15914209,8366.38461396844,18177854.82126374,337280,2078795903.7807811236148462904,14.029252419342377
2020-01-24 00:00:00+00:00,btc,720051,153135182382.8277677904115204164,111649656.58052978,106.07904041,8423.39095815313,18179754.82125828,311823,1443595094.7086128362523993592,14.020352730093144
2020-01-25 00:00:00+00:00,btc,665971,151723062490.3307768944443345056,120464103.15267676,155.42555978,8344.77456896552,18181804.82125828,283292,976178324.212450872145283672,14.00086996570363
2020-01-26 00:00:00+00:00,btc,544915,155903844151.0003309262974641312,105038821.65141945,169.77186747,8573.87480958504,18183592.32125828,256739,918313772.9362172082456010776,13.992651094972976
2020-01-27 00:00:00+00:00,btc,726725,161883952905.729173146929975242,94755300.65058112,83.91322987,8901.95928486265,18185204.82125828,285400,1929182718.453672040807728082,13.999158020667718
2020-01-28 00:00:00+00:00,btc,812560,169091413723.46134734502889941,107492950.68599442,86.75994513,9297.3883176505,18186979.82125282,339784,1948957130.819426898587074485,13.98316705109355
2020-01-29 00:00:00+00:00,btc,767507,169374825966.0463837581778253478,123011831.71279211,88.86539224,9311.94754354179,18188979.82125282,340075,1905970611.1740638996231403705,13.97542293310281
2020-01-30 00:00:00+00:00,btc,765495,172976113948.8801115616163649344,119936535.91997233,71.5213846,9508.92096493279,18190929.82124736,332584,2418523004.2682317524627944059,13.969815955961359
2020-01-31 00:00:00+00:00,btc,762130,170234553906.817226116253380512,110710648.54151301,70.14835397,9357.28478240795,18192729.82124736,329369,2426779022.931565656380013948,13.974748819183606
2020-02-01 00:00:00+00:00,btc,743933,170699826042.578337884936205418,116092416.17894764,104.19211163,9381.88602863822,18194617.3212419,304884,1638318135.402775832165844732,13.96026682932511
2020-02-02 00:00:00+00:00,btc,706042,169943267782.818829508813545062,109941824.59330806,151.93871459,9339.38706312098,18196404.8212419,292383,1118498785.756254664074836448,13.95535024666423
2020-02-03 00:00:00+00:00,btc,879860,168876392941.670671988249134008,113785944.3343328,48.02204119,9279.81252051432,18198254.8212419,336226,3516643373.674489557404821056,13.980805188662359
2020-02-04 00:00:00+00:00,btc,764885,166740743006.207450140088129767,101484761.16305356,96.16420587,9161.62719772063,18199904.8212409,307816,1733916913.1898202534112333302,13.979321016418568
2020-02-05 00:00:00+00:00,btc,823713,175250308848.132084134193780563,122243007.76458718,86.2970884,9628.13677586207,18201892.3212109,363153,2030778930.1286008838804617841,13.973067904367081
2020-02-06 00:00:00+00:00,btc,765225,177289768826.43755835793940191,103791233.00766842,56.3078287,9739.2804364699,18203579.8212109,321928,3148581164.161218970373192061,13.992570398694511
2020-02-07 00:00:00+00:00,btc,865396,178417196310.3341479835648825474,106866528.80048823,63.3231779,9800.27939982466,18205317.32121089,333319,2817565419.394910452744875978,13.992780833632288
2020-02-08 00:00:00+00:00,btc,709380,180455462436.1386143575636076557,106866528.80048823,83.36011022,9911.29340841613,18207054.82121089,315526,2164769959.5784547762075056445,13.980329248703672
2020-02-09 00:00:00+00:00,btc,695691,184840742312.647677779123477765,117630064.07535753,114.39277511,10151.0832026885,18208967.32121089,318974,1615842802.475854979396696985,13.97156420987314
2020-02-10 00:00:00+00:00,btc,703356,179780570081.5140124380864153541,93796521.681004,80.94634646,9872.36187305669,18210492.32121089,295461,2220984367.4323530089734079763,13.979502059574443
