date,bitcoin,isPartial
2021-07-01,62,False
2021-07-02,59,False
2021-07-03,56,False
2021-07-04,57,False
2021-07-05,57,False
2021-07-06,56,False
2021-07-07,53,False
2021-07-08,59,False
2021-07-09,54,False
2021-07-10,49,False
2021-07-11,46,False
2021-07-12,53,False
2021-07-13,53,False
2021-07-14,56,False
2021-07-15,56,False
2021-07-16,55,False
2021-07-17,50,False
2021-07-18,50,False
2021-07-19,60,False
2021-07-20,74,False
2021-07-21,67,False
2021-07-22,63,False
2021-07-23,54,False
2021-07-24,56,False
2021-07-25,55,False
2021-07-26,97,False
2021-07-27,72,False
2021-07-28,69,False
2021-07-29,64,False
2021-07-30,59,False
2021-07-31,64,False
2021-08-01,59,False
2021-08-02,57,False
2021-08-03,57,False
2021-08-04,53,False
2021-08-05,53,False
2021-08-06,59,False
2021-08-07,64,False
2021-08-08,65,False
2021-08-09,71,False
2021-08-10,69,False
2021-08-11,69,False
2021-08-12,64,False
2021-08-13,68,False
2021-08-14,59,False
2021-08-15,59,False
2021-08-16,65,False
2021-08-17,56,False
2021-08-18,58,False
2021-08-19,56,False
2021-08-20,64,False
2021-08-21,60,False
2021-08-22,56,False
2021-08-23,71,False
2021-08-24,63,False
2021-08-25,58,False
2021-08-26,57,False
2021-08-27,57,False
2021-08-28,50,False
2021-08-29,50,False
2021-08-30,52,False
2021-08-31,53,False
2021-09-01,53,False
2021-09-02,58,False
2021-09-03,54,False
2021-09-04,49,False
2021-09-05,50,False
2021-09-06,59,False
2021-09-07,100,False
2021-09-08,88,False
2021-09-09,67,False
2021-09-10,60,False
2021-09-11,53,False
2021-09-12,52,False
2021-09-13,57,False
2021-09-14,54,False
2021-09-15,55,False
2021-09-16,54,False
2021-09-17,48,False
2021-09-18,46,False
2021-09-19,44,False
2021-09-20,67,False
2021-09-21,68,False
2021-09-22,62,False
2021-09-23,60,False
2021-09-24,77,False
2021-09-25,57,False
2021-09-26,52,False
2021-09-27,55,False
2021-09-28,50,False
2021-09-29,50,False
2021-09-30,50,False
