date,bitcoin,isPartial
2021-10-01,51,False
2021-10-02,45,False
2021-10-03,41,False
2021-10-04,47,False
2021-10-05,49,False
2021-10-06,62,False
2021-10-07,54,False
2021-10-08,48,False
2021-10-09,42,False
2021-10-10,41,False
2021-10-11,53,False
2021-10-12,51,False
2021-10-13,48,False
2021-10-14,49,False
2021-10-15,67,False
2021-10-16,60,False
2021-10-17,51,False
2021-10-18,59,False
2021-10-19,70,False
2021-10-20,90,False
2021-10-21,79,False
2021-10-22,65,False
2021-10-23,53,False
2021-10-24,48,False
2021-10-25,55,False
2021-10-26,58,False
2021-10-27,62,False
2021-10-28,57,False
2021-10-29,50,False
2021-10-30,44,False
2021-10-31,44,False
2021-11-01,45,False
2021-11-02,50,False
2021-11-03,48,False
2021-11-04,46,False
2021-11-05,42,False
2021-11-06,38,False
2021-11-07,38,False
2021-11-08,58,False
2021-11-09,65,False
2021-11-10,58,False
2021-11-11,53,False
2021-11-12,50,False
2021-11-13,46,False
2021-11-14,45,False
2021-11-15,49,False
2021-11-16,61,False
2021-11-17,56,False
2021-11-18,58,False
2021-11-19,57,False
2021-11-20,48,False
2021-11-21,43,False
2021-11-22,49,False
2021-11-23,52,False
2021-11-24,53,False
2021-11-25,50,False
2021-11-26,59,False
2021-11-27,48,False
2021-11-28,48,False
2021-11-29,48,False
2021-11-30,49,False
2021-12-01,47,False
2021-12-02,43,False
2021-12-03,44,False
2021-12-04,100,False
2021-12-05,70,False
2021-12-06,68,False
2021-12-07,61,False
2021-12-08,54,False
2021-12-09,53,False
2021-12-10,51,False
2021-12-11,45,False
2021-12-12,45,False
2021-12-13,51,False
2021-12-14,57,False
2021-12-15,53,False
2021-12-16,48,False
2021-12-17,49,False
2021-12-18,45,False
2021-12-19,40,False
2021-12-20,48,False
2021-12-21,48,False
2021-12-22,44,False
2021-12-23,46,False
2021-12-24,48,False
2021-12-25,42,False
2021-12-26,41,False
2021-12-27,45,False
2021-12-28,45,False
2021-12-29,46,False
2021-12-30,43,False
2021-12-31,41,False
