date,bitcoin,isPartial
2015-01-01,41,False
2015-01-02,54,False
2015-01-03,53,False
2015-01-04,73,False
2015-01-05,73,False
2015-01-06,67,False
2015-01-07,55,False
2015-01-08,59,False
2015-01-09,60,False
2015-01-10,54,False
2015-01-11,48,False
2015-01-12,55,False
2015-01-13,70,False
2015-01-14,100,False
2015-01-15,85,False
2015-01-16,72,False
2015-01-17,64,False
2015-01-18,56,False
2015-01-19,46,False
2015-01-20,54,False
2015-01-21,54,False
2015-01-22,56,False
2015-01-23,59,False
2015-01-24,51,False
2015-01-25,53,False
2015-01-26,85,False
2015-01-27,64,False
2015-01-28,54,False
2015-01-29,59,False
2015-01-30,55,False
2015-01-31,47,False
2015-02-01,51,False
2015-02-02,52,False
2015-02-03,49,False
2015-02-04,50,False
2015-02-05,61,False
2015-02-06,54,False
2015-02-07,64,False
2015-02-08,54,False
2015-02-09,56,False
2015-02-10,61,False
2015-02-11,52,False
2015-02-12,55,False
2015-02-13,50,False
2015-02-14,49,False
2015-02-15,56,False
2015-02-16,54,False
2015-02-17,51,False
2015-02-18,53,False
2015-02-19,59,False
2015-02-20,88,False
2015-02-21,56,False
2015-02-22,55,False
2015-02-23,49,False
2015-02-24,48,False
2015-02-25,41,False
2015-02-26,46,False
2015-02-27,51,False
2015-02-28,53,False
2015-03-01,50,False
2015-03-02,56,False
2015-03-03,53,False
2015-03-04,52,False
2015-03-05,52,False
2015-03-06,74,False
2015-03-07,60,False
2015-03-08,57,False
2015-03-09,56,False
2015-03-10,59,False
2015-03-11,57,False
2015-03-12,61,False
2015-03-13,52,False
2015-03-14,48,False
2015-03-15,48,False
2015-03-16,58,False
2015-03-17,52,False
2015-03-18,48,False
2015-03-19,50,False
2015-03-20,47,False
2015-03-21,45,False
2015-03-22,45,False
2015-03-23,52,False
2015-03-24,53,False
2015-03-25,44,False
2015-03-26,50,False
2015-03-27,45,False
2015-03-28,51,False
2015-03-29,52,False
2015-03-30,57,False
2015-03-31,50,False
2015-04-01,55,False
2015-04-02,56,False
2015-04-03,48,False
2015-04-04,49,False
2015-04-05,49,False
2015-04-06,46,False
2015-04-07,50,False
2015-04-08,52,False
2015-04-09,53,False
2015-04-10,53,False
2015-04-11,42,False
2015-04-12,55,False
2015-04-13,46,False
2015-04-14,55,False
2015-04-15,42,False
2015-04-16,45,False
2015-04-17,49,False
2015-04-18,42,False
2015-04-19,38,False
2015-04-20,44,False
2015-04-21,49,False
2015-04-22,45,False
2015-04-23,53,False
2015-04-24,51,False
2015-04-25,48,False
2015-04-26,47,False
2015-04-27,45,False
2015-04-28,41,False
2015-04-29,47,False
2015-04-30,55,False
2015-05-01,45,False
2015-05-02,35,False
2015-05-03,40,False
2015-05-04,48,False
2015-05-05,41,False
2015-05-06,38,False
2015-05-07,48,False
2015-05-08,44,False
2015-05-09,35,False
2015-05-10,44,False
2015-05-11,41,False
2015-05-12,37,False
2015-05-13,42,False
2015-05-14,55,False
2015-05-15,46,False
2015-05-16,39,False
2015-05-17,53,False
2015-05-18,39,False
2015-05-19,57,False
2015-05-20,50,False
2015-05-21,45,False
2015-05-22,39,False
2015-05-23,48,False
2015-05-24,41,False
2015-05-25,39,False
2015-05-26,48,False
2015-05-27,44,False
2015-05-28,47,False
2015-05-29,50,False
2015-05-30,58,False
2015-05-31,51,False
