date,bitcoin,isPartial
2011-06-01,42,False
2011-06-02,55,False
2011-06-03,59,False
2011-06-04,56,False
2011-06-05,66,False
2011-06-06,56,False
2011-06-07,53,False
2011-06-08,60,False
2011-06-09,74,False
2011-06-10,78,False
2011-06-11,100,False
2011-06-12,89,False
2011-06-13,75,False
2011-06-14,71,False
2011-06-15,79,False
2011-06-16,91,False
2011-06-17,72,False
2011-06-18,53,False
2011-06-19,77,False
2011-06-20,90,False
2011-06-21,55,False
2011-06-22,63,False
2011-06-23,56,False
2011-06-24,35,False
2011-06-25,37,False
2011-06-26,42,False
2011-06-27,50,False
2011-06-28,34,False
2011-06-29,34,False
2011-06-30,38,False
2011-07-01,39,False
2011-07-02,39,False
2011-07-03,30,False
2011-07-04,25,False
2011-07-05,21,False
2011-07-06,41,False
2011-07-07,46,False
2011-07-08,29,False
2011-07-09,31,False
2011-07-10,29,False
2011-07-11,25,False
2011-07-12,24,False
2011-07-13,30,False
2011-07-14,41,False
2011-07-15,22,False
2011-07-16,25,False
2011-07-17,21,False
2011-07-18,26,False
2011-07-19,33,False
2011-07-20,27,False
2011-07-21,29,False
2011-07-22,20,False
2011-07-23,17,False
2011-07-24,23,False
2011-07-25,26,False
2011-07-26,24,False
2011-07-27,28,False
2011-07-28,14,False
2011-07-29,21,False
2011-07-30,26,False
2011-07-31,33,False
2011-08-01,25,False
2011-08-02,31,False
2011-08-03,36,False
2011-08-04,26,False
2011-08-05,31,False
2011-08-06,29,False
2011-08-07,28,False
2011-08-08,21,False
2011-08-09,17,False
2011-08-10,18,False
2011-08-11,17,False
2011-08-12,14,False
2011-08-13,23,False
2011-08-14,20,False
2011-08-15,24,False
2011-08-16,16,False
2011-08-17,27,False
2011-08-18,21,False
2011-08-19,15,False
2011-08-20,25,False
2011-08-21,30,False
2011-08-22,29,False
2011-08-23,23,False
2011-08-24,27,False
2011-08-25,19,False
2011-08-26,19,False
2011-08-27,23,False
2011-08-28,20,False
2011-08-29,14,False
2011-08-30,21,False
2011-08-31,22,False
2011-09-01,22,False
2011-09-02,22,False
2011-09-03,17,False
2011-09-04,22,False
2011-09-05,16,False
2011-09-06,24,False
2011-09-07,23,False
2011-09-08,13,False
2011-09-09,20,False
2011-09-10,20,False
2011-09-11,15,False
2011-09-12,19,False
2011-09-13,16,False
2011-09-14,16,False
2011-09-15,12,False
2011-09-16,14,False
2011-09-17,12,False
2011-09-18,20,False
2011-09-19,14,False
2011-09-20,14,False
2011-09-21,18,False
2011-09-22,13,False
2011-09-23,12,False
2011-09-24,15,False
2011-09-25,14,False
2011-09-26,17,False
2011-09-27,12,False
2011-09-28,11,False
2011-09-29,14,False
2011-09-30,14,False
2011-10-01,10,False
2011-10-02,10,False
2011-10-03,9,False
2011-10-04,14,False
2011-10-05,9,False
2011-10-06,13,False
2011-10-07,9,False
2011-10-08,20,False
2011-10-09,16,False
2011-10-10,15,False
2011-10-11,11,False
2011-10-12,12,False
2011-10-13,13,False
2011-10-14,11,False
2011-10-15,10,False
2011-10-16,13,False
2011-10-17,11,False
2011-10-18,19,False
2011-10-19,19,False
2011-10-20,14,False
2011-10-21,9,False
2011-10-22,18,False
2011-10-23,11,False
2011-10-24,13,False
2011-10-25,12,False
2011-10-26,9,False
2011-10-27,8,False
2011-10-28,5,False
2011-10-29,7,False
2011-10-30,9,False
2011-10-31,6,False
2011-11-01,16,False
2011-11-02,12,False
2011-11-03,11,False
2011-11-04,7,False
2011-11-05,10,False
2011-11-06,6,False
2011-11-07,8,False
2011-11-08,10,False
2011-11-09,12,False
2011-11-10,8,False
2011-11-11,5,False
2011-11-12,7,False
2011-11-13,5,False
2011-11-14,9,False
2011-11-15,9,False
2011-11-16,9,False
2011-11-17,8,False
2011-11-18,11,False
2011-11-19,7,False
2011-11-20,6,False
2011-11-21,6,False
2011-11-22,5,False
2011-11-23,7,False
2011-11-24,7,False
2011-11-25,8,False
2011-11-26,11,False
2011-11-27,8,False
2011-11-28,10,False
2011-11-29,9,False
2011-11-30,8,False
2011-12-01,6,False
2011-12-02,10,False
2011-12-03,12,False
2011-12-04,8,False
2011-12-05,10,False
2011-12-06,6,False
2011-12-07,6,False
2011-12-08,7,False
2011-12-09,5,False
2011-12-10,6,False
2011-12-11,5,False
2011-12-12,8,False
2011-12-13,6,False
2011-12-14,6,False
2011-12-15,6,False
2011-12-16,7,False
2011-12-17,6,False
2011-12-18,5,False
2011-12-19,5,False
2011-12-20,5,False
2011-12-21,9,False
2011-12-22,4,False
2011-12-23,14,False
2011-12-24,6,False
2011-12-25,8,False
2011-12-26,8,False
2011-12-27,8,False
2011-12-28,4,False
2011-12-29,10,False
2011-12-30,9,False
2011-12-31,16,False
