date,bitcoin,isPartial
2016-06-01,47,False
2016-06-02,49,False
2016-06-03,52,False
2016-06-04,53,False
2016-06-05,49,False
2016-06-06,54,False
2016-06-07,56,False
2016-06-08,52,False
2016-06-09,47,False
2016-06-10,51,False
2016-06-11,42,False
2016-06-12,73,False
2016-06-13,82,False
2016-06-14,68,False
2016-06-15,62,False
2016-06-16,79,False
2016-06-17,75,False
2016-06-18,64,False
2016-06-19,65,False
2016-06-20,66,False
2016-06-21,75,False
2016-06-22,63,False
2016-06-23,74,False
2016-06-24,96,False
2016-06-25,73,False
2016-06-26,60,False
2016-06-27,63,False
2016-06-28,52,False
2016-06-29,56,False
2016-06-30,57,False
2016-07-01,60,False
2016-07-02,53,False
2016-07-03,52,False
2016-07-04,51,False
2016-07-05,56,False
2016-07-06,53,False
2016-07-07,48,False
2016-07-08,49,False
2016-07-09,67,False
2016-07-10,60,False
2016-07-11,48,False
2016-07-12,54,False
2016-07-13,52,False
2016-07-14,45,False
2016-07-15,37,False
2016-07-16,42,False
2016-07-17,40,False
2016-07-18,47,False
2016-07-19,50,False
2016-07-20,46,False
2016-07-21,42,False
2016-07-22,42,False
2016-07-23,39,False
2016-07-24,44,False
2016-07-25,45,False
2016-07-26,46,False
2016-07-27,48,False
2016-07-28,41,False
2016-07-29,44,False
2016-07-30,43,False
2016-07-31,43,False
2016-08-01,48,False
2016-08-02,60,False
2016-08-03,100,False
2016-08-04,62,False
2016-08-05,53,False
2016-08-06,37,False
2016-08-07,52,False
2016-08-08,45,False
2016-08-09,45,False
2016-08-10,39,False
2016-08-11,41,False
2016-08-12,47,False
2016-08-13,41,False
2016-08-14,40,False
2016-08-15,45,False
2016-08-16,41,False
2016-08-17,40,False
2016-08-18,43,False
2016-08-19,42,False
2016-08-20,34,False
2016-08-21,40,False
2016-08-22,43,False
2016-08-23,39,False
2016-08-24,41,False
2016-08-25,40,False
2016-08-26,43,False
2016-08-27,42,False
2016-08-28,40,False
2016-08-29,38,False
2016-08-30,42,False
2016-08-31,39,False
2016-09-01,41,False
2016-09-02,40,False
2016-09-03,41,False
2016-09-04,41,False
2016-09-05,44,False
2016-09-06,40,False
2016-09-07,41,False
2016-09-08,53,False
2016-09-09,37,False
2016-09-10,48,False
2016-09-11,44,False
2016-09-12,41,False
2016-09-13,48,False
2016-09-14,38,False
2016-09-15,45,False
2016-09-16,42,False
2016-09-17,44,False
2016-09-18,39,False
2016-09-19,44,False
2016-09-20,43,False
2016-09-21,49,False
2016-09-22,41,False
2016-09-23,42,False
2016-09-24,37,False
2016-09-25,39,False
2016-09-26,41,False
2016-09-27,33,False
2016-09-28,37,False
2016-09-29,41,False
2016-09-30,44,False
2016-10-01,42,False
2016-10-02,38,False
2016-10-03,42,False
2016-10-04,44,False
2016-10-05,43,False
2016-10-06,40,False
2016-10-07,41,False
2016-10-08,50,False
2016-10-09,43,False
2016-10-10,40,False
2016-10-11,51,False
2016-10-12,53,False
2016-10-13,46,False
2016-10-14,40,False
2016-10-15,46,False
2016-10-16,43,False
2016-10-17,48,False
2016-10-18,47,False
2016-10-19,39,False
2016-10-20,47,False
2016-10-21,38,False
2016-10-22,41,False
2016-10-23,49,False
2016-10-24,47,False
2016-10-25,47,False
2016-10-26,53,False
2016-10-27,53,False
2016-10-28,57,False
2016-10-29,62,False
2016-10-30,54,False
2016-10-31,56,False
2016-11-01,54,False
2016-11-02,49,False
2016-11-03,59,False
2016-11-04,52,False
2016-11-05,52,False
2016-11-06,50,False
2016-11-07,53,False
2016-11-08,52,False
2016-11-09,73,False
2016-11-10,54,False
2016-11-11,51,False
2016-11-12,54,False
2016-11-13,55,False
2016-11-14,55,False
2016-11-15,53,False
2016-11-16,56,False
2016-11-17,60,False
2016-11-18,52,False
2016-11-19,51,False
2016-11-20,55,False
2016-11-21,51,False
2016-11-22,57,False
2016-11-23,61,False
2016-11-24,54,False
2016-11-25,53,False
2016-11-26,48,False
2016-11-27,52,False
2016-11-28,56,False
2016-11-29,61,False
2016-11-30,55,False
2016-12-01,58,False
2016-12-02,59,False
2016-12-03,58,False
2016-12-04,58,False
2016-12-05,56,False
2016-12-06,61,False
2016-12-07,59,False
2016-12-08,60,False
2016-12-09,55,False
2016-12-10,43,False
2016-12-11,51,False
2016-12-12,54,False
2016-12-13,54,False
2016-12-14,49,False
2016-12-15,51,False
2016-12-16,50,False
2016-12-17,53,False
2016-12-18,51,False
2016-12-19,49,False
2016-12-20,60,False
2016-12-21,70,False
2016-12-22,74,False
2016-12-23,88,False
2016-12-24,85,False
2016-12-25,66,False
2016-12-26,69,False
2016-12-27,79,False
2016-12-28,94,False
2016-12-29,86,False
2016-12-30,82,False
2016-12-31,57,False
