Date,TSI_13_25_13
2015-05-27,1.9793975815389648
2015-05-28,1.945708600004533
2015-05-29,1.7941117620394642
2015-05-30,0.14791120854430526
2015-05-31,-2.505587643961337
2015-06-01,-7.522540225296699
2015-06-02,-10.227975457117823
2015-06-03,-12.353550944403164
2015-06-04,-14.634853454937348
2015-06-05,-16.192337151937693
2015-06-06,-17.14225560190394
2015-06-07,-18.92185264901086
2015-06-08,-17.424468366011414
2015-06-09,-15.937174642210659
2015-06-10,-14.822076090274985
2015-06-11,-13.428328314270667
2015-06-12,-12.12309265785426
2015-06-13,-9.72795767390099
2015-06-14,-7.1287175024363565
2015-06-15,-3.2370457564268653
2015-06-16,6.673415767928161
2015-06-17,13.109419775461813
2015-06-18,17.814679742573794
2015-06-19,19.093777672108125
2015-06-20,20.292510552597623
2015-06-21,20.559643898559226
2015-06-22,21.83288650007033
2015-06-23,21.396750106599328
2015-06-24,19.063291376538956
2015-06-25,18.040332018461964
2015-06-26,17.514947329834435
2015-06-27,19.699919115423345
2015-06-28,20.38189590814012
2015-06-29,23.50992529902773
2015-06-30,27.62304142429562
2015-07-01,28.498311084006847
2015-07-02,27.629299940251126
2015-07-03,27.212944763036898
2015-07-04,28.0770325027547
2015-07-05,31.444746750543658
2015-07-06,32.66593017325771
2015-07-07,32.36276986452227
2015-07-08,33.12178485572427
2015-07-09,33.048822665893255
2015-07-10,36.16377862822029
2015-07-11,39.920950702692735
2015-07-12,45.40473449719691
2015-07-13,42.40427847261749
2015-07-14,38.88730211783758
2015-07-15,35.89916620943276
2015-07-16,31.508946804845284
2015-07-17,28.433484915447764
2015-07-18,24.89865440494932
2015-07-19,21.829492690722052
2015-07-20,20.26119380411914
2015-07-21,18.256192914179966
2015-07-22,16.881002275276426
2015-07-23,15.478607943127766
2015-07-24,16.49339426235119
2015-07-25,17.37639468386053
2015-07-26,18.785557276339492
2015-07-27,20.09538616028114
2015-07-28,21.315906209157568
2015-07-29,21.00677174875216
2015-07-30,20.233101772733907
2015-07-31,18.72665100348006
2015-08-01,16.613454148085946
2015-08-02,15.06712329829926
2015-08-03,13.369583779210009
2015-08-04,12.850385999088012
2015-08-05,11.42035794659838
2015-08-06,9.242237197813465
2015-08-07,7.693849793172226
2015-08-08,1.0182514701670213
2015-08-09,-2.9901719194909355
2015-08-10,-6.259129292058807
2015-08-11,-7.15327135453399
2015-08-12,-8.832293522852249
2015-08-13,-10.706060785475666
2015-08-14,-11.730195693945065
2015-08-15,-13.524504309175326
2015-08-16,-15.671548308504985
2015-08-17,-17.532545763204045
2015-08-18,-28.454794418313842
2015-08-19,-31.051804523797486
2015-08-20,-30.419016258206497
2015-08-21,-30.360773988583873
2015-08-22,-30.6069318765434
2015-08-23,-31.0789060170707
2015-08-24,-33.62146961983018
2015-08-25,-32.91817763186697
2015-08-26,-31.44585444097366
2015-08-27,-30.442187829595625
2015-08-28,-28.226156083341923
2015-08-29,-26.675937698280013
2015-08-30,-25.55892533287031
2015-08-31,-24.37079080807226
2015-09-01,-23.648850161990964
2015-09-02,-22.790188983141928
2015-09-03,-22.372049106178086
2015-09-04,-21.29420764602232
2015-09-05,-19.272626391354482
2015-09-06,-16.443437127195534
2015-09-07,-14.08443977387977
2015-09-08,-11.201107391502227
2015-09-09,-9.851149761550086
2015-09-10,-8.653487074514759
2015-09-11,-7.243119235378321
2015-09-12,-7.1278040030218905
2015-09-13,-8.08214294466929
2015-09-14,-8.837875854843974
2015-09-15,-9.55074947138721
2015-09-16,-10.44195888947132
2015-09-17,-10.982689834063011
2015-09-18,-10.450692628343452
2015-09-19,-10.387979182806498
2015-09-20,-10.411003103334819
2015-09-21,-11.58547529485106
2015-09-22,-11.304569171680672
2015-09-23,-11.167979011836014
2015-09-24,-9.465281438399854
2015-09-25,-7.820510331259398
2015-09-26,-6.708492392631321
2015-09-27,-6.31645511693632
2015-09-28,-3.4767005693760886
2015-09-29,-2.0673503809230023
2015-09-30,-1.1542498407768644
2015-10-01,0.181274152842962
2015-10-02,1.1846371573305379
2015-10-03,2.603008294864739
2015-10-04,3.586855218301317
2015-10-05,5.300503199239654
2015-10-06,9.058653216098186
2015-10-07,10.585212044573982
2015-10-08,11.484591509606771
2015-10-09,12.861344343203363
2015-10-10,14.385834940643878
2015-10-11,16.469006722805606
2015-10-12,17.21061068800639
2015-10-13,19.45139518675964
2015-10-14,22.178654138502885
2015-10-15,25.20260276251593
2015-10-16,30.478640455001596
2015-10-17,36.73439510577757
2015-10-18,36.0879842877094
2015-10-19,36.08200485143798
2015-10-20,37.5367946878744
2015-10-21,36.99394412311609
2015-10-22,38.30608965941487
2015-10-23,39.78665007062352
2015-10-24,41.910179058260226
2015-10-25,43.88919091482942
2015-10-26,45.702043057805625
2015-10-27,48.53127065460996
2015-10-28,52.306208400940044
2015-10-29,56.306742375945845
2015-10-30,60.80456732940576
2015-10-31,58.34103791304653
2015-11-01,57.744797809313894
2015-11-02,60.48395094575858
2015-11-03,65.10370109424578
2015-11-04,68.36967160557407
2015-11-05,64.36521536707644
2015-11-06,59.15521991493009
2015-11-07,56.203048343615656
2015-11-08,51.722084658039
2015-11-09,48.86155712963263
2015-11-10,39.966466674095436
2015-11-11,30.20167054344537
2015-11-12,25.16117862667721
2015-11-13,21.398606795804323
2015-11-14,18.18314266516575
2015-11-15,14.434001924748344
2015-11-16,12.32496911731569
2015-11-17,11.002986411539759
2015-11-18,9.90097072845776
2015-11-19,8.203398565798608
2015-11-20,6.427584696821922
2015-11-21,5.385012148235879
2015-11-22,4.288913397055217
2015-11-23,3.2242094485377373
2015-11-24,2.021706052437687
2015-11-25,1.8208694710022162
2015-11-26,4.121541657574422
2015-11-27,6.5199957757580975
2015-11-28,8.41048880930633
2015-11-29,11.3316807544969
2015-11-30,14.29465722686158
2015-12-01,14.824702828101655
2015-12-02,14.829648609939929
2015-12-03,15.013804186425428
2015-12-04,15.377741486006695
2015-12-05,18.21575585775545
2015-12-06,20.46455429633542
2015-12-07,22.926875298313174
2015-12-08,26.728538434851924
2015-12-09,29.919892776182063
2015-12-10,32.16582661952899
2015-12-11,36.86045365158889
2015-12-12,37.71975393069596
2015-12-13,38.17936200720261
2015-12-14,39.26549052932441
2015-12-15,41.524276482438815
2015-12-16,41.6427474893643
2015-12-17,41.80736896706079
2015-12-18,42.41495596511652
2015-12-19,42.69802471540968
2015-12-20,39.84991591963109
2015-12-21,36.9690445563472
2015-12-22,34.33535027441934
2015-12-23,32.6282882894009
2015-12-24,32.21405193003321
2015-12-25,31.9304973565428
2015-12-26,25.94637440721839
2015-12-27,21.817099880563756
2015-12-28,18.504344085402757
2015-12-29,16.861285231864976
2015-12-30,14.71312894381245
2015-12-31,13.374612821492907
2016-01-01,12.668106564928374
2016-01-02,11.968595510133513
2016-01-03,10.922178354396987
2016-01-04,10.39286572046289
2016-01-05,9.787290294237698
2016-01-06,8.857288291304846
2016-01-07,11.615413590938456
2016-01-08,13.085157176361266
2016-01-09,13.403895405020293
2016-01-10,13.706965926921256
2016-01-11,14.009277008025592
2016-01-12,12.19572693192359
2016-01-13,10.183337070020054
2016-01-14,8.196379130818572
2016-01-15,-3.1338567762320473
2016-01-16,-7.8776431098283615
2016-01-17,-11.804374575234922
2016-01-18,-14.028303762925834
2016-01-19,-16.39716007810963
2016-01-20,-12.995219889169482
2016-01-21,-11.454891167264824
2016-01-22,-12.82461425412129
2016-01-23,-13.27377258765347
2016-01-24,-11.934329681794885
2016-01-25,-11.850867853595592
2016-01-26,-11.742147262154749
2016-01-27,-11.362190663651207
2016-01-28,-12.275831617034942
2016-01-29,-13.074083485860601
2016-01-30,-13.826069759952368
2016-01-31,-15.241545916690168
2016-02-01,-15.910613470045032
2016-02-02,-16.299949102747444
2016-02-03,-17.02154348037098
2016-02-04,-15.164742933690691
2016-02-05,-13.930384061010887
2016-02-06,-13.872109290757747
2016-02-07,-13.811675197091722
2016-02-08,-14.077748647304533
2016-02-09,-13.949461270887394
2016-02-10,-13.057612083461668
2016-02-11,-12.527768813211972
2016-02-12,-11.405094475950065
2016-02-13,-9.33110155473809
2016-02-14,-5.350236001160403
2016-02-15,-3.0422120669007073
2016-02-16,-0.1381832299399182
2016-02-17,3.427474961605205
2016-02-18,7.108155859400905
2016-02-19,9.845100458444154
2016-02-20,14.143439197225451
2016-02-21,17.773036216607245
2016-02-22,20.536265727364984
2016-02-23,19.768637172514076
2016-02-24,19.65454809064422
2016-02-25,19.489680164546446
2016-02-26,20.27458805464944
2016-02-27,20.95922253855634
2016-02-28,21.647495897108776
2016-02-29,22.747941426184966
2016-03-01,23.14335032236822
2016-03-02,21.172502441168483
2016-03-03,19.07683648650858
2016-03-04,15.179861078839863
2016-03-05,10.021736752874299
2016-03-06,7.052907561369445
2016-03-07,5.765469257464017
2016-03-08,4.675692413541326
2016-03-09,3.9397335887460248
2016-03-10,3.7266690853418543
2016-03-11,4.354068033441011
2016-03-12,2.9271880305308366
2016-03-13,2.2167821685809357
2016-03-14,2.0785167196081726
2016-03-15,2.0392506338703744
2016-03-16,2.042029193952992
2016-03-17,2.7747896594686603
2016-03-18,1.0011183583634173
2016-03-19,-0.2552770224551424
2016-03-20,-0.5672853800243101
2016-03-21,-0.9241897317578605
2016-03-22,-0.1249076749026911
2016-03-23,0.5278193283954092
2016-03-24,0.6770106760170925
2016-03-25,0.9961648695904668
2016-03-26,1.4633038586639426
2016-03-27,4.13681022201746
2016-03-28,5.625624244634366
2016-03-29,4.639067467586933
2016-03-30,3.3615230402795317
2016-03-31,2.8352093326758516
2016-04-01,2.7411557479797137
2016-04-02,3.476264369566186
2016-04-03,4.093071467554464
2016-04-04,4.7666622019884075
2016-04-05,6.100539197981126
2016-04-06,7.010557121956672
2016-04-07,7.542167982810735
2016-04-08,7.103755184206413
2016-04-09,6.374916890817288
2016-04-10,6.5011209664272815
2016-04-11,6.934453577330398
2016-04-12,8.284132613238638
2016-04-13,8.779150169795146
2016-04-14,9.402434435342396
2016-04-15,11.990239546405181
2016-04-16,14.430271069855108
2016-04-17,14.844897516338811
2016-04-18,15.630268010577955
2016-04-19,18.81509839436162
2016-04-20,23.31861527977448
2016-04-21,29.2265510944836
2016-04-22,31.671263112919643
2016-04-23,34.682873780014795
2016-04-24,38.88400792954888
2016-04-25,42.580380166815075
2016-04-26,46.24496730372609
2016-04-27,38.86961883940804
2016-04-28,34.62868234751263
2016-04-29,32.77439761117933
2016-04-30,29.033999700935507
2016-05-01,26.97075322636006
2016-05-02,23.160043061854015
2016-05-03,21.3863373000439
2016-05-04,19.017804317849794
2016-05-05,17.437083600377406
2016-05-06,18.43894022781227
2016-05-07,18.91790427884309
2016-05-08,19.297041485425822
2016-05-09,19.962756237301864
2016-05-10,17.83795091133834
2016-05-11,16.505237768955585
2016-05-12,15.83463940648855
2016-05-13,15.471055980195798
2016-05-14,15.171567409000845
2016-05-15,15.324833220614943
2016-05-16,14.446322858563947
2016-05-17,13.598393298227608
2016-05-18,13.081191489146788
2016-05-19,7.7841981076985896
2016-05-20,4.62150274581773
2016-05-21,2.2470494281539435
2016-05-22,-0.7331054901882486
2016-05-23,-1.7765593744460593
2016-05-24,-2.0976534528213495
2016-05-25,-1.3292807026674134
2016-05-26,0.3589024476654453
2016-05-27,7.027334453855357
2016-05-28,23.42002223707973
2016-05-29,32.3924662191916
2016-05-30,39.24387237553022
2016-05-31,43.35306717879182
2016-06-01,46.85186198800451
2016-06-02,49.548661385846344
2016-06-03,54.03361595600606
2016-06-04,57.510426078380334
2016-06-05,60.246385804365126
2016-06-06,62.937316328786274
2016-06-07,62.87906987179607
2016-06-08,63.10191536833836
2016-06-09,61.65367427780609
2016-06-10,60.66997149100931
2016-06-11,61.498309850908704
2016-06-12,65.25157836731827
2016-06-13,68.93814792454539
2016-06-14,68.05656427137896
2016-06-15,67.72991242513532
2016-06-16,69.58051655413867
2016-06-17,68.36622318558739
2016-06-18,67.702986469346
2016-06-19,67.40685824898317
2016-06-20,63.928518295111786
2016-06-21,53.49922511552275
2016-06-22,39.56629358552219
2016-06-23,31.093419541618537
2016-06-24,26.791399122688635
2016-06-25,23.701134618336912
2016-06-26,19.154718655197883
2016-06-27,16.832970302837055
2016-06-28,14.604761729770557
2016-06-29,12.481810446097397
2016-06-30,12.242465860015793
2016-07-01,12.180337422367053
2016-07-02,13.296664109916037
2016-07-03,11.726039655264893
2016-07-04,11.555619715706055
2016-07-05,10.734973356203817
2016-07-06,10.36846948869961
2016-07-07,8.152179737342218
2016-07-08,7.535406731335972
2016-07-09,6.255598851350783
2016-07-10,5.148749179881773
2016-07-11,4.158386976497065
2016-07-12,4.149986346264966
2016-07-13,3.6096972835718857
2016-07-14,3.343052992767212
2016-07-15,3.388716783428379
2016-07-16,3.284279443670977
2016-07-17,4.229924895391142
2016-07-18,4.633287152768438
2016-07-19,4.958984598048404
2016-07-20,4.758444538929
2016-07-21,4.540533272288416
2016-07-22,3.325985057109355
2016-07-23,2.6323517221229165
2016-07-24,2.4521298223336623
2016-07-25,1.7370917115639328
2016-07-26,0.9405611525311375
2016-07-27,0.46783430396829834
2016-07-28,0.11893371176594342
2016-07-29,-0.006521515833428972
2016-07-30,-0.30045518478359273
2016-07-31,-3.488688864448862
2016-08-01,-7.834780466851346
2016-08-02,-16.298460739986595
2016-08-03,-20.519068167069413
2016-08-04,-22.379728954091362
2016-08-05,-24.01452546149842
2016-08-06,-23.90967414260245
2016-08-07,-23.301030102121835
2016-08-08,-22.92553337726697
2016-08-09,-22.84347678042624
2016-08-10,-22.298975557618412
2016-08-11,-22.06350262831474
2016-08-12,-21.982893406956006
2016-08-13,-22.06642353763912
2016-08-14,-23.32318122272647
2016-08-15,-24.624460824898165
2016-08-16,-24.360953811385706
2016-08-17,-24.488715024297356
2016-08-18,-24.442281193417262
2016-08-19,-24.2145734483236
2016-08-20,-23.12370353615829
2016-08-21,-22.236299104855725
2016-08-22,-20.630208574177463
2016-08-23,-19.619204512596195
2016-08-24,-19.117778461977363
2016-08-25,-18.97037448850657
2016-08-26,-18.511259779166505
2016-08-27,-19.328585487041142
2016-08-28,-19.270777167429237
2016-08-29,-19.18438818618011
2016-08-30,-18.432527753225088
2016-08-31,-18.083403994925323
2016-09-01,-18.253897298202517
2016-09-02,-17.68776609117683
2016-09-03,-12.291184353291346
2016-09-04,-5.950143402705912
2016-09-05,-1.3516786723209229
2016-09-06,3.001412458872782
2016-09-07,7.205573816445282
2016-09-08,12.524999513825616
2016-09-09,15.995700535752675
2016-09-10,18.867734837335377
2016-09-11,17.498074983593597
2016-09-12,16.65787288404365
2016-09-13,16.141219168481225
2016-09-14,15.948200225013109
2016-09-15,15.016380645955286
2016-09-16,14.208134306953003
2016-09-17,13.308717577652496
2016-09-18,13.247407536220923
2016-09-19,13.041089256164158
2016-09-20,12.640185824229299
2016-09-21,9.512820921379083
2016-09-22,6.736294044816955
2016-09-23,5.86630750911432
2016-09-24,5.099999726053476
2016-09-25,4.01084114123562
2016-09-26,4.804898539037636
2016-09-27,4.964603321937563
2016-09-28,4.713810281053211
2016-09-29,4.744664669439387
2016-09-30,5.791739434511346
2016-10-01,7.732379401250961
2016-10-02,8.406394228930084
2016-10-03,9.278119180837818
2016-10-04,9.39461561973701
2016-10-05,10.103357451219694
2016-10-06,10.83133096427103
2016-10-07,12.56145807108727
2016-10-08,14.5378063327611
2016-10-09,15.303846314491114
2016-10-10,16.559978404340445
2016-10-11,23.323300996598956
2016-10-12,26.43582431183275
2016-10-13,28.891737639988165
2016-10-14,31.516006891660002
2016-10-15,32.887173581026964
2016-10-16,34.544665083917195
2016-10-17,34.90199304672953
2016-10-18,34.69977865828506
2016-10-19,31.608341823806043
2016-10-20,29.221398717888587
2016-10-21,27.71364378198939
2016-10-22,31.56905124201886
2016-10-23,34.30176835132832
2016-10-24,35.16304111779187
2016-10-25,36.477823185548935
2016-10-26,40.74969069487018
2016-10-27,45.18974509459693
2016-10-28,48.57491780489503
2016-10-29,53.72617133864709
2016-10-30,53.395163524013604
2016-10-31,52.89702258953104
2016-11-01,54.970816071837454
2016-11-02,57.235977122303055
2016-11-03,46.50616690902434
2016-11-04,40.689760537076324
2016-11-05,36.75158086856051
2016-11-06,34.56576385866237
2016-11-07,31.621277995783277
2016-11-08,29.948225601693974
2016-11-09,29.750213579215135
2016-11-10,28.473702644835214
2016-11-11,27.549928267988943
2016-11-12,25.20554640303147
2016-11-13,22.921254884043147
2016-11-14,21.34395171084196
2016-11-15,20.661353960423313
2016-11-16,23.049644133538
2016-11-17,24.453399184566823
2016-11-18,26.45114714413195
2016-11-19,28.037554343693856
2016-11-20,26.337038848115824
2016-11-21,25.68191454313837
2016-11-22,26.16759125671157
2016-11-23,25.603140424384648
2016-11-24,24.550200075850615
2016-11-25,23.8167208617911
2016-11-26,22.326436224177833
2016-11-27,20.62539551960565
2016-11-28,19.581753736815244
2016-11-29,18.681595281872873
2016-11-30,18.96759823459515
2016-12-01,20.35311223959802
2016-12-02,23.611927013491446
2016-12-03,25.106891951589365
2016-12-04,26.55738029901167
2016-12-05,25.253533564620383
2016-12-06,24.75249802040548
2016-12-07,24.731963432494897
2016-12-08,24.978843461765173
2016-12-09,25.378932533684218
2016-12-10,25.89851952350416
2016-12-11,25.46414459247757
2016-12-12,26.20268740233358
2016-12-13,26.860510104145405
2016-12-14,27.509784459409747
2016-12-15,27.38789106792189
2016-12-16,28.067324538006165
2016-12-17,29.316547316896447
2016-12-18,30.290787508600108
2016-12-19,31.36787286016243
2016-12-20,33.24319680674459
2016-12-21,38.49400646721786
2016-12-22,45.25265157253039
2016-12-23,54.156010030243905
2016-12-24,55.2367440830552
2016-12-25,55.46863400493362
2016-12-26,56.20289730564025
2016-12-27,57.9117518450712
2016-12-28,60.86396967511318
2016-12-29,62.56239970955726
2016-12-30,61.99578641965289
2016-12-31,61.65649497193657
2017-01-01,62.537436168144694
2017-01-02,63.912753876947015
2017-01-03,65.56474895885505
2017-01-04,69.47139886681391
2017-01-05,57.00821096373153
2017-01-06,40.52919428914969
2017-01-07,30.655265231493
2017-01-08,24.127690191695688
2017-01-09,19.0388264589195
2017-01-10,15.430277775333849
2017-01-11,6.865908118181908
2017-01-12,1.7172354624877766
2017-01-13,-1.3705913683020388
2017-01-14,-3.9050533748159206
2017-01-15,-5.750711366259211
2017-01-16,-6.843208901712056
2017-01-17,-4.770378811896066
2017-01-18,-3.884260683329925
2017-01-19,-2.723202707155087
2017-01-20,-1.9350426387268636
2017-01-21,-0.30126196365586827
2017-01-22,1.1361759989634563
2017-01-23,2.1818198674516758
2017-01-24,1.9208676483442477
2017-01-25,2.051123843367804
2017-01-26,2.8003576638846255
2017-01-27,3.514207780798168
2017-01-28,4.193798500134447
2017-01-29,4.673752873540602
2017-01-30,5.125586723074894
2017-01-31,7.797289841210051
2017-02-01,10.847222941448363
2017-02-02,14.36383042470842
2017-02-03,18.019461936604323
2017-02-04,21.5518361124079
2017-02-05,23.446839512019494
2017-02-06,25.440250357562405
2017-02-07,28.003751301864973
2017-02-08,30.17082735627282
2017-02-09,27.01530303247658
2017-02-10,24.148104846528756
2017-02-11,22.530513782170548
2017-02-12,20.877813518901014
2017-02-13,18.958898241641155
2017-02-14,18.0380639743907
2017-02-15,17.42259829726465
2017-02-16,17.891712863461997
2017-02-17,19.197524505762004
2017-02-18,20.666109907021575
2017-02-19,21.380519382633047
2017-02-20,23.5434369993916
2017-02-21,26.941636631636047
2017-02-22,29.729167673910947
2017-02-23,34.05034369583036
2017-02-24,37.68088558273298
2017-02-25,38.012178488630326
2017-02-26,39.063231849151705
2017-02-27,40.41721093526597
2017-02-28,41.48787056632081
2017-03-01,43.809980188224635
2017-03-02,46.54364624451001
2017-03-03,49.389567358503975
2017-03-04,49.89174512066932
2017-03-05,50.62419969318545
2017-03-06,51.36454580352924
2017-03-07,47.739908969126674
2017-03-08,39.143367779729395
2017-03-09,34.08777512008607
2017-03-10,25.726016397692074
2017-03-11,21.864659306766846
2017-03-12,20.698916517142113
2017-03-13,20.20925033031641
2017-03-14,20.110145544000687
2017-03-15,20.35033673023567
2017-03-16,17.531642248063175
2017-03-17,11.43761121916612
2017-03-18,1.9881509814646852
2017-03-19,-2.4861969138972757
2017-03-20,-5.095687380194165
2017-03-21,-4.804885147632754
2017-03-22,-6.641701448625027
2017-03-23,-8.289232764321518
2017-03-24,-12.137654427813136
2017-03-25,-13.90145101373727
2017-03-26,-15.383997406867191
2017-03-27,-14.088266359111431
2017-03-28,-13.046568517198459
2017-03-29,-12.388711684954739
2017-03-30,-12.179425729632218
2017-03-31,-10.627059185179323
2017-04-01,-9.104246712862963
2017-04-02,-7.196047458362857
2017-04-03,-4.370046590610849
2017-04-04,-2.3548818010209316
2017-04-05,-0.9371570585220544
2017-04-06,1.982910216017564
2017-04-07,4.188831957333248
2017-04-08,5.985905386098641
2017-04-09,7.85272506726616
2017-04-10,9.40032517516136
2017-04-11,11.273411257001566
2017-04-12,12.677718841605644
2017-04-13,12.565819790705596
2017-04-14,12.396037867058123
2017-04-15,12.425702914431131
2017-04-16,12.829590584441005
2017-04-17,13.586530901268118
2017-04-18,14.915079727650111
2017-04-19,15.97287681585104
2017-04-20,17.63118974974145
2017-04-21,18.62719168419737
2017-04-22,19.878916634727684
2017-04-23,19.37750821907776
2017-04-24,20.819058019646686
2017-04-25,22.641827852767307
2017-04-26,24.777151628499833
2017-04-27,27.99561976992531
