Date,RSI_14,TSI_13_25_13,STOCHd_14_3_3,Adj Close,Daily_Return,Positive_Return,Lagged_Pos_Ret
2017-12-30,56.45019562834128,29.970250538242713,12.017316135391086,717.257019,-0.04821569491756006,0.0,1.0
2017-12-31,60.211002409336864,28.58895532154169,-1.2796958257720898,756.732971,0.05503738681433523,1.0,0.0
2018-01-01,61.64830297995271,27.889736194335946,-9.270218302442128,772.640991,0.021021972888240814,1.0,1.0
2018-01-02,69.88256246568803,30.04822405606385,-2.54057808629956,884.4439699999999,0.14470236539650516,1.0,1.0
2018-01-03,74.07875792002694,33.42607504130902,13.764832923412119,962.7199710000001,0.08850306368191996,1.0,1.0
2018-01-04,74.9526839404562,36.3355489218247,36.55738619799721,980.921997,0.018906874842424815,1.0,1.0
2018-01-05,75.76474432745076,38.8976884639542,58.02075134679657,997.7199710000001,0.0171246786710606,1.0,1.0
2018-01-06,77.79377301296276,41.71001706210172,74.20058407782177,1041.680054,0.044060542314231954,1.0,1.0
2018-01-07,81.92656338979951,45.78678958904572,81.33170340142307,1153.170044,0.10702901488022554,1.0,1.0
2018-01-08,81.2488376955805,48.66392511485322,80.32472739545855,1148.530029,-0.00402370407048136,0.0,1.0
2018-01-09,85.46780477929404,52.99825449495111,75.10007802277464,1299.73999,0.131655208990622,1.0,0.0
2018-01-10,79.84814741583955,54.33436609724104,73.02312563897226,1255.819946,-0.03379140777225753,0.0,1.0
2018-01-11,68.67721250908558,51.24952734054406,73.5600352335378,1154.930054,-0.0803378639759239,0.0,0.0
2018-01-12,73.37897507272706,50.45777758466146,75.08499064793877,1273.199951,0.1024043807591486,1.0,0.0
2018-01-13,77.21620899358294,51.323785989522655,74.32207731512688,1396.420044,0.09677984428386144,1.0,1.0
2018-01-14,74.43583160507058,50.93698205963396,74.4482970384884,1366.77002,-0.021232883420284177,0.0,1.0
2018-01-15,67.79887386788299,48.203352946078,76.30641159816857,1291.920044,-0.05476413361773913,0.0,0.0
