Date,RSI_14,TSI_13_25_13,STOCHd_14_3_3,Adj Close,Daily_Return,Positive_Return,Lagged_Pos_Ret
2014-11-07,44.80384044552625,-21.62047028729786,11.591725701619765,342.415009,-0.01968278457114414,0.0,1.0
2014-11-08,46.4027882876747,-20.130553315609134,26.08189819988794,345.488007,0.008974483942670863,1.0,0.0
2014-11-09,54.596349133360384,-16.119253902817366,37.708563687781464,363.264008,0.051451861250859654,1.0,1.0
2014-11-10,56.08494223883977,-12.35619336750912,46.98446662764074,366.924011,0.010075325161308157,1.0,1.0
2014-11-11,56.40915928127703,-9.193733835491571,56.65754902962717,367.695007,0.0021012416110319787,1.0,1.0
2014-11-12,72.34269970636088,1.033824123279687,64.5876491474334,423.56100499999997,0.15193569925196182,1.0,1.0
2014-11-13,70.9302886085823,8.13812761504971,69.21198024144643,420.73498499999994,-0.006672049519761636,0.0,1.0
2014-11-14,60.598096809750004,10.41618991868442,65.54075962789743,397.817993,-0.054468947953068225,0.0,0.0
2014-11-15,52.76563418129694,9.343226182163802,62.585452805941,376.132996,-0.05450984465652364,0.0,0.0
2014-11-16,56.07806469543974,9.730311479534263,56.2329401412815,387.88198900000003,0.031236273139940263,1.0,0.0
2014-11-17,55.907722612520026,9.964166487919464,52.283087969510056,387.40799,-0.0012220185866893551,0.0,1.0
2014-11-18,51.56274444826715,8.718907304958996,46.889741859418976,375.197998,-0.031517140366671303,0.0,0.0
2014-11-19,53.278376940786856,8.271375196030437,43.50009921509355,380.554993,0.014277781407564971,1.0,0.0
2014-11-20,45.8607937177307,5.384477459557271,37.006911886848506,357.839996,-0.05968913144702859,0.0,1.0
2014-11-21,43.83762488807329,2.412760601876216,27.333205952514444,350.847992,-0.019539470372674672,0.0,0.0
2014-11-22,44.61734988938428,0.2924020579650133,13.859420816274636,352.920013,0.005905751343162846,1.0,0.0
2014-11-23,49.91320254570263,0.10925636884720501,2.2949501013796056,367.572998,0.0415192804608675,1.0,1.0
2014-11-24,52.99466291767189,0.9134603081151044,-3.08999067339945,376.90100099999995,0.0253772802973955,1.0,1.0
2014-11-25,52.416472232921315,1.3933371458292731,0.6537951019670848,375.347992,-0.004120469290024409,0.0,1.0
2014-11-26,49.7879900376416,1.0464167756144025,8.807562934997604,368.369995,-0.0185907401897063,0.0,0.0
2014-11-27,50.28814033527441,0.8998167461115391,16.457592218917004,369.670013,0.0035291093673359697,1.0,0.0
2014-11-28,52.920792385702285,1.5020737565355358,17.417126889026935,376.446991,0.018332506726749465,1.0,1.0
2014-11-29,52.498431631237146,1.8927455722508864,20.058014371204607,375.490997,-0.0025395182399001737,0.0,1.0
2014-11-30,53.565490662326816,2.5035760414957213,24.20355193744512,378.04699700000003,0.006807087308141391,1.0,0.0
2014-12-01,54.086091293171776,3.15475255014702,39.989210529005845,379.244995,0.0031689128851881687,1.0,1.0
2014-12-02,55.02439037718422,3.950646353833468,56.08606013055036,381.315002,0.00545823155820413,1.0,1.0
2014-12-03,51.567612604669726,3.801318523324957,71.27219671937924,375.01001,-0.016534864788771086,0.0,1.0
2014-12-04,48.74025534833351,2.9478698647357664,72.94179621135292,369.60400400000003,-0.014415631198751222,0.0,0.0
2014-12-05,52.50148507905349,3.169459407283508,61.56269889012367,376.85400400000003,0.01961558836359356,1.0,0.0
2014-12-06,51.343648369616076,3.0620798513544303,40.48153664619947,374.785004,-0.005490189776516274,0.0,1.0
2014-12-07,51.5161742657385,3.014089233566116,18.151155082467092,375.09500099999997,0.0008271328806954692,1.0,0.0
2014-12-08,44.31781545546402,1.00099543243146,-14.307340706363142,361.908997,-0.035153771617446816,0.0,1.0
2014-12-09,39.905029017189015,-2.0895431078266884,-50.20174050868829,352.218994,-0.02677469496565177,0.0,0.0
2014-12-10,37.47721370072782,-5.457973461512508,-81.54779842612525,346.36499,-0.016620352961430718,0.0,0.0
2014-12-11,40.246638424105114,-7.539753116384107,-80.77125977390283,350.506012,0.01195565983732938,1.0,0.0
2014-12-12,41.615930999725904,-8.908817946747634,-59.0150312033617,352.541992,0.005808687812179469,1.0,1.0
2014-12-13,39.163590723810344,-10.779306967670074,-35.94804733529041,347.37600699999996,-0.01465353097568034,0.0,1.0
2014-12-14,42.186212870859045,-11.560020682322405,-23.46086613755325,351.63198900000003,0.012251801835007292,1.0,0.0
2014-12-15,39.09605441244347,-13.112229678491335,-22.220347175756416,345.34500099999997,-0.017879454078906565,0.0,1.0
2014-12-16,31.800840120843144,-16.944100880526822,-25.580619461574248,327.06201200000004,-0.05294122963140835,0.0,0.0
2014-12-17,29.442999313164,-20.926121275869807,-33.69402291423126,319.77600099999995,-0.02227715458437307,0.0,0.0
2014-12-18,26.966492709785012,-25.107954878127757,-41.88397351960854,311.39599599999997,-0.026205859644858,0.0,0.0
2014-12-19,31.724445689160763,-27.08658079235849,-41.132732298288275,317.842987,0.02070351283514915,1.0,0.0
2014-12-20,39.676253620214254,-26.187025089570817,-33.80488946147846,329.955994,0.038110033870276894,1.0,1.0
2014-12-21,36.25516048354086,-26.545076121903787,-20.82979419293476,320.842987,-0.027618855743532844,0.0,1.0
2014-12-22,42.70249179154253,-24.669080662449822,-9.353064757812943,331.885986,0.034418701506478744,1.0,0.0
2014-12-23,44.18132417647312,-22.70466455279973,1.8481815502496255,334.571991,0.008093155822493925,1.0,1.0
2014-12-24,39.28728718383474,-22.58492383278631,9.710398384242287,322.533997,-0.035980280250058394,0.0,1.0
