Date,STOCHd_14_3_3
2015-09-16,-1.6648114950507782
2015-09-17,-6.938964203231933
2015-09-18,-6.886925562040517
2015-09-19,-2.8846164831700016
2015-09-20,2.601339548868374
2015-09-21,1.950804500618383
2015-09-22,-7.635330029129072
2015-09-23,-20.182577301881384
2015-09-24,-24.85515471131215
2015-09-25,-9.525684521342797
2015-09-26,14.922294709314036
2015-09-27,41.218487998583846
2015-09-28,49.1279137482364
2015-09-29,49.27727610403576
2015-09-30,46.121653261884624
2015-10-01,51.29784581037594
2015-10-02,56.89416768229546
2015-10-03,62.12200996866991
2015-10-04,67.17794989561126
2015-10-05,70.96955043608223
2015-10-06,71.888825635527
2015-10-07,67.88540213597658
2015-10-08,65.28537381390286
2015-10-09,65.06533644429607
2015-10-10,66.9806139200691
2015-10-11,68.56882111620604
2015-10-12,70.88796483854605
2015-10-13,70.18761725156033
2015-10-14,70.12783471107763
2015-10-15,69.13429150465332
2015-10-16,71.95907079857176
2015-10-17,73.48843432714973
2015-10-18,72.36690727487041
2015-10-19,70.05701150236702
2015-10-20,67.90155072514193
2015-10-21,68.5275933026158
2015-10-22,70.20666328653691
2015-10-23,74.16807814479473
2015-10-24,78.56681892357379
2015-10-25,84.08719727088548
2015-10-26,87.07601263052378
2015-10-27,88.06060439138572
2015-10-28,84.98207226690428
2015-10-29,81.1604303943178
2015-10-30,78.13907536957328
2015-10-31,76.11819048663743
2015-11-01,75.19553044861856
2015-11-02,72.08617572540851
2015-11-03,69.24863695950684
2015-11-04,66.80647096298955
2015-11-05,68.13154513550485
2015-11-06,68.90209081767058
2015-11-07,68.49583095441072
2015-11-08,65.83522273420685
2015-11-09,64.49918532662055
2015-11-10,58.79217135450235
2015-11-11,44.3824379255751
2015-11-12,21.44905474108113
2015-11-13,1.1888668611000928
2015-11-14,-7.315873497424213
2015-11-15,-8.148179491546616
2015-11-16,-8.391558812908084
2015-11-17,-11.617837192211246
2015-11-18,-11.946780274615563
2015-11-19,-9.376721888246365
2015-11-20,-8.556868737171326
2015-11-21,-11.239608932552175
2015-11-22,-14.611083502020213
2015-11-23,-16.246283303491012
2015-11-24,-18.87585430586247
2015-11-25,-25.26672769567018
2015-11-26,-25.8313159928786
2015-11-27,-12.66343696131135
2015-11-28,17.931645489987964
2015-11-29,48.89595706753454
2015-11-30,70.15339519780098
2015-12-01,75.14912172943683
2015-12-02,72.46898385902955
2015-12-03,65.32282206542541
2015-12-04,60.39777401011937
2015-12-05,58.94351905361942
2015-12-06,63.90826105841196
2015-12-07,71.90138434276211
2015-12-08,79.57211152768824
2015-12-09,81.63510637070449
2015-12-10,81.23519468088891
2015-12-11,78.67573120834413
2015-12-12,75.01666541739344
2015-12-13,68.92940418506439
2015-12-14,65.70443200725545
2015-12-15,68.21534552042563
2015-12-16,73.59028042670796
2015-12-17,78.08209238027314
2015-12-18,80.56650387433992
2015-12-19,83.10322777802794
2015-12-20,81.30503247854851
2015-12-21,71.762180218778
2015-12-22,55.55661718859898
2015-12-23,41.128380053681134
2015-12-24,31.693638953429414
2015-12-25,29.03633181712445
2015-12-26,7.0406776056543094
2015-12-27,-17.71203803393045
2015-12-28,-49.83981347864699
2015-12-29,-45.0016619440408
2015-12-30,-31.911382076139628
2015-12-31,-12.442062226433636
2016-01-01,-6.941272520391035
2016-01-02,-1.6683588725101695
2016-01-03,5.321604313639255
2016-01-04,11.111380882274661
2016-01-05,12.8306495363942
2016-01-06,13.399653333337321
2016-01-07,13.075682405858094
2016-01-08,19.342780972557012
2016-01-09,31.685105789731896
2016-01-10,46.658046327800065
2016-01-11,53.089274263494154
2016-01-12,47.02889594226051
2016-01-13,31.16310698438345
2016-01-14,11.226561652694812
2016-01-15,-30.849283710107063
2016-01-16,-68.34585040225475
2016-01-17,-99.07202317578513
2016-01-18,-77.27858196575981
2016-01-19,-48.27785081243616
2016-01-20,-19.291761715354685
2016-01-21,-9.876377561348805
2016-01-22,-5.839861345198245
2016-01-23,-1.0609246176595932
2016-01-24,-4.439674190395586
2016-01-25,-4.454053358836091
2016-01-26,-3.4143689049045975
2016-01-27,1.9134399445954247
2016-01-28,1.8474421461695727
2016-01-29,-6.553127890931812
2016-01-30,-18.359809930192302
2016-01-31,-27.994660891520784
2016-02-01,-27.855398979879848
2016-02-02,-24.899199729748336
2016-02-03,-19.877544151356762
2016-02-04,-17.355635855435004
2016-02-05,-10.387995690324564
2016-02-06,-3.577019268206779
2016-02-07,4.473163142814854
2016-02-08,2.4603561515612933
2016-02-09,-0.8312792909570326
2016-02-10,-5.404321653593795
2016-02-11,-2.8724608447364353
2016-02-12,4.448770764356571
2016-02-13,16.847573272207857
2016-02-14,32.34035693920541
2016-02-15,47.48567737379063
2016-02-16,59.57073142582229
2016-02-17,68.77503339145387
2016-02-18,75.26505372928877
2016-02-19,79.97346402526354
2016-02-20,82.29855946237645
2016-02-21,82.92195421070763
2016-02-22,82.76414936685842
2016-02-23,81.47928598094607
2016-02-24,77.07759154137325
2016-02-25,69.83144716222856
2016-02-26,64.00681370943072
2016-02-27,62.599306073271066
2016-02-28,62.14239682178123
2016-02-29,62.986835280600665
2016-03-01,62.30877291538959
2016-03-02,58.50215033784051
2016-03-03,42.192363953728425
2016-03-04,7.557170928323515
2016-03-05,-29.74279610322628
2016-03-06,-59.839272427783364
2016-03-07,-61.7548575727055
2016-03-08,-49.21633576468227
2016-03-09,-26.16105038265165
2016-03-10,-9.725223702887106
2016-03-11,2.3184798212611857
2016-03-12,7.087780603546375
2016-03-13,8.263609645549579
2016-03-14,5.903760882567444
2016-03-15,7.921430814460417
2016-03-16,15.411024442944148
2016-03-17,29.641354856869267
2016-03-18,31.423407707662175
2016-03-19,19.556102627874342
2016-03-20,-5.671795700864487
2016-03-21,-17.366579102882703
2016-03-22,-14.7061741761314
2016-03-23,2.848865428301329
2016-03-24,20.87510134640408
2016-03-25,37.06788064140059
2016-03-26,45.49461895897344
2016-03-27,48.68721162105447
2016-03-28,51.60453867175988
2016-03-29,50.17434975458807
2016-03-30,45.008370627651765
2016-03-31,30.79152312033287
2016-04-01,23.679588825537127
2016-04-02,23.34059384337623
2016-04-03,30.87820714293355
2016-04-04,35.88110039191876
2016-04-05,37.84629292419435
2016-04-06,38.961248938773274
2016-04-07,41.419032273018296
2016-04-08,42.71801877398468
2016-04-09,35.69623401470124
2016-04-10,27.166315642121237
2016-04-11,22.309377664422602
2016-04-12,32.751992272773286
2016-04-13,47.547497594898914
2016-04-14,61.71780523911872
2016-04-15,64.0042378628686
2016-04-16,64.19819702984358
2016-04-17,60.7302016855134
2016-04-18,63.4555733581029
2016-04-19,60.596746939465596
2016-04-20,60.81894113948465
2016-04-21,59.08607449935727
2016-04-22,64.7336051493652
2016-04-23,70.4203290330265
2016-04-24,75.71829022635437
2016-04-25,77.08167837209818
2016-04-26,78.18963077336049
2016-04-27,75.9802541873861
2016-04-28,67.66025401278618
2016-04-29,53.346296271231154
2016-04-30,42.47704314018392
2016-05-01,41.482050920916684
2016-05-02,42.399517359458606
2016-05-03,37.10577479229626
2016-05-04,20.144540698000707
2016-05-05,2.3250273386904445
2016-05-06,-10.42140745384897
2016-05-07,-6.6972212416845744
2016-05-08,7.193916511110374
2016-05-09,27.762900067112103
2016-05-10,34.968553410196044
2016-05-11,33.25440495516389
2016-05-12,21.179360482109136
2016-05-13,18.434747909030733
2016-05-14,21.865952964810067
2016-05-15,35.438278825574216
2016-05-16,44.36559695809348
2016-05-17,48.55884027994096
2016-05-18,44.988104505204
2016-05-19,7.93598147260937
2016-05-20,-37.25848064820553
2016-05-21,-86.27376346611798
2016-05-22,-74.36297000553695
2016-05-23,-52.32416543691449
2016-05-24,-22.687296455010507
2016-05-25,-15.092257290492356
2016-05-26,-1.2582733193999982
2016-05-27,14.141006729241786
2016-05-28,26.293418190579043
2016-05-29,36.62519941376317
2016-05-30,49.6561859061086
2016-05-31,66.73641205102035
2016-06-01,79.45851825455323
2016-06-02,86.906874519439
2016-06-03,87.39197080021614
2016-06-04,87.53837410257533
2016-06-05,87.0025346026033
2016-06-06,89.66964369920964
2016-06-07,90.97392929857949
2016-06-08,91.6443465344155
2016-06-09,89.70960160046631
2016-06-10,87.4006893734367
2016-06-11,81.9929037868705
2016-06-12,73.20976306013567
2016-06-13,65.45613932627613
2016-06-14,63.23327612285533
2016-06-15,68.37814668065162
2016-06-16,72.27561105179535
2016-06-17,74.15597810524395
2016-06-18,72.90862902065561
2016-06-19,75.82247158930092
2016-06-20,79.83339882569719
2016-06-21,77.98032169487153
2016-06-22,63.92184898526375
2016-06-23,38.53987391444933
2016-06-24,16.497752033389805
2016-06-25,4.744908769782309
2016-06-26,3.596261189474351
2016-06-27,2.7573344088829486
2016-06-28,0.3039877021783252
2016-06-29,-1.469319645000751
2016-06-30,0.05439496790414111
2016-07-01,4.933303206687275
2016-07-02,12.866139717229691
2016-07-03,20.908334691273055
2016-07-04,26.144684945459364
2016-07-05,28.85564567558241
2016-07-06,34.25343234620768
2016-07-07,30.466280350686976
2016-07-08,18.344230574765863
2016-07-09,-6.152597927776225
2016-07-10,-15.760674105576134
2016-07-11,-16.880378616392317
2016-07-12,-7.218308983149188
2016-07-13,-1.9833708124543303
2016-07-14,1.7287557050676732
2016-07-15,3.9852292107903
2016-07-16,7.152149449145654
2016-07-17,13.538835033527866
2016-07-18,24.08396598133471
2016-07-19,36.385207291381796
2016-07-20,46.47752744039217
2016-07-21,47.9900440214401
2016-07-22,37.169950547682724
2016-07-23,19.190896782205783
2016-07-24,-0.47087143337465776
2016-07-25,-10.73035219072757
2016-07-26,-18.327240280052276
2016-07-27,-22.883806772569955
2016-07-28,-27.689228363543986
2016-07-29,-24.829420039882535
2016-07-30,-17.213606307902875
2016-07-31,-28.647850331188735
2016-08-01,-48.463291408998124
2016-08-02,-87.21177711845155
2016-08-03,-92.08960908254319
2016-08-04,-88.99426848226311
2016-08-05,-53.00665942827677
2016-08-06,-29.075356630420767
2016-08-07,-6.2495897477601625
2016-08-08,2.2395839211980633
2016-08-09,9.374395844744585
2016-08-10,13.704093275544603
2016-08-11,15.798193937606035
2016-08-12,15.78421445246551
2016-08-13,16.616296120631123
2016-08-14,12.3157228806082
2016-08-15,0.8739261846813496
2016-08-16,-17.689386217576658
2016-08-17,-29.61641721807128
2016-08-18,-28.574953671648075
2016-08-19,-17.029862847021942
2016-08-20,-4.789550301215557
2016-08-21,5.789966970305997
2016-08-22,16.057784810349403
2016-08-23,27.72408417797004
2016-08-24,35.826094841643545
2016-08-25,37.12478452616578
2016-08-26,32.617269203111
2016-08-27,18.94314473420813
2016-08-28,3.714617087310426
2016-08-29,-12.713192691581058
2016-08-30,-16.237538824314438
2016-08-31,-12.368579618982288
2016-09-01,-6.676763617275815
2016-09-02,-8.112974025167231
2016-09-03,-12.087795477493065
2016-09-04,-5.350564981331897
2016-09-05,16.15127197709818
2016-09-06,46.769977342024504
2016-09-07,70.25029323286839
2016-09-08,81.25451071189497
2016-09-09,83.13268975968465
2016-09-10,83.70094692080505
2016-09-11,81.85849554208352
2016-09-12,76.37353585832386
2016-09-13,66.64905696850475
2016-09-14,61.66629176866889
2016-09-15,60.363296309477384
2016-09-16,58.61738632333109
2016-09-17,46.347312465768304
2016-09-18,25.578701131864836
2016-09-19,5.920590746016952
2016-09-20,-3.2933073792200163
2016-09-21,-6.951409230415152
2016-09-22,-9.115201612157968
2016-09-23,-14.178504004974547
2016-09-24,-9.673482263560977
2016-09-25,-1.7870337681599093
2016-09-26,10.241369798379212
2016-09-27,17.142931280297834
2016-09-28,26.77637363169181
2016-09-29,38.02487488939412
2016-09-30,47.78786187256066
2016-10-01,54.92675850809267
2016-10-02,59.375276109297765
2016-10-03,66.49160343458011
2016-10-04,71.05266824239459
2016-10-05,73.74683465212411
2016-10-06,73.31552262276152
2016-10-07,72.1504349157316
2016-10-08,72.91413357382034
2016-10-09,74.11164531978774
2016-10-10,78.0677422906172
2016-10-11,74.11665616715437
2016-10-12,70.35682499814942
2016-10-13,65.33599452916205
2016-10-14,72.05740652560131
2016-10-15,78.46278987684416
2016-10-16,85.5441356163804
2016-10-17,87.34941115164736
2016-10-18,88.06670281667131
2016-10-19,83.2519727747494
2016-10-20,72.84649600817208
2016-10-21,60.11569426694411
2016-10-22,50.11093761800893
2016-10-23,50.46774777373156
2016-10-24,57.35055245854528
2016-10-25,71.36789537127515
2016-10-26,76.28524451045405
2016-10-27,77.87634766395657
2016-10-28,74.64911336674488
2016-10-29,76.96309230004938
2016-10-30,78.84464145402238
2016-10-31,78.08725025904653
2016-11-01,75.73361790432001
2016-11-02,74.31661724053157
2016-11-03,71.45497377980027
2016-11-04,64.41944360908614
2016-11-05,53.00299371031098
2016-11-06,46.080568678555295
2016-11-07,44.67076928823951
2016-11-08,45.84275440746645
2016-11-09,44.61003456301719
2016-11-10,41.40153064478634
2016-11-11,37.78518603481002
2016-11-12,30.32919588993221
2016-11-13,13.26957569959584
2016-11-14,-6.274480374384553
2016-11-15,-19.662112929422126
2016-11-16,-16.182619480293493
2016-11-17,2.9264290461791767
2016-11-18,28.671428058512856
2016-11-19,56.05155136832044
2016-11-20,65.22287314648896
2016-11-21,65.2742019918732
2016-11-22,55.10396840604682
2016-11-23,56.69514012068519
2016-11-24,60.534743575347285
2016-11-25,65.81336422537505
2016-11-26,63.83484287931072
2016-11-27,60.4542042105756
2016-11-28,55.696328909643285
2016-11-29,45.03938661402512
2016-11-30,28.044152324454302
2016-12-01,12.636687753728964
2016-12-02,13.155382810738898
2016-12-03,29.165637230736746
2016-12-04,48.918824721372665
2016-12-05,59.27260252982367
2016-12-06,59.476463159116626
2016-12-07,53.88177393314783
2016-12-08,53.795547094708006
2016-12-09,58.39422103301664
2016-12-10,68.91481390574872
2016-12-11,75.38140593163838
2016-12-12,78.50535422436535
2016-12-13,78.51506054291326
2016-12-14,79.88917285402897
2016-12-15,81.64749996910062
2016-12-16,80.36600271963948
2016-12-17,77.45999043141512
2016-12-18,75.85409224610105
2016-12-19,79.23223814575118
2016-12-20,82.0937338879559
2016-12-21,78.36350962833049
2016-12-22,69.42083530376517
2016-12-23,60.628084979633655
2016-12-24,60.87906974964532
2016-12-25,62.942653130264226
2016-12-26,68.12261604581926
2016-12-27,70.08064854945401
2016-12-28,75.35674489003331
2016-12-29,79.02638831491338
2016-12-30,81.75380650659662
2016-12-31,82.71946124316948
2017-01-01,82.04455326144921
2017-01-02,82.96617453215283
2017-01-03,83.85758689209062
2017-01-04,83.40913867527406
2017-01-05,72.35474312786536
2017-01-06,50.115149021563134
2017-01-07,20.088345490159863
2017-01-08,-1.99098435636462
2017-01-09,-14.068982218482015
2017-01-10,-13.140809515889535
2017-01-11,-16.399871102960976
2017-01-12,-20.129413016061225
2017-01-13,-28.058490073756772
2017-01-14,-24.2523555168105
2017-01-15,-17.326440691895282
2017-01-16,-7.713616098987683
2017-01-17,-3.4992058318269703
2017-01-18,1.076419221353796
2017-01-19,12.006830007657156
2017-01-20,30.021583742888694
2017-01-21,51.74385143330225
2017-01-22,66.07311749420724
2017-01-23,74.78890142434476
2017-01-24,76.8134956500624
2017-01-25,77.76969902378956
2017-01-26,74.94658449922446
2017-01-27,75.29395136031086
2017-01-28,79.36829516842549
2017-01-29,86.81327675131321
2017-01-30,90.35779634265661
2017-01-31,83.6153087460815
2017-02-01,73.50777107946017
2017-02-02,64.17863540603828
2017-02-03,67.93814359104572
2017-02-04,73.34221347309519
2017-02-05,80.47744455653776
2017-02-06,82.40823783901419
2017-02-07,84.99632056475298
2017-02-08,86.0489972562711
2017-02-09,78.88744683902675
2017-02-10,63.26504771290436
2017-02-11,43.5964808383413
2017-02-12,34.92011873077023
2017-02-13,32.59802094343227
2017-02-14,29.52494811838623
2017-02-15,17.59511756787394
2017-02-16,8.08363471905641
2017-02-17,8.73974341770351
2017-02-18,22.65287157138025
2017-02-19,41.73875404356693
2017-02-20,57.03199109616886
2017-02-21,63.593885040057806
2017-02-22,65.76730761222461
2017-02-23,68.65964546481901
2017-02-24,73.38623454694725
2017-02-25,74.70452396878261
2017-02-26,74.54886701074547
2017-02-27,75.05662910879506
2017-02-28,79.80992953814295
2017-03-01,84.38489926041063
2017-03-02,86.42490241016988
2017-03-03,85.10778479031286
2017-03-04,83.73985371659369
2017-03-05,83.16024792344813
2017-03-06,83.79259886696082
2017-03-07,81.22717148040374
2017-03-08,67.77865009855186
2017-03-09,40.734617967228154
2017-03-10,1.4172606052213392
2017-03-11,-30.176979054582958
2017-03-12,-46.759530641098394
2017-03-13,-35.56500200382785
2017-03-14,-12.121212986817937
2017-03-15,16.479230847879748
2017-03-16,23.624950280834096
2017-03-17,8.459402594673156
2017-03-18,-31.017215097151382
2017-03-19,-61.03064215959453
2017-03-20,-69.60642447145973
2017-03-21,-50.4583731108411
2017-03-22,-29.67971269090521
2017-03-23,-17.111814636780263
2017-03-24,-20.21485519479504
2017-03-25,-25.528733392266137
2017-03-26,-29.91441025337278
2017-03-27,-23.635140120561925
2017-03-28,-12.308061745777367
2017-03-29,1.1855856945890821
2017-03-30,12.746452535281142
2017-03-31,21.071615609121036
2017-04-01,30.86562019328564
