time,asset,AdrActCnt,CapMVRVCur,CapMrktCurUSD,HashRate,NVTAdj,PriceUSD,SplyCur,TxCnt,TxTfrValAdjUSD,VelCur1yr,ETH_Trends,RSI_14,ROC_14,MFI_14,TSI_13_25_13,TSIs_13_25_13
2017-07-03,eth,159480.0,1.74024881,25704734817.078007,59.24807538828079,17.23705232,276.381727718293,93004465.34323001,302032.0,1491248871.31892,27.788480512701398,24.0,47.734299626463034,-22.72962548457904,26.32851352384944,2.449866895772881,18.408307585409588
2017-07-04,eth,151480.0,1.70159539,25063225090.077507,60.3721521103226,21.37516159,269.404834744594,93031831.12448001,281465.0,1172539678.1238885,27.989262578712896,27.0,46.35260418140042,-22.87048791661189,27.241946897652394,0.8300720526067645,15.897131080723472
2017-07-05,eth,142843.0,1.67840347,24777992873.891228,59.0176049316365,26.02946352,266.262281550555,93058591.43698001,271606.0,951920997.4205153,27.9496033396667,27.0,45.710795174552224,-16.865223731095757,28.7448645451691,-0.6636171776255437,13.531309900959325
2017-07-06,eth,133953.0,1.68062161,24821813103.87437,60.5727508362984,35.00091331,266.656013065459,93085517.99948001,258791.0,709176154.4461011,28.023826638179802,28.0,45.812031590424965,-16.70798831267961,33.17183215869993,-1.8492032149592317,11.334093741542391
2017-07-07,eth,154707.0,1.52443863,22362103874.624977,61.0832029214371,32.40593213,240.161421859147,93112805.96823001,295389.0,690062047.5318772,28.1026896702062,26.0,40.35825449317807,-26.328939517296142,29.0702793573465,-4.526490897491437,9.068295935966127
2017-07-08,eth,132014.0,1.54858633,22744389962.39315,62.2299024255069,36.95258395,244.196069263004,93139869.24948001,248142.0,615502017.1434715,28.1677653065962,25.0,41.500354447500655,-19.87501120381172,29.259208160222613,-6.408477002128456,6.857328373381188
2017-07-09,eth,120184.0,1.51441627,22170045178.35419,63.1778036707844,48.21173256,237.960754773232,93166813.15573001,225189.0,459847510.14170355,28.193103784264803,23.0,40.218561832849225,-13.857973265064494,30.836712377313226,-8.344554447628553,4.685630827522654
2017-07-10,eth,144224.0,1.32375822,18980038068.92282,63.75910065138601,18.98300473,203.667605391584,93191246.74948001,302633.0,999843719.9482387,28.3011595234651,37.0,33.99892730655313,-20.140815292117072,33.604122807710425,-12.055727851946651,2.294008159027039
2017-07-11,eth,147519.0,1.26821857,17980466684.443577,63.5199742700159,18.32670496,192.891972717709,93215214.87448001,291677.0,981107445.4030707,28.430419501545,42.0,32.30820882172531,-31.37517637928561,35.763691049406745,-15.66551900563956,-0.2716385787824751
2017-07-12,eth,143779.0,1.48464662,20547588188.201187,61.892810636958295,18.39140705,220.375114831385,93239149.09323001,283828.0,1117238509.141111,28.561786577139603,34.0,40.44301283509464,-30.650856064349213,28.83651916912007,-16.350894933635956,-2.568675200904401
