time,TSI_13_25_13,TSIs_13_25_13
2016-01-25,74.78916428603563,74.78916428603563
2016-01-26,71.5418624956674,74.32526403026874
2016-01-27,69.05786248888704,73.57277809578565
2016-01-28,67.64067418589566,72.72533468008709
2016-01-29,65.33094463860085,71.66899324558906
2016-01-30,62.54825482259216,70.36603061373236
2016-01-31,56.47102224669097,68.38102941844073
2016-02-01,50.31446000974648,65.80009093148442
2016-02-02,47.21450609149228,63.145007382914116
2016-02-03,45.375555982644684,60.606514325732775
2016-02-04,44.081745609263606,58.2458330805229
2016-02-05,43.152305083892045,56.089614795289926
2016-02-06,42.14675837062747,54.097778163195294
2016-02-07,43.65505553021676,52.60596064419836
2016-02-08,46.55272456181953,51.741212632429956
2016-02-09,52.378440795843275,51.83224522720329
2016-02-10,58.276021316564346,52.752784668540585
2016-02-11,66.50066454704425,54.716767508326825
2016-02-12,66.82169610047565,56.446043021490944
2016-02-13,64.53835848013911,57.60208808701212
2016-02-14,62.44603796193014,58.29408092628613
2016-02-15,60.93463812015642,58.67130338255331
2016-02-16,52.745097755121016,57.824702578634415
2016-02-17,43.804574438900445,55.821827130101
2016-02-18,38.90124654016481,53.40460133153869
2016-02-19,35.9634945729248,50.91301465173671
2016-02-20,32.499584418880346,48.28252461847151
2016-02-21,30.64737943109262,45.76321816313167
2016-02-22,31.843469929861204,43.77468270123589
2016-02-23,32.76629338631145,42.202055656246685
2016-02-24,34.96924453987557,41.16879692533653
2016-02-25,35.85401502262526,40.40954236780635
2016-02-26,35.598737464206785,39.72228452443498
2016-02-27,36.369490257986385,39.24331391494233
2016-02-28,37.3796300330663,38.97707336038861
2016-02-29,37.39306591728254,38.750786582802036
2016-03-01,39.89937998820836,38.91487135500294
2016-03-02,43.65158910142903,39.591545318778095
2016-03-03,47.68355500004456,40.74754670181616
2016-03-04,51.6555499470974,42.305832879713485
2016-03-05,55.569089364090296,44.20058380605303
2016-03-06,58.72151683727964,46.27500281051398
2016-03-07,54.867716238850974,47.50253330027641
2016-03-08,52.40644740915457,48.20309245868758
2016-03-09,52.90694852658805,48.87507189695908
2016-03-10,51.064125666292185,49.187793864006665
2016-03-11,49.58432673293576,49.24444141671082
2016-03-12,50.71075060162928,49.453914157413465
2016-03-13,52.50633082290414,49.88997368105499
2016-03-14,48.22286620832013,49.6518154706643
2016-03-15,45.85471952737109,49.109373193050985
2016-03-16,43.3198847859057,48.282303420601664
2016-03-17,37.72311260923012,46.77384759040573
2016-03-18,33.14458131280055,44.826809550747846
2016-03-19,28.958030754645,42.55984115130459
2016-03-20,25.189960556618665,40.07842963777803
2016-03-21,24.043448198505608,37.78771800359626
2016-03-22,22.1713004379759,35.556801208507636
2016-03-23,21.98171684936822,33.617503442916295
2016-03-24,19.67078672407259,31.62511534022434
2016-03-25,17.019906289825563,29.53865690445309
2016-03-26,15.352810752420076,27.512107454162663
2016-03-27,13.025394414030593,25.442577019858085
2016-03-28,12.753012349226566,23.629782066910728
2016-03-29,12.577397984154343,22.05087005508839
2016-03-30,12.658791794869748,20.70914458934287
2016-03-31,11.926273689665717,19.45444874653185
2016-04-01,11.659938500752567,18.340947282849097
2016-04-02,11.42346130649223,17.352735000512403
2016-04-03,11.197620057472225,16.47343286579238
2016-04-04,10.132045226160516,15.56752034584497
2016-04-05,7.978683946582985,14.483400860236117
2016-04-06,6.640052093148963,13.362922464937952
2016-04-07,4.354355429161321,12.075984316969862
2016-04-08,1.7641942811594042,10.602871454711227
2016-04-09,-1.4851378859055773,8.876012977480256
2016-04-10,-4.589401661315979,6.95238231479508
2016-04-11,-7.480157522408245,4.890590909480319
2016-04-12,-11.969737515092097,2.4819725631128318
2016-04-13,-14.387037009309845,0.07211405276673499
2016-04-14,-15.416535149219202,-2.1405501189455416
2016-04-15,-16.65760903458739,-4.214415678322949
2016-04-16,-16.819577489395922,-6.0151530799048025
2016-04-17,-15.152815231155156,-7.320533387226282
2016-04-18,-14.417659017014303,-8.334408477196
2016-04-19,-14.244625860092398,-9.1787252461812
2016-04-20,-14.539355791145487,-9.944529609747528
2016-04-21,-15.424960566209231,-10.727448317813485
2016-04-22,-16.603499042713917,-11.566884135656403
2016-04-23,-16.265790544647338,-12.238156479797967
2016-04-24,-16.750823264178496,-12.8828231632809
2016-04-25,-18.06848670614183,-13.623632240832462
2016-04-26,-19.30898566052,-14.43582558650211
2016-04-27,-19.31342571824902,-15.132625605323097
2016-04-28,-20.35466236084617,-15.878630856112109
2016-04-29,-20.630998589983356,-16.55754053237943
2016-04-30,-16.88615326158043,-16.604485207979575
2016-05-01,-14.015915936754071,-16.234689597804504
2016-05-02,-8.289427793468768,-15.099652197185113
2016-05-03,-5.433614867809719,-13.718789721560057
2016-05-04,-3.1915440733570053,-12.21489748610248
2016-05-05,-0.49893997482385466,-10.541189270205534
2016-05-06,0.7295450700894581,-8.931084364449106
2016-05-07,1.7442996044299417,-7.4060295117521
2016-05-08,2.834594292577234,-5.943083253990767
2016-05-09,3.364357688873367,-4.6134488335816055
2016-05-10,3.892896184382815,-3.398256688158117
2016-05-11,5.65413355159104,-2.1050580824796663
2016-05-12,7.490061219811574,-0.7343267535809179
2016-05-13,10.26585061884809,0.837127156766083
2016-05-14,11.431952044899614,2.3506735693565872
2016-05-15,11.618360345685392,3.6746288231178452
2016-05-16,14.484770830456887,5.218934824166279
2016-05-17,19.112123467827974,7.203676058975093
2016-05-18,24.990439469859048,9.744642260529945
2016-05-19,31.327025849958652,12.827839916162617
2016-05-20,33.33591961626808,15.757565587606255
2016-05-21,35.33977691216785,18.55502434825791
2016-05-22,37.16258709017537,21.213247597103262
2016-05-23,35.90812539834737,23.31251585442385
2016-05-24,33.26489788478063,24.73428471590339
2016-05-25,30.583225411063403,25.56984767235482
2016-05-26,28.477621349439918,25.985243911938404
2016-05-27,23.285570613522765,25.59957629787903
2016-05-28,20.34289926188757,24.848622435594535
2016-05-29,18.894699262876255,23.998061982349068
2016-05-30,18.256894247469514,23.17789516308056
2016-05-31,19.991189194269204,22.722651453250368
2016-06-01,21.011057586251855,22.478138043679152
2016-06-02,21.61059219712347,22.354202922742626
2016-06-03,22.192193377628456,22.33105870201203
2016-06-04,22.248990131046245,22.319334620445492
2016-06-05,22.636216430680435,22.36460345047906
2016-06-06,23.056090123102756,22.463387260853874
2016-06-07,24.32848575916519,22.729829903469778
2016-06-08,25.2936559392632,23.096090765725982
2016-06-09,26.033539327981465,23.515726274619624
2016-06-10,25.05056198877961,23.734988519499623
2016-06-11,24.749480205120086,23.87991590315969
2016-06-12,27.350482445422976,24.37571112348302
2016-06-13,32.55629770905829,25.544366349993773
2016-06-14,37.956953323219665,27.317593060454616
2016-06-15,40.936338269906564,29.263128090376323
2016-06-16,45.9002396850339,31.63985831818455
2016-06-17,35.32390466105591,32.16615065288046
2016-06-18,20.291950912079944,30.469836404194673
2016-06-19,12.30762436219006,27.875234683908303
2016-06-20,6.174952576946769,24.7751943829138
2016-06-21,3.48616947643759,21.733905110560055
2016-06-22,1.7603335441818548,18.8805377439346
2016-06-23,1.1117261438246313,16.342136086776033
2016-06-24,1.261204716113771,14.187717319538567
2016-06-25,1.3375844022878118,12.351984045645603
2016-06-26,0.8375403498356506,10.707063517672752
2016-06-27,0.6787800357309915,9.274451591681073
2016-06-28,-1.5762937384014553,7.724345115954998
2016-06-29,-2.766767421417249,6.225614753473249
2016-06-30,-4.008278953722445,4.763629938159579
2016-07-01,-5.222309903894675,3.3370671035804
2016-07-02,-6.411286883950577,1.9444451053616894
2016-07-03,-7.749207385452806,0.5596376066739044
2016-07-04,-9.321183202303867,-0.851908223180063
2016-07-05,-11.68082294683906,-2.398896040845634
2016-07-06,-13.588530613732665,-3.997415265543782
