time,ROC_14
2010-08-01,-28.821062441752094
2010-08-02,-25.742574257425744
2010-08-03,-19.700855612551013
2010-08-04,-28.003890331638516
2010-08-05,4.327432864035909
2010-08-06,1.779822212619528
2010-08-07,8.184717750949034
2010-08-08,20.497140687994104
2010-08-09,25.714285714285722
2010-08-10,18.281036909732908
2010-08-11,13.730691492564855
2010-08-12,0.14306151645207849
2010-08-13,-0.24340863200341456
2010-08-14,-0.8133226522096002
2010-08-15,6.57599378623534
2010-08-16,9.166666666666675
2010-08-17,16.643044916191197
2010-08-18,19.265227463763637
2010-08-19,9.344262295081961
2010-08-20,6.208210378316337
2010-08-21,12.534848188439035
2010-08-22,8.257781437410182
2010-08-23,-7.798295454545466
2010-08-24,-6.25729500352602
2010-08-25,-3.2835820895522496
2010-08-26,-8.464122902229295
2010-08-27,0.7751937984496131
2010-08-28,-3.576957060913918
2010-08-29,-1.7167808705872847
2010-08-30,-0.8091603053435156
2010-08-31,-14.285714285714297
2010-09-01,-8.787018255578095
2010-09-02,-4.947526236881556
2010-09-03,-7.099236641221376
2010-09-04,-6.358018280016571
2010-09-05,-6.490299589112112
2010-09-06,-5.099368356185478
2010-09-07,-5.785972215978161
2010-09-08,-5.864197530864194
2010-09-09,-4.619801679282736
2010-09-10,-6.136116531043387
2010-09-11,-1.51568886806006
2010-09-12,-3.9062500000000036
2010-09-13,-4.294289672156403
2010-09-14,3.316666666666676
2010-09-15,-2.6196406333392654
2010-09-16,-2.3659305993690873
2010-09-17,-1.39601313363632
2010-09-18,-1.894996034761057
2010-09-19,1.7031630170316339
2010-09-20,0.8145062126652541
2010-09-21,2.3038900380837526
2010-09-22,1.4456889365819727
2010-09-23,1.6993246911821345
2010-09-24,1.947952882170899
2010-09-25,-2.516257821162583
2010-09-26,0.8130081300813016
2010-09-27,0.032875276412372846
2010-09-28,-0.13889704689273025
2010-09-29,2.4999999999999956
2010-09-30,0.0
2010-10-01,3.2879509141261
2010-10-02,0.6557377049180402
2010-10-03,-2.607865234522495
2010-10-04,-1.2998975023263388
2010-10-05,-1.9952114924181872
2010-10-06,1.4998411407342358
2010-10-07,7.797608267307493
2010-10-08,35.77670116383295
2010-10-09,51.241534988713276
2010-10-10,56.68742105163936
2010-10-11,52.73203401653268
2010-10-12,53.302140082161465
2010-10-13,69.38392687637537
2010-10-14,64.78190630048465
2010-10-15,69.4277641042684
2010-10-16,64.49511400651465
2010-10-17,67.03548621154711
2010-10-18,67.06236051827497
2010-10-19,58.86790207833207
2010-10-20,57.618213660245175
2010-10-21,59.70149253731342
2010-10-22,21.369126935646555
2010-10-23,11.467403319047985
2010-10-24,18.388571817047712
2010-10-25,46.44058199267895
2010-10-26,59.11485774499473
2010-10-27,78.99103181388514
2010-10-28,69.70588235294119
2010-10-29,80.95238095238095
2010-10-30,95.65400350672172
2010-10-31,88.72549019607844
2010-11-01,89.96588024181742
2010-11-02,98.67775367076102
2010-11-03,95.05050505050502
2010-11-04,114.27585114460003
2010-11-05,152.79259882254053
2010-11-06,283.5080487694642
2010-11-07,195.62646726371622
2010-11-08,74.80388044214814
2010-11-09,43.88920154357685
2010-11-10,22.296074134988277
2010-11-11,28.88503755054881
2010-11-12,41.1578947368421
2010-11-13,39.668660919215554
2010-11-14,44.955844155844154
2010-11-15,38.010266609276755
2010-11-16,16.09907120743034
2010-11-17,25.292249468135164
2010-11-18,17.351478422329755
2010-11-19,7.401261068953987
2010-11-20,-29.419337712915198
2010-11-21,-18.602941176470594
2010-11-22,17.19490714604482
2010-11-23,30.22805321740256
2010-11-24,23.243767262309365
2010-11-25,25.50425818018827
2010-11-26,6.040268456375836
2010-11-27,2.536231884057973
2010-11-28,-2.752766938428546
2010-11-29,-14.11921929209061
2010-11-30,-7.466666666666671
2010-12-01,-5.9681629691113605
2010-12-02,-5.22482204497071
2010-12-03,-9.784726875972522
2010-12-04,-27.565737835013458
2010-12-05,-26.702794025797274
2010-12-06,-28.42105263157895
2010-12-07,-17.50472318807775
2010-12-08,-15.590258780510583
2010-12-09,-28.574394881856776
2010-12-10,-28.270042194092824
2010-12-11,-19.43462897526502
2010-12-12,-18.980438501667273
2010-12-13,-1.2813266477601377
2010-12-14,18.487031700288185
2010-12-15,5.4945054945054865
2010-12-16,-1.9764705882353006
2010-12-17,-3.3475127325846854
2010-12-18,17.560673961578573
2010-12-19,18.363312421317776
2010-12-20,30.882352941176485
2010-12-21,3.4339831001013104
2010-12-22,4.6901172529313175
2010-12-23,24.990254636202508
2010-12-24,21.5686274509804
2010-12-25,9.605263157894738
2010-12-26,20.51752304340029
2010-12-27,16.335367540916316
2010-12-28,13.908143824232857
2010-12-29,25.0
2010-12-30,20.019203072491603
2010-12-31,23.63190208873585
2011-01-01,24.481327800829874
2011-01-02,24.935443565181178
2011-01-03,10.486891385767779
2011-01-04,23.8216326915955
2011-01-05,19.566520864991222
2011-01-06,19.21424467389737
2011-01-07,29.032258064516135
2011-01-08,29.21168467386955
2011-01-09,21.9042144461389
2011-01-10,23.341397971693233
2011-01-11,16.224199288256216
2011-01-12,6.266540424703001
2011-01-13,5.866666666666668
2011-01-14,33.33000194817835
2011-01-15,28.66666666666667
2011-01-16,28.942894289428942
2011-01-17,18.47457627118644
2011-01-18,4.696437531359758
2011-01-19,4.708240311989434
2011-01-20,30.87248322147652
2011-01-21,31.221875000000033
2011-01-22,36.27610062881696
2011-01-23,36.965944272445846
2011-01-24,28.570991150984415
2011-01-25,25.539667472978344
2011-01-26,30.202516580717077
2011-01-27,32.619647355163735
