Date,S&P_Close,S&P_Daily_Ret,DJI_Close,DJI_Daily_Ret,NDX_Close,NDX_Daily_Ret,ETH_Close,ETH_Daily_Ret,BTC_Close,BTC_Daily_Ret
2018-02-28,2713.83,-0.01,25029.2,-0.01,6854.42,-0.01,855.2,-0.03,10397.9,-0.03
2018-03-01,2677.67,-0.01,24608.98,-0.02,6750.54,-0.02,872.2,0.02,10951.0,0.05
2018-03-02,2691.25,0.01,24538.06,-0.0,6811.04,0.01,856.85,-0.02,11086.4,0.01
2018-03-03,2691.25,0.0,24538.06,0.0,6811.04,0.0,857.22,0.0,11489.7,0.04
2018-03-04,2691.25,0.0,24538.06,0.0,6811.04,0.0,866.68,0.01,11512.6,0.0
2018-03-05,2720.94,0.01,24874.76,0.01,6881.28,0.01,853.68,-0.01,11573.3,0.01
2018-03-06,2728.12,0.0,24884.12,0.0,6913.02,0.0,816.95,-0.04,10779.9,-0.07
2018-03-07,2726.8,-0.0,24801.36,-0.0,6929.39,0.0,752.83,-0.08,9965.57,-0.08
2018-03-08,2738.97,0.0,24895.21,0.0,6966.43,0.01,704.6,-0.06,9395.01,-0.06
2018-03-09,2786.57,0.02,25335.74,0.02,7101.18,0.02,728.92,0.03,9337.55,-0.01
2018-03-10,2786.57,0.0,25335.74,0.0,7101.18,0.0,686.89,-0.06,8866.0,-0.05
2018-03-11,2786.57,0.0,25335.74,0.0,7101.18,0.0,723.34,0.05,9578.63,0.08
2018-03-12,2783.02,-0.0,25178.61,-0.01,7131.12,0.0,699.83,-0.03,9205.12,-0.04
2018-03-13,2765.31,-0.01,25007.03,-0.01,7046.51,-0.01,690.83,-0.01,9194.85,-0.0
2018-03-14,2749.48,-0.01,24758.12,-0.01,7040.98,-0.0,614.29,-0.11,8269.81,-0.1
2018-03-15,2747.33,-0.0,24873.66,0.0,7030.97,-0.0,611.3,-0.0,8300.86,0.0
2018-03-16,2752.01,0.0,24946.51,0.0,7019.95,-0.0,601.67,-0.02,8338.35,0.0
2018-03-17,2752.01,0.0,24946.51,0.0,7019.95,0.0,552.78,-0.08,7916.88,-0.05
2018-03-18,2752.01,0.0,24946.51,0.0,7019.95,0.0,538.64,-0.03,8223.68,0.04
2018-03-19,2712.92,-0.01,24610.91,-0.01,6864.88,-0.02,556.73,0.03,8630.65,0.05
2018-03-20,2716.94,0.0,24727.27,0.0,6885.92,0.0,557.17,0.0,8913.47,0.03
2018-03-21,2711.93,-0.0,24682.31,-0.0,6853.45,-0.0,561.73,0.01,8929.28,0.0
2018-03-22,2643.69,-0.03,23957.89,-0.03,6682.26,-0.02,539.7,-0.04,8728.47,-0.02
2018-03-23,2588.26,-0.02,23533.2,-0.02,6508.09,-0.03,539.62,-0.0,8879.62,0.02
2018-03-24,2588.26,0.0,23533.2,0.0,6508.09,0.0,526.44,-0.02,8668.12,-0.02
2018-03-25,2588.26,0.0,23533.2,0.0,6508.09,0.0,524.29,-0.0,8495.78,-0.02
2018-03-26,2658.55,0.03,24202.6,0.03,6753.83,0.04,489.95,-0.07,8209.4,-0.03
2018-03-27,2612.62,-0.02,23857.71,-0.01,6529.84,-0.03,450.12,-0.08,7833.04,-0.05
2018-03-28,2605.0,-0.0,23848.42,-0.0,6460.81,-0.01,446.28,-0.01,7954.48,0.02
2018-03-29,2640.87,0.01,24103.11,0.01,6581.13,0.02,385.97,-0.14,7165.7,-0.1
2018-03-30,2640.87,0.0,24103.11,0.0,6581.13,0.0,394.64,0.02,6890.52,-0.04
2018-03-31,2640.87,0.0,24103.11,0.0,6581.13,0.0,396.46,0.0,6973.53,0.01
2018-04-01,2640.87,0.0,24103.11,0.0,6581.13,0.0,379.61,-0.04,6844.23,-0.02
2018-04-02,2581.88,-0.02,23644.19,-0.02,6390.84,-0.03,386.42,0.02,7083.8,0.04
2018-04-03,2614.45,0.01,24033.36,0.02,6458.83,0.01,416.89,0.08,7456.11,0.05
2018-04-04,2644.69,0.01,24264.3,0.01,6560.06,0.02,380.54,-0.09,6853.84,-0.08
2018-04-05,2662.84,0.01,24505.22,0.01,6594.84,0.01,383.23,0.01,6811.47,-0.01
2018-04-06,2604.47,-0.02,23932.76,-0.02,6433.21,-0.02,370.29,-0.03,6636.32,-0.03
2018-04-07,2604.47,0.0,23932.76,0.0,6433.21,0.0,385.31,0.04,6911.09,0.04
2018-04-08,2604.47,0.0,23932.76,0.0,6433.21,0.0,400.51,0.04,7023.52,0.02
2018-04-09,2613.16,0.0,23979.1,0.0,6472.34,0.01,398.53,-0.0,6770.73,-0.04
2018-04-10,2656.87,0.02,24408.0,0.02,6615.87,0.02,414.24,0.04,6834.76,0.01
2018-04-11,2642.19,-0.01,24189.45,-0.01,6583.44,-0.0,430.54,0.04,6968.32,0.02
2018-04-12,2663.99,0.01,24483.05,0.01,6656.26,0.01,492.94,0.14,7889.25,0.13
2018-04-13,2656.3,-0.0,24360.14,-0.01,6628.34,-0.0,492.73,-0.0,7895.96,0.0
2018-04-14,2656.3,0.0,24360.14,0.0,6628.34,0.0,501.48,0.02,7986.24,0.01
2018-04-15,2656.3,0.0,24360.14,0.0,6628.34,0.0,531.7,0.06,8329.11,0.04
2018-04-16,2677.84,0.01,24573.04,0.01,6675.18,0.01,511.15,-0.04,8058.67,-0.03
2018-04-17,2706.39,0.01,24786.63,0.01,6816.37,0.02,502.89,-0.02,7902.09,-0.02
2018-04-18,2708.64,0.0,24748.07,-0.0,6833.21,0.0,524.79,0.04,8163.42,0.03
2018-04-19,2693.13,-0.01,24664.89,-0.0,6774.89,-0.01,567.89,0.08,8294.31,0.02
2018-04-20,2670.14,-0.01,24462.94,-0.01,6667.75,-0.02,615.72,0.08,8845.83,0.07
2018-04-21,2670.14,0.0,24462.94,0.0,6667.75,0.0,605.4,-0.02,8895.58,0.01
2018-04-22,2670.14,0.0,24462.94,0.0,6667.75,0.0,621.86,0.03,8802.46,-0.01
2018-04-23,2670.29,0.0,24448.69,-0.0,6648.8,-0.0,642.55,0.03,8930.88,0.01
2018-04-24,2634.56,-0.01,24024.13,-0.02,6509.05,-0.02,708.16,0.1,9697.5,0.09
2018-04-25,2639.4,0.0,24083.83,0.0,6513.94,0.0,615.42,-0.13,8845.74,-0.09
2018-04-26,2666.94,0.01,24322.34,0.01,6649.65,0.02,662.81,0.08,9281.51,0.05
2018-04-27,2669.91,0.0,24311.19,-0.0,6656.35,0.0,647.03,-0.02,8987.05,-0.03
2018-04-28,2669.91,0.0,24311.19,0.0,6656.35,0.0,683.68,0.06,9348.48,0.04
2018-04-29,2669.91,0.0,24311.19,0.0,6656.35,0.0,688.88,0.01,9419.08,0.01
2018-04-30,2648.05,-0.01,24163.15,-0.01,6605.57,-0.01,669.92,-0.03,9240.55,-0.02
2018-05-01,2654.8,0.0,24099.05,-0.0,6681.96,0.01,673.61,0.01,9119.01,-0.01
2018-05-02,2635.67,-0.01,23924.98,-0.01,6644.48,-0.01,687.15,0.02,9235.92,0.01
2018-05-03,2629.73,-0.0,23930.15,0.0,6643.48,-0.0,779.54,0.13,9743.86,0.05
2018-05-04,2663.42,0.01,24262.51,0.01,6769.12,0.02,785.62,0.01,9700.76,-0.0
2018-05-05,2663.42,0.0,24262.51,0.0,6769.12,0.0,816.12,0.04,9858.15,0.02
2018-05-06,2663.42,0.0,24262.51,0.0,6769.12,0.0,792.31,-0.03,9654.8,-0.02
2018-05-07,2672.63,0.0,24357.32,0.0,6821.87,0.01,753.72,-0.05,9373.01,-0.03
2018-05-08,2671.92,-0.0,24360.21,0.0,6815.48,-0.0,752.86,-0.0,9234.82,-0.01
2018-05-09,2697.79,0.01,24542.54,0.01,6893.21,0.01,752.28,-0.0,9325.18,0.01
2018-05-10,2723.07,0.01,24739.53,0.01,6963.55,0.01,727.28,-0.03,9043.94,-0.03
2018-05-11,2727.72,0.0,24831.17,0.0,6952.56,-0.0,679.59,-0.07,8441.49,-0.07
2018-05-12,2727.72,0.0,24831.17,0.0,6952.56,0.0,686.05,0.01,8504.89,0.01
2018-05-13,2727.72,0.0,24831.17,0.0,6952.56,0.0,733.5,0.07,8723.94,0.03
2018-05-14,2730.13,0.0,24899.41,0.0,6964.37,0.0,730.55,-0.0,8716.79,-0.0
2018-05-15,2711.45,-0.01,24706.41,-0.01,6888.54,-0.01,708.87,-0.03,8510.38,-0.02
2018-05-16,2722.46,0.0,24768.93,0.0,6929.97,0.01,707.05,-0.0,8368.83,-0.02
2018-05-17,2720.13,-0.0,24713.98,-0.0,6901.63,-0.0,672.66,-0.05,8094.32,-0.03
2018-05-18,2712.97,-0.0,24715.09,0.0,6866.25,-0.01,694.37,0.03,8250.97,0.02
2018-05-19,2712.97,0.0,24715.09,0.0,6866.25,0.0,696.53,0.0,8247.18,-0.0
2018-05-20,2712.97,0.0,24715.09,0.0,6866.25,0.0,715.37,0.03,8513.25,0.03
2018-05-21,2733.01,0.01,25013.29,0.01,6905.53,0.01,699.22,-0.02,8418.99,-0.01
2018-05-22,2724.44,-0.0,24834.41,-0.01,6893.62,-0.0,647.74,-0.07,8041.78,-0.04
2018-05-23,2733.29,0.0,24886.81,0.0,6953.63,0.01,583.59,-0.1,7557.82,-0.06
2018-05-24,2727.76,-0.0,24811.76,-0.0,6949.7,-0.0,601.76,0.03,7587.34,0.0
2018-05-25,2721.33,-0.0,24753.09,-0.0,6960.92,0.0,586.73,-0.02,7480.14,-0.01
2018-05-26,2721.33,0.0,24753.09,0.0,6960.92,0.0,587.28,0.0,7355.88,-0.02
2018-05-27,2721.33,0.0,24753.09,0.0,6960.92,0.0,572.67,-0.02,7368.22,0.0
2018-05-28,2721.33,0.0,24753.09,0.0,6960.92,0.0,516.04,-0.1,7135.99,-0.03
2018-05-29,2689.86,-0.01,24361.45,-0.02,6926.54,-0.0,565.39,0.1,7472.59,0.05
2018-05-30,2724.01,0.01,24667.78,0.01,6976.37,0.01,559.59,-0.01,7406.52,-0.01
2018-05-31,2705.27,-0.01,24415.84,-0.01,6967.73,-0.0,577.65,0.03,7494.17,0.01
2018-06-01,2734.62,0.01,24635.21,0.01,7083.93,0.02,580.04,0.0,7541.45,0.01
2018-06-02,2734.62,0.0,24635.21,0.0,7083.93,0.0,591.81,0.02,7643.45,0.01
2018-06-03,2734.62,0.0,24635.21,0.0,7083.93,0.0,618.33,0.04,7720.25,0.01
2018-06-04,2746.87,0.0,24813.69,0.01,7143.57,0.01,592.98,-0.04,7514.47,-0.03
2018-06-05,2748.8,0.0,24799.98,-0.0,7166.75,0.0,609.3,0.03,7633.76,0.02
2018-06-06,2772.35,0.01,25146.39,0.01,7210.08,0.01,607.12,-0.0,7653.98,0.0
2018-06-07,2770.37,-0.0,25241.41,0.0,7152.83,-0.01,605.19,-0.0,7678.24,0.0
2018-06-08,2779.03,0.0,25316.53,0.0,7152.62,-0.0,601.08,-0.01,7624.92,-0.01
2018-06-09,2779.03,0.0,25316.53,0.0,7152.62,0.0,597.56,-0.01,7531.98,-0.01
2018-06-10,2779.03,0.0,25316.53,0.0,7152.62,0.0,526.48,-0.12,6786.02,-0.1
2018-06-11,2782.0,0.0,25322.31,0.0,7168.48,0.0,533.28,0.01,6906.92,0.02
2018-06-12,2786.85,0.0,25320.73,-0.0,7209.18,0.01,496.84,-0.07,6582.36,-0.05
2018-06-13,2775.63,-0.0,25201.2,-0.0,7205.26,-0.0,477.49,-0.04,6349.9,-0.04
2018-06-14,2782.49,0.0,25175.31,-0.0,7279.59,0.01,519.74,0.09,6675.35,0.05
2018-06-15,2779.66,-0.0,25090.48,-0.0,7255.76,-0.0,491.0,-0.06,6456.58,-0.03
2018-06-16,2779.66,0.0,25090.48,0.0,7255.76,0.0,499.64,0.02,6550.16,0.01
2018-06-17,2779.66,0.0,25090.48,0.0,7255.76,0.0,500.45,0.0,6499.27,-0.01
2018-06-18,2773.75,-0.0,24987.47,-0.0,7251.41,-0.0,518.89,0.04,6734.82,0.04
2018-06-19,2762.59,-0.0,24700.21,-0.01,7228.04,-0.0,537.96,0.04,6769.94,0.01
2018-06-20,2767.32,0.0,24657.8,-0.0,7280.7,0.01,536.27,-0.0,6776.55,0.0
2018-06-21,2749.76,-0.01,24461.7,-0.01,7217.49,-0.01,527.37,-0.02,6729.74,-0.01
2018-06-22,2754.88,0.0,24580.89,0.0,7197.51,-0.0,465.82,-0.12,6083.69,-0.1
2018-06-23,2754.88,0.0,24580.89,0.0,7197.51,0.0,474.52,0.02,6162.48,0.01
2018-06-24,2754.88,0.0,24580.89,0.0,7197.51,0.0,457.67,-0.04,6173.23,0.0
2018-06-25,2717.07,-0.01,24252.8,-0.01,7038.17,-0.02,460.31,0.01,6249.18,0.01
2018-06-26,2723.06,0.0,24283.11,0.0,7068.2,0.0,432.77,-0.06,6093.67,-0.02
2018-06-27,2699.63,-0.01,24117.59,-0.01,6969.67,-0.01,442.36,0.02,6157.13,0.01
2018-06-28,2716.31,0.01,24216.05,0.0,7031.6,0.01,422.36,-0.05,5903.44,-0.04
2018-06-29,2718.37,0.0,24271.41,0.0,7040.8,0.0,436.01,0.03,6218.3,0.05
2018-06-30,2718.37,0.0,24271.41,0.0,7040.8,0.0,455.18,0.04,6404.0,0.03
2018-07-01,2718.37,0.0,24271.41,0.0,7040.8,0.0,453.92,-0.0,6385.82,-0.0
2018-07-02,2726.71,0.0,24307.18,0.0,7097.82,0.01,475.35,0.05,6614.18,0.04
2018-07-03,2713.22,-0.0,24174.82,-0.01,7014.55,-0.01,464.2,-0.02,6529.59,-0.01
2018-07-04,2713.22,0.0,24174.82,0.0,7014.55,0.0,467.32,0.01,6597.55,0.01
2018-07-05,2736.61,0.01,24356.74,0.01,7101.05,0.01,474.41,0.02,6639.14,0.01
2018-07-06,2759.82,0.01,24456.48,0.0,7207.33,0.01,474.01,-0.0,6673.5,0.01
2018-07-07,2759.82,0.0,24456.48,0.0,7207.33,0.0,491.66,0.04,6856.93,0.03
2018-07-08,2759.82,0.0,24456.48,0.0,7207.33,0.0,489.12,-0.01,6773.88,-0.01
2018-07-09,2784.17,0.01,24776.59,0.01,7276.0,0.01,476.68,-0.03,6741.75,-0.0
2018-07-10,2793.84,0.0,24919.66,0.01,7282.6,0.0,434.42,-0.09,6329.95,-0.06
2018-07-11,2774.02,-0.01,24700.45,-0.01,7243.98,-0.01,446.52,0.03,6394.71,0.01
2018-07-12,2798.29,0.01,24924.89,0.01,7366.25,0.02,430.07,-0.04,6228.81,-0.03
2018-07-13,2801.31,0.0,25019.41,0.0,7375.82,0.0,434.03,0.01,6238.05,0.0
2018-07-14,2801.31,0.0,25019.41,0.0,7375.82,0.0,436.09,0.0,6276.12,0.01
2018-07-15,2801.31,0.0,25019.41,0.0,7375.82,0.0,449.85,0.03,6359.64,0.01
2018-07-16,2798.43,-0.0,25064.36,0.0,7357.9,-0.0,480.66,0.07,6741.75,0.06
2018-07-17,2809.55,0.0,25119.89,0.0,7403.89,0.01,501.0,0.04,7321.04,0.09
2018-07-18,2815.62,0.0,25199.29,0.0,7390.13,-0.0,480.51,-0.04,7370.78,0.01
