Date,S&P_Close,S&P_Daily_Ret,DJI_Close,DJI_Daily_Ret,NDX_Close,NDX_Daily_Ret,ETH_Close,ETH_Daily_Ret,BTC_Close,BTC_Daily_Ret
2017-12-12,2664.11,0.0,24504.8,0.0,6383.65,-0.0,651.43,0.26,17415.4,0.03
2017-12-13,2662.85,-0.0,24585.43,0.0,6394.67,0.0,702.77,0.08,16408.2,-0.06
2017-12-14,2652.01,-0.0,24508.66,-0.0,6389.91,-0.0,695.82,-0.01,16564.0,0.01
2017-12-15,2675.81,0.01,24651.74,0.01,6466.32,0.01,684.45,-0.02,17706.9,0.07
2017-12-16,2675.81,0.0,24651.74,0.0,6466.32,0.0,696.21,0.02,19497.4,0.1
2017-12-17,2675.81,0.0,24651.74,0.0,6466.32,0.0,719.97,0.03,19140.8,-0.02
2017-12-18,2690.16,0.01,24792.2,0.01,6513.27,0.01,794.65,0.1,19114.2,-0.0
2017-12-19,2681.47,-0.0,24754.75,-0.0,6480.67,-0.01,826.82,0.04,17776.7,-0.07
2017-12-20,2679.25,-0.0,24726.65,-0.0,6472.48,-0.0,819.09,-0.01,16624.6,-0.06
2017-12-21,2684.57,0.0,24782.29,0.0,6472.69,0.0,821.06,0.0,15802.9,-0.05
2017-12-22,2683.34,-0.0,24754.06,-0.0,6465.17,-0.0,674.86,-0.18,13831.8,-0.12
2017-12-23,2683.34,0.0,24754.06,0.0,6465.17,0.0,719.39,0.07,14699.2,0.06
2017-12-24,2683.34,0.0,24754.06,0.0,6465.17,0.0,694.15,-0.04,13925.8,-0.05
2017-12-25,2683.34,0.0,24754.06,0.0,6465.17,0.0,765.83,0.1,14026.6,0.01
2017-12-26,2680.5,-0.0,24746.21,-0.0,6433.16,-0.0,773.84,0.01,16099.8,0.15
2017-12-27,2682.62,0.0,24774.3,0.0,6435.15,0.0,762.84,-0.01,15838.5,-0.02
2017-12-28,2687.54,0.0,24837.51,0.0,6441.42,0.0,737.02,-0.03,14606.5,-0.08
2017-12-29,2673.61,-0.01,24719.22,-0.0,6396.42,-0.01,753.59,0.02,14656.2,0.0
2017-12-30,2673.61,0.0,24719.22,0.0,6396.42,0.0,717.26,-0.05,12952.2,-0.12
2017-12-31,2673.61,0.0,24719.22,0.0,6396.42,0.0,756.73,0.06,14156.4,0.09
2018-01-01,2673.61,0.0,24719.22,0.0,6396.42,0.0,772.64,0.02,13657.2,-0.04
2018-01-02,2695.81,0.01,24824.01,0.0,6511.34,0.02,884.44,0.14,14982.1,0.1
2018-01-03,2713.06,0.01,24922.68,0.0,6575.8,0.01,962.72,0.09,15201.0,0.01
2018-01-04,2723.99,0.0,25075.13,0.01,6584.58,0.0,980.92,0.02,15599.2,0.03
2018-01-05,2743.15,0.01,25295.87,0.01,6653.29,0.01,997.72,0.02,17429.5,0.12
2018-01-06,2743.15,0.0,25295.87,0.0,6653.29,0.0,1041.68,0.04,17527.0,0.01
2018-01-07,2743.15,0.0,25295.87,0.0,6653.29,0.0,1153.17,0.11,16477.6,-0.06
2018-01-08,2747.71,0.0,25283.0,-0.0,6676.63,0.0,1148.53,-0.0,15170.1,-0.08
2018-01-09,2751.29,0.0,25385.8,0.0,6677.94,0.0,1299.74,0.13,14595.4,-0.04
2018-01-10,2748.23,-0.0,25369.13,-0.0,6662.66,-0.0,1255.82,-0.03,14973.3,0.03
2018-01-11,2767.56,0.01,25574.73,0.01,6708.49,0.01,1154.93,-0.08,13405.8,-0.1
2018-01-12,2786.24,0.01,25803.19,0.01,6758.54,0.01,1273.2,0.1,13980.6,0.04
2018-01-13,2786.24,0.0,25803.19,0.0,6758.54,0.0,1396.42,0.1,14360.2,0.03
2018-01-14,2786.24,0.0,25803.19,0.0,6758.54,0.0,1366.77,-0.02,13772.0,-0.04
2018-01-15,2786.24,0.0,25803.19,0.0,6758.54,0.0,1291.92,-0.05,13819.8,0.0
2018-01-16,2776.42,-0.0,25792.86,-0.0,6737.14,-0.0,1053.69,-0.18,11490.5,-0.17
2018-01-17,2802.56,0.01,26115.65,0.01,6810.28,0.01,1014.25,-0.04,11188.6,-0.03
2018-01-18,2798.03,-0.0,26017.81,-0.0,6811.38,0.0,1036.28,0.02,11474.9,0.03
2018-01-19,2810.3,0.0,26071.72,0.0,6834.33,0.0,1039.1,0.0,11607.4,0.01
2018-01-20,2810.3,0.0,26071.72,0.0,6834.33,0.0,1155.15,0.11,12899.2,0.11
2018-01-21,2810.3,0.0,26071.72,0.0,6834.33,0.0,1049.58,-0.09,11600.1,-0.1
2018-01-22,2832.97,0.01,26214.6,0.01,6906.28,0.01,1003.26,-0.04,10931.4,-0.06
2018-01-23,2839.13,0.0,26210.81,-0.0,6963.46,0.01,986.23,-0.02,10868.4,-0.01
2018-01-24,2837.54,-0.0,26252.12,0.0,6919.35,-0.01,1058.78,0.07,11359.4,0.05
2018-01-25,2839.25,0.0,26392.79,0.01,6916.3,-0.0,1056.03,-0.0,11259.4,-0.01
2018-01-26,2872.87,0.01,26616.71,0.01,7022.97,0.02,1055.17,-0.0,11171.4,-0.01
2018-01-27,2872.87,0.0,26616.71,0.0,7022.97,0.0,1107.07,0.05,11440.7,0.02
2018-01-28,2872.87,0.0,26616.71,0.0,7022.97,0.0,1246.01,0.13,11786.3,0.03
2018-01-29,2853.53,-0.01,26439.48,-0.01,6988.32,-0.0,1182.36,-0.05,11296.4,-0.04
2018-01-30,2822.43,-0.01,26076.89,-0.01,6930.73,-0.01,1071.13,-0.09,10106.3,-0.11
2018-01-31,2823.81,0.0,26149.39,0.0,6949.99,0.0,1118.31,0.04,10221.1,0.01
2018-02-01,2821.98,-0.0,26186.71,0.0,6901.5,-0.01,1036.79,-0.07,9170.54,-0.1
2018-02-02,2762.13,-0.02,25520.96,-0.03,6760.29,-0.02,915.78,-0.12,8830.75,-0.04
2018-02-03,2762.13,0.0,25520.96,0.0,6760.29,0.0,964.02,0.05,9174.91,0.04
2018-02-04,2762.13,0.0,25520.96,0.0,6760.29,0.0,834.68,-0.13,8277.01,-0.1
2018-02-05,2648.94,-0.04,24345.75,-0.05,6495.92,-0.04,697.95,-0.16,6955.27,-0.16
2018-02-06,2695.14,0.02,24912.77,0.02,6665.98,0.03,793.12,0.14,7754.0,0.11
2018-02-07,2681.66,-0.01,24893.35,-0.0,6582.02,-0.01,757.07,-0.05,7621.3,-0.02
2018-02-08,2581.0,-0.04,23860.46,-0.04,6306.1,-0.04,817.81,0.08,8265.59,0.08
2018-02-09,2619.55,0.01,24190.9,0.01,6412.68,0.02,883.86,0.08,8736.98,0.06
2018-02-10,2619.55,0.0,24190.9,0.0,6412.68,0.0,860.41,-0.03,8621.9,-0.01
2018-02-11,2619.55,0.0,24190.9,0.0,6412.68,0.0,814.66,-0.05,8129.97,-0.06
2018-02-12,2656.0,0.01,24601.27,0.02,6523.85,0.02,868.71,0.07,8926.57,0.1
2018-02-13,2662.94,0.0,24640.45,0.0,6553.86,0.0,845.26,-0.03,8598.31,-0.04
2018-02-14,2698.63,0.01,24893.49,0.01,6675.03,0.02,923.56,0.09,9494.63,0.1
2018-02-15,2731.2,0.01,25200.37,0.01,6794.92,0.02,936.98,0.01,10166.4,0.07
2018-02-16,2732.22,0.0,25219.38,0.0,6770.66,-0.0,944.21,0.01,10233.9,0.01
2018-02-17,2732.22,0.0,25219.38,0.0,6770.66,0.0,974.11,0.03,11112.7,0.09
2018-02-18,2732.22,0.0,25219.38,0.0,6770.66,0.0,923.92,-0.05,10551.8,-0.05
2018-02-19,2732.22,0.0,25219.38,0.0,6770.66,0.0,943.86,0.02,11225.3,0.06
2018-02-20,2716.26,-0.01,24964.75,-0.01,6779.69,0.0,895.37,-0.05,11403.7,0.02
2018-02-21,2701.33,-0.01,24797.78,-0.01,6759.26,-0.0,849.97,-0.05,10690.4,-0.06
2018-02-22,2703.96,0.0,24962.48,0.01,6761.85,0.0,812.84,-0.04,10005.0,-0.06
2018-02-23,2747.3,0.02,25309.99,0.01,6896.6,0.02,864.19,0.06,10301.1,0.03
2018-02-24,2747.3,0.0,25309.99,0.0,6896.6,0.0,840.52,-0.03,9813.07,-0.05
2018-02-25,2747.3,0.0,25309.99,0.0,6896.6,0.0,844.81,0.01,9664.73,-0.02
2018-02-26,2779.6,0.01,25709.27,0.02,6989.1,0.01,869.32,0.03,10366.7,0.07
2018-02-27,2744.28,-0.01,25410.03,-0.01,6900.35,-0.01,878.27,0.01,10725.6,0.03
