Date,MFI_14
2016-03-13,73.5288592991599
2016-03-14,64.2554699473758
2016-03-15,59.235461794883356
2016-03-16,59.7564220217917
2016-03-17,52.548194357942194
2016-03-18,45.2349199730192
2016-03-19,42.02046249345244
2016-03-20,43.90286063405951
2016-03-21,49.869790027455515
2016-03-22,54.09878105919329
2016-03-23,53.46606123008757
2016-03-24,47.92722412133637
2016-03-25,48.64959331648089
2016-03-26,43.196198179141184
2016-03-27,33.38667784149308
2016-03-28,44.25928902238871
2016-03-29,51.52759553621091
2016-03-30,50.41820213584083
2016-03-31,54.885220263712185
2016-04-01,67.06487322599686
2016-04-02,61.35340878242431
2016-04-03,66.43226594214947
2016-04-04,59.10554282114246
2016-04-05,50.09103446721981
2016-04-06,49.014461211577846
2016-04-07,52.55251891299555
2016-04-08,52.658568662706784
2016-04-09,47.01388075782829
2016-04-10,43.452186820881444
2016-04-11,34.72596553487746
2016-04-12,26.23347639657039
2016-04-13,26.860015098580227
2016-04-14,32.5655964576955
2016-04-15,27.122786163691202
2016-04-16,31.07818490427958
2016-04-17,35.73306595819153
2016-04-18,34.5492723262449
2016-04-19,36.05647001472786
2016-04-20,29.001837532024453
2016-04-21,29.356359810289213
2016-04-22,29.877719441440753
2016-04-23,35.70362280570147
2016-04-24,40.77197852647755
2016-04-25,40.563430453441306
2016-04-26,41.628620406568544
2016-04-27,38.340274532364624
2016-04-28,32.5241313956918
2016-04-29,36.9539025046861
2016-04-30,44.28785427488094
2016-05-01,41.9328080090165
2016-05-02,56.82692975296596
2016-05-03,54.4580345646918
2016-05-04,53.59573856625358
2016-05-05,59.77477642171056
2016-05-06,57.33051182358885
2016-05-07,52.741043143892085
2016-05-08,51.59977368024121
2016-05-09,57.04777881335128
2016-05-10,58.06732051886535
2016-05-11,58.09718631631296
2016-05-12,64.13059539354883
2016-05-13,67.5228207318713
2016-05-14,58.86106751816486
2016-05-15,54.462223942452084
2016-05-16,52.928067580515325
2016-05-17,64.40915417956208
2016-05-18,76.46964711691172
2016-05-19,79.89750795403042
2016-05-20,71.06100724429534
2016-05-21,67.55412805515506
2016-05-22,71.15139011167454
2016-05-23,65.92165589112918
2016-05-24,60.641697915585226
2016-05-25,56.03994162928688
2016-05-26,56.15121489214662
2016-05-27,47.75843828876916
2016-05-28,53.595162355824144
2016-05-29,56.76456826644334
2016-05-30,55.91227798293333
2016-05-31,56.800229338245856
2016-06-01,52.88076781282488
2016-06-02,44.943926902203884
2016-06-03,48.39594455686574
2016-06-04,53.88359322010318
2016-06-05,52.94886150853239
2016-06-06,57.83290318524259
2016-06-07,67.58800543826565
2016-06-08,74.63679095169874
2016-06-09,70.99653737750684
2016-06-10,80.37956135539105
2016-06-11,73.14782885351211
2016-06-12,74.87777224465363
2016-06-13,77.71510499094278
2016-06-14,80.62282106553562
2016-06-15,73.27908219652376
2016-06-16,79.09553504170917
2016-06-17,50.43118834210099
2016-06-18,40.92187768965208
2016-06-19,36.786493208138985
2016-06-20,33.846263517814776
2016-06-21,37.1004855807997
2016-06-22,42.5919959027351
2016-06-23,41.637494636913125
2016-06-24,44.18239488943297
2016-06-25,45.6637244852767
2016-06-26,42.50186683657311
2016-06-27,39.01343790840235
2016-06-28,31.091900135185007
2016-06-29,31.143192983866612
2016-06-30,27.660289081235728
2016-07-01,38.356065807013586
2016-07-02,47.23206884035552
2016-07-03,52.95160260291291
2016-07-04,58.12949990829415
2016-07-05,45.11060671778149
2016-07-06,28.323059408247836
2016-07-07,30.35279790217159
2016-07-08,25.11721634535417
2016-07-09,24.449198200376955
2016-07-10,25.590856830633076
2016-07-11,25.710014890812555
2016-07-12,29.8380884047489
2016-07-13,33.11223605261487
2016-07-14,34.96264145240287
2016-07-15,45.81237427324848
2016-07-16,45.57111368806326
2016-07-17,44.266211916288974
2016-07-18,43.80178384990121
2016-07-19,57.94511824693711
2016-07-20,65.56092588733196
2016-07-21,72.09498858867246
2016-07-22,77.84717858789467
2016-07-23,79.28023548730857
2016-07-24,64.74178484894706
2016-07-25,69.44105111994145
2016-07-26,58.36567648057299
2016-07-27,63.12239051483949
2016-07-28,63.362922681968456
2016-07-29,60.174724817615875
2016-07-30,60.24720242620719
2016-07-31,59.40595177003421
2016-08-01,58.665223630394195
2016-08-02,51.28358434966419
2016-08-03,49.97028651404252
2016-08-04,50.642712974765125
2016-08-05,44.48969926053235
2016-08-06,39.45942436233629
2016-08-07,48.15132282191371
2016-08-08,45.11405795134113
2016-08-09,61.12120321209665
2016-08-10,57.63593175639632
2016-08-11,51.79898325345146
2016-08-12,52.01040680665246
2016-08-13,52.32726683441388
2016-08-14,54.97286550532308
2016-08-15,57.61704066126598
2016-08-16,71.45102813632907
2016-08-17,63.290417290091646
2016-08-18,54.87062070205809
2016-08-19,50.06314889036351
2016-08-20,56.12256822991397
2016-08-21,53.25713481797637
2016-08-22,51.007813401953136
2016-08-23,34.951227039776164
2016-08-24,19.940304963931546
2016-08-25,30.14320556772641
2016-08-26,39.065905090170965
2016-08-27,36.29108730764506
2016-08-28,37.60281137184838
2016-08-29,37.420759763466485
2016-08-30,44.580943580016026
2016-08-31,54.4869757796133
2016-09-01,67.20598744125742
2016-09-02,72.58251751230033
2016-09-03,63.38023291003157
2016-09-04,58.72665028906492
2016-09-05,58.546144066349605
2016-09-06,58.46609783573402
2016-09-07,54.466346505791876
2016-09-08,47.148970456880754
2016-09-09,47.29595064805272
2016-09-10,55.65389845653185
2016-09-11,54.01734373808854
2016-09-12,59.759672889222735
2016-09-13,61.24736447574109
2016-09-14,55.364304716864055
2016-09-15,48.63188727850238
2016-09-16,52.27785149289894
2016-09-17,61.49549552512481
2016-09-18,53.83232837739558
2016-09-19,56.88768642239119
2016-09-20,68.25084906877501
2016-09-21,58.99015024984325
2016-09-22,53.85729996238929
2016-09-23,54.742032642794115
2016-09-24,50.7222685991318
2016-09-25,53.95865902423673
2016-09-26,50.56304011265465
2016-09-27,49.60674993719333
2016-09-28,53.39880004847468
2016-09-29,50.31049315631441
2016-09-30,47.62946289568022
2016-10-01,44.12306170807404
2016-10-02,50.7900277553746
2016-10-03,49.04378256723299
2016-10-04,34.16014440344225
2016-10-05,39.71322365767488
2016-10-06,45.39612205823331
2016-10-07,37.069440397457676
2016-10-08,36.666041856980705
2016-10-09,31.466768346206447
2016-10-10,30.73569461925058
2016-10-11,33.003590188722974
2016-10-12,32.09578803433442
2016-10-13,38.29793122343611
2016-10-14,37.2125655462578
2016-10-15,37.80919425635088
2016-10-16,37.363182838208544
2016-10-17,36.013302104447234
2016-10-18,48.145379222347714
2016-10-19,48.17538830733911
2016-10-20,49.96020260212677
2016-10-21,56.15925345070991
2016-10-22,58.19301780748726
2016-10-23,58.936005819331285
2016-10-24,61.516517886902
2016-10-25,48.164707711220586
2016-10-26,48.25212942861909
2016-10-27,39.66572285310124
2016-10-28,33.76441380727663
2016-10-29,29.609315600317082
2016-10-30,34.67609195111159
2016-10-31,37.280645440882026
2016-11-01,25.50518919787627
2016-11-02,31.774908234869265
2016-11-03,38.65987001768869
2016-11-04,39.82713758783088
2016-11-05,43.28664408215069
2016-11-06,43.430741258665606
2016-11-07,43.50970110515942
2016-11-08,46.96991811548604
2016-11-09,40.15760498408833
2016-11-10,44.84568335142078
2016-11-11,47.205837731043324
2016-11-12,52.55738732467567
2016-11-13,49.39380991361056
2016-11-14,42.668771623723316
2016-11-15,54.53125524526974
2016-11-16,45.149566702623815
2016-11-17,33.79789473427281
2016-11-18,23.762117520361656
2016-11-19,18.293761323519185
2016-11-20,18.51716789237927
2016-11-21,19.058358445775106
2016-11-22,28.768399678442584
2016-11-23,31.979484393842313
2016-11-24,24.608909303281415
2016-11-25,31.148407853526283
2016-11-26,33.235343816662116
2016-11-27,25.066340578189017
2016-11-28,24.635296308428874
2016-11-29,16.8817299937661
2016-11-30,25.290363442134346
2016-12-01,25.768851536767006
2016-12-02,24.792834369262906
2016-12-03,32.113950307440504
2016-12-04,31.711517715072564
2016-12-05,29.51592433590645
2016-12-06,41.44964818673801
2016-12-07,49.047657820764265
2016-12-08,57.774901342278405
2016-12-09,52.17634140228593
2016-12-10,51.138720431023735
2016-12-11,52.16004088778568
2016-12-12,55.983760882482656
2016-12-13,61.990078477444236
2016-12-14,57.3503055302805
2016-12-15,55.40760614747431
2016-12-16,59.2920142003918
2016-12-17,53.999527819228064
2016-12-18,57.836609617593915
2016-12-19,61.0426234862753
2016-12-20,44.786888061613595
2016-12-21,38.667177845562264
2016-12-22,24.770359198928908
2016-12-23,23.87360616804306
2016-12-24,24.148981581791244
2016-12-25,23.72901859793104
2016-12-26,16.531295604228145
2016-12-27,12.23919945088477
2016-12-28,23.792762675611847
2016-12-29,40.53627385519442
2016-12-30,47.35661250973111
2016-12-31,47.10509867894865
2017-01-01,50.097970758565225
2017-01-02,56.04742442519536
2017-01-03,65.98630609882449
2017-01-04,72.11554555131602
2017-01-05,62.513160777866304
2017-01-06,58.6102389734174
2017-01-07,54.78953058352085
2017-01-08,58.78712447905149
2017-01-09,63.28959224005002
2017-01-10,65.97364344904658
2017-01-11,59.07817640299457
2017-01-12,50.92134895591174
2017-01-13,52.78836393931348
2017-01-14,50.96431083368608
2017-01-15,51.310575855513264
2017-01-16,47.568407234506196
2017-01-17,45.62135084351158
2017-01-18,39.865747474246554
2017-01-19,48.07249357165425
2017-01-20,56.02169332255538
2017-01-21,63.5220731178997
2017-01-22,58.46451257117479
2017-01-23,54.89530031660493
2017-01-24,50.29466204356563
2017-01-25,55.249440027009115
2017-01-26,66.68767417741806
2017-01-27,58.51923636340699
2017-01-28,63.432532784430165
2017-01-29,57.343724290705666
2017-01-30,66.3346397021283
2017-01-31,64.67697601620567
2017-02-01,65.42322569232184
2017-02-02,66.0289423646845
2017-02-03,66.67630318311664
2017-02-04,67.4365432735921
2017-02-05,73.73498204031789
2017-02-06,73.47179001814878
2017-02-07,80.10483852033904
2017-02-08,77.80134671129039
2017-02-09,65.78827677315896
2017-02-10,71.946796426797
2017-02-11,76.6744163771938
2017-02-12,80.1076647203952
2017-02-13,74.90940463414488
2017-02-14,80.11942219410507
2017-02-15,81.0676966865725
2017-02-16,64.28181913369114
2017-02-17,58.387470677929365
2017-02-18,57.689303512214416
2017-02-19,58.2383869617009
2017-02-20,53.47156047088567
2017-02-21,48.12424323185391
2017-02-22,52.63162382690285
2017-02-23,59.98747738116962
2017-02-24,61.74719610791146
2017-02-25,63.8552063182643
2017-02-26,66.31538234895208
2017-02-27,72.33788988376048
2017-02-28,75.65802029161038
2017-03-01,78.39962591463735
2017-03-02,91.07991094201961
2017-03-03,95.18571811804325
2017-03-04,88.70440076730401
2017-03-05,83.03660878051609
2017-03-06,85.85714937883294
2017-03-07,80.86833898965226
2017-03-08,74.26125297401914
2017-03-09,69.80794506412377
2017-03-10,73.45558418236537
2017-03-11,75.91684005969555
2017-03-12,78.31616761212949
2017-03-13,85.18513503765428
2017-03-14,86.42282170096439
2017-03-15,88.81765678187588
2017-03-16,93.2426635218606
2017-03-17,95.40450700819895
2017-03-18,83.71280245693123
2017-03-19,86.13569798106624
2017-03-20,87.06672949575373
2017-03-21,84.11661301859868
2017-03-22,80.72517615633689
2017-03-23,81.96735075823574
2017-03-24,84.0223759786469
2017-03-25,85.28304257153533
2017-03-26,81.54465484905172
2017-03-27,76.74359560983937
2017-03-28,73.34180976828144
2017-03-29,73.74695790706
2017-03-30,66.54807579917859
2017-03-31,54.03357943877225
2017-04-01,61.73557479471421
2017-04-02,53.264392928490814
2017-04-03,45.071159137293186
2017-04-04,43.69903407859915
2017-04-05,48.93164228884593
2017-04-06,43.64366230835526
2017-04-07,32.57414996205217
2017-04-08,25.828583058204522
2017-04-09,26.816592920066302
2017-04-10,28.28954095769654
2017-04-11,31.933516580543124
2017-04-12,28.296671200949604
2017-04-13,37.966118410103256
2017-04-14,39.71924409387997
2017-04-15,38.395532609920835
2017-04-16,44.03842629343647
2017-04-17,49.32540103299545
2017-04-18,59.84240748274318
2017-04-19,50.925289251785266
2017-04-20,61.8452553603154
2017-04-21,63.56430431811441
2017-04-22,58.33219292304348
2017-04-23,63.18611732025596
2017-04-24,68.14806857546388
2017-04-25,68.31861984856705
2017-04-26,69.30429500768693
2017-04-27,73.22251949278996
2017-04-28,86.37339321573016
2017-04-29,87.7607196569507
2017-04-30,89.77065608546417
2017-05-01,93.734912637904
2017-05-02,83.14220331273641
2017-05-03,86.65202198472102
2017-05-04,88.95622885114341
2017-05-05,91.68554051577242
2017-05-06,86.25876821680912
2017-05-07,79.67141504374946
2017-05-08,72.6029145948679
2017-05-09,64.04390283698245
2017-05-10,64.9925105346913
2017-05-11,64.73299708505508
2017-05-12,58.58815646226062
2017-05-13,58.06717050135973
2017-05-14,56.22164938363985
2017-05-15,53.81310725844958
2017-05-16,54.0575168650865
2017-05-17,48.48085589049119
2017-05-18,45.19576451680286
2017-05-19,53.737120183509624
2017-05-20,62.73096129617485
2017-05-21,74.06817731785218
2017-05-22,86.57574148853406
2017-05-23,93.0718185554934
2017-05-24,94.02495195243553
2017-05-25,75.35792542075981
2017-05-26,66.35235558148992
2017-05-27,55.945974089904205
2017-05-28,59.884760930221894
2017-05-29,63.231683113933165
2017-05-30,71.03819210235773
2017-05-31,75.76767773312467
2017-06-01,69.22474644062319
2017-06-02,64.8794115302078
2017-06-03,61.48141926531032
2017-06-04,63.058820304714715
2017-06-05,61.39304463607878
2017-06-06,62.995458594994425
2017-06-07,58.049732619665505
2017-06-08,64.31807909884729
2017-06-09,70.4046058966499
2017-06-10,81.02469173361204
2017-06-11,83.19164491232584
2017-06-12,87.33604310315246
2017-06-13,88.30372456995131
2017-06-14,78.33505284266053
2017-06-15,68.25358281688705
2017-06-16,71.89626710462016
2017-06-17,74.78560360619834
2017-06-18,75.47833792433963
2017-06-19,71.81618043475144
2017-06-20,66.61772395522895
2017-06-21,62.91558661595305
2017-06-22,59.453564357303755
2017-06-23,59.74636632527185
2017-06-24,54.46076383170525
2017-06-25,48.04616340112035
2017-06-26,33.45320221289505
2017-06-27,22.43363368103119
2017-06-28,32.70022028273359
2017-06-29,34.931117495034776
2017-06-30,28.203037608965637
2017-07-01,22.08254581881332
2017-07-02,21.729188060573353
2017-07-03,26.328513523849438
2017-07-04,27.241946897652387
2017-07-05,28.7448645451691
2017-07-06,33.17183215869993
2017-07-07,29.0702793573465
2017-07-08,29.259208160222617
2017-07-09,30.836712377313226
2017-07-10,33.60412280771043
2017-07-11,35.763691049406745
2017-07-12,28.836519169120063
2017-07-13,31.483147242521138
2017-07-14,33.08662054771101
2017-07-15,34.91050874850375
2017-07-16,24.539064335725328
2017-07-17,26.168470958378652
2017-07-18,41.67991225313413
2017-07-19,38.361272962773945
2017-07-20,43.51433673827071
2017-07-21,48.67943787771345
2017-07-22,52.949492130876926
2017-07-23,52.653378128782876
2017-07-24,54.15252590925975
2017-07-25,55.016440343862364
2017-07-26,49.419308352060035
2017-07-27,53.079222684506
2017-07-28,53.6726268998448
2017-07-29,58.102464606250024
2017-07-30,63.63648525201299
2017-07-31,57.86886024316821
2017-08-01,53.95748481946781
2017-08-02,66.95448224016403
2017-08-03,61.39215541839125
2017-08-04,53.677298226476786
2017-08-05,57.4884582083246
2017-08-06,67.41246807791683
2017-08-07,72.91711461753756
2017-08-08,82.83773352530484
2017-08-09,90.12709386407467
2017-08-10,90.76036218961981
2017-08-11,94.00508014401152
2017-08-12,94.27314241542398
2017-08-13,85.32540136708344
2017-08-14,88.30951720967039
2017-08-15,81.42015734698516
2017-08-16,82.00663264659165
2017-08-17,82.57529083004204
2017-08-18,79.93315064769367
2017-08-19,74.43569600530269
2017-08-20,73.24247335664595
2017-08-21,76.0165347005771
2017-08-22,67.8897542808995
2017-08-23,64.27579001203621
2017-08-24,63.53666814659309
2017-08-25,63.23010653369503
2017-08-26,61.74496204071991
2017-08-27,69.81988307978456
2017-08-28,70.07407878945573
2017-08-29,78.05923979035538
2017-08-30,79.09234722864842
2017-08-31,79.06002807360403
2017-09-01,85.39763927025287
2017-09-02,80.61066767052914
2017-09-03,74.46958398862336
2017-09-04,61.73220679808171
2017-09-05,61.1425530465279
2017-09-06,61.83242844800916
2017-09-07,61.90712135360109
2017-09-08,55.90848249102335
2017-09-09,52.6837936984147
2017-09-10,48.54301004426855
2017-09-11,47.19702058018549
2017-09-12,44.69616711279972
2017-09-13,35.830168617405576
2017-09-14,29.65273173631205
2017-09-15,21.442352055785545
2017-09-16,27.465115670257468
2017-09-17,29.11858329946748
2017-09-18,39.482084342420464
2017-09-19,48.076263646505815
2017-09-20,40.66327304169783
2017-09-21,34.1175743917039
2017-09-22,36.7009459721596
2017-09-23,41.43354310863604
2017-09-24,47.671811287155265
2017-09-25,47.14787892248069
2017-09-26,44.72727487407841
2017-09-27,52.61174814500661
2017-09-28,61.45050059837861
2017-09-29,69.83633559234413
2017-09-30,68.71631674080088
2017-10-01,73.588358731887
2017-10-02,65.1526602896958
2017-10-03,58.10120704966106
2017-10-04,63.936031874333835
2017-10-05,67.25332841569708
2017-10-06,73.8571159432721
2017-10-07,73.54522294324951
2017-10-08,66.43661946237104
2017-10-09,56.3972468183788
2017-10-10,56.610928223442635
2017-10-11,54.12887725499391
2017-10-12,54.44325558220348
2017-10-13,70.26936128475994
2017-10-14,71.49977397204104
2017-10-15,62.4968430369488
2017-10-16,69.67647182639406
2017-10-17,67.46143039126234
2017-10-18,60.88060847593888
2017-10-19,64.67117212460374
2017-10-20,59.85759712813974
2017-10-21,54.963429327080505
2017-10-22,54.80701853719285
2017-10-23,55.47690701587301
2017-10-24,57.230660587096295
2017-10-25,53.58323366296182
2017-10-26,52.00144314403454
2017-10-27,39.81887196530606
2017-10-28,32.670918929235604
2017-10-29,42.40110544585941
2017-10-30,38.02509904459913
2017-10-31,39.14682824436541
2017-11-01,39.66802704855532
2017-11-02,30.414088390107864
2017-11-03,39.49569456869195
2017-11-04,46.01901504575932
2017-11-05,45.94772455695529
2017-11-06,54.06861449427763
2017-11-07,44.546592707084706
2017-11-08,54.46593032008352
2017-11-09,58.51888616474595
2017-11-10,53.945380512995555
2017-11-11,60.02960671309694
2017-11-12,47.85299039335034
2017-11-13,51.539932663299524
2017-11-14,58.1678498396045
2017-11-15,63.69978243408872
2017-11-16,63.643994372876655
2017-11-17,63.76532507300562
2017-11-18,64.7216526613855
2017-11-19,70.0829457692854
2017-11-20,70.95970184327491
2017-11-21,67.93906039259429
2017-11-22,67.95730446682978
2017-11-23,71.06160739693934
2017-11-24,79.99721817494972
2017-11-25,81.37329754236991
2017-11-26,80.56555668814653
2017-11-27,81.61183025493368
2017-11-28,72.74864228856404
2017-11-29,60.135562033921474
2017-11-30,55.93689991152016
2017-12-01,57.810364676180235
2017-12-02,58.85847528334739
2017-12-03,59.04976216901967
2017-12-04,54.61908966163873
2017-12-05,53.29602959839727
2017-12-06,47.09115769777423
2017-12-07,38.7743504247951
2017-12-08,38.827817813219745
2017-12-09,40.55193134646983
2017-12-10,40.2689678127632
2017-12-11,41.39226966402331
2017-12-12,57.5541216606626
2017-12-13,71.13768849079644
2017-12-14,79.33701126830044
2017-12-15,70.55872251629638
2017-12-16,72.21714016723581
2017-12-17,73.70464244174804
2017-12-18,78.2071494384253
2017-12-19,82.94837943696245
2017-12-20,75.87506957728058
2017-12-21,80.67959039478777
2017-12-22,71.40367794519766
2017-12-23,72.13351324659472
2017-12-24,70.13301772485832
2017-12-25,70.99759574348853
2017-12-26,69.74470093127798
2017-12-27,63.23856528511469
2017-12-28,56.3837242433431
2017-12-29,62.579812674944165
2017-12-30,56.23945249317159
2017-12-31,56.72765967002712
2018-01-01,56.052251248961724
2018-01-02,58.12134346519709
2018-01-03,69.29199338350185
2018-01-04,72.10043704400599
2018-01-05,82.57446704205893
2018-01-06,83.76224967214415
2018-01-07,88.48179599855703
2018-01-08,90.06255899557925
2018-01-09,91.32840258444256
2018-01-10,94.64347001214614
2018-01-11,86.61805522481025
2018-01-12,87.30036741251297
2018-01-13,90.54116545208406
2018-01-14,84.25919368892531
2018-01-15,78.69384766839825
2018-01-16,70.96362604643971
2018-01-17,64.34474488747044
2018-01-18,64.24717848126183
2018-01-19,63.41286427039153
2018-01-20,63.29150505924791
2018-01-21,58.85549016957859
2018-01-22,52.45676889542858
2018-01-23,45.2255991371154
2018-01-24,40.00030028293125
2018-01-25,47.74691877040896
2018-01-26,40.95326540514919
2018-01-27,37.16458785802391
2018-01-28,46.28060565557952
2018-01-29,47.522857289732144
2018-01-30,50.806722084074195
2018-01-31,54.23784985143322
2018-02-01,44.54936801974188
2018-02-02,36.38328716881421
2018-02-03,34.88248608265765
2018-02-04,35.48354461396163
2018-02-05,35.911009282723896
2018-02-06,35.17757678667803
2018-02-07,34.047629648520754
2018-02-08,32.53590474020213
2018-02-09,37.282427089906975
2018-02-10,36.45457574284846
2018-02-11,26.921138231407905
2018-02-12,32.29844055089719
2018-02-13,34.261331216401395
2018-02-14,41.234477764107105
2018-02-15,50.68698274492293
2018-02-16,61.851234384741936
2018-02-17,61.23152091000552
2018-02-18,61.55154105515865
2018-02-19,69.1971459061167
2018-02-20,74.14310886517055
2018-02-21,66.68595120108778
2018-02-22,59.64333071364244
2018-02-23,59.45257508519845
2018-02-24,52.78310366890723
2018-02-25,53.96560702335217
2018-02-26,53.729696147602766
2018-02-27,59.8378022265513
2018-02-28,52.6717269354201
2018-03-01,50.79245870106321
