Date,Open,High,Low,Close,Adj Close,Volume
1990-01-02,223.8350067138672,227.72500610351562,220.43499755859375,227.72500610351562,227.72500610351562,221440000.0
1990-01-03,227.72500610351562,228.94000244140625,226.10000610351562,226.10000610351562,226.10000610351562,305320000.0
1990-01-04,226.10000610351562,226.1750030517578,222.7100067138672,224.71499633789062,224.71499633789062,295900000.0
1990-01-05,224.71499633789062,224.7949981689453,222.88999938964844,223.13999938964844,223.13999938964844,274460000.0
1990-01-06,224.71499633789062,224.7949981689453,222.88999938964844,223.13999938964844,223.13999938964844,274460000.0
1990-01-07,224.71499633789062,224.7949981689453,222.88999938964844,223.13999938964844,223.13999938964844,274460000.0
1990-01-08,223.13999938964844,223.5800018310547,221.63999938964844,223.5399932861328,223.5399932861328,231000000.0
1990-01-09,223.5399932861328,224.3300018310547,221.0800018310547,221.17999267578125,221.17999267578125,266260000.0
1990-01-10,221.17999267578125,221.17999267578125,216.46499633789062,216.55499267578125,216.55499267578125,287780000.0
1990-01-11,216.55499267578125,218.22000122070312,213.5050048828125,213.5050048828125,213.5050048828125,266000000.0
1990-01-12,213.5050048828125,213.5050048828125,208.40499877929688,208.7949981689453,208.7949981689453,287000000.0
1990-01-13,213.5050048828125,213.5050048828125,208.40499877929688,208.7949981689453,208.7949981689453,287000000.0
1990-01-14,213.5050048828125,213.5050048828125,208.40499877929688,208.7949981689453,208.7949981689453,287000000.0
1990-01-15,208.7949981689453,209.3350067138672,207.2899932861328,207.61500549316406,207.61500549316406,216120000.0
1990-01-16,207.61500549316406,212.0,204.75999450683594,211.9149932861328,211.9149932861328,295180000.0
1990-01-17,211.9149932861328,213.89999389648438,210.4499969482422,210.60499572753906,210.60499572753906,278300000.0
1990-01-18,210.60499572753906,210.625,208.30999755859375,210.57000732421875,210.57000732421875,272660000.0
1990-01-19,210.57000732421875,214.88999938964844,210.57000732421875,213.91000366210938,213.91000366210938,304340000.0
1990-01-20,210.57000732421875,214.88999938964844,210.57000732421875,213.91000366210938,213.91000366210938,304340000.0
1990-01-21,210.57000732421875,214.88999938964844,210.57000732421875,213.91000366210938,213.91000366210938,304340000.0
1990-01-22,213.91000366210938,213.91000366210938,207.88499450683594,208.05999755859375,208.05999755859375,260980000.0
1990-01-23,208.05999755859375,209.98500061035156,206.0749969482422,207.47999572753906,207.47999572753906,282880000.0
1990-01-24,207.47999572753906,209.75,205.75,206.7449951171875,206.7449951171875,326860000.0
1990-01-25,206.7449951171875,209.8300018310547,205.47000122070312,205.77499389648438,205.77499389648438,261000000.0
1990-01-26,205.77499389648438,206.75,201.24000549316406,203.2449951171875,203.2449951171875,272680000.0
1990-01-27,205.77499389648438,206.75,201.24000549316406,203.2449951171875,203.2449951171875,272680000.0
1990-01-28,205.77499389648438,206.75,201.24000549316406,203.2449951171875,203.2449951171875,272680000.0
1990-01-29,203.2449951171875,204.81500244140625,200.1199951171875,202.05499267578125,202.05499267578125,237180000.0
1990-01-30,202.05499267578125,202.05499267578125,196.68499755859375,197.65499877929688,197.65499877929688,320320000.0
1990-01-31,197.65499877929688,201.96499633789062,197.65499877929688,201.94000244140625,201.94000244140625,296000000.0
1990-02-01,201.94000244140625,203.0449981689453,200.52499389648438,203.0449981689453,203.0449981689453,270940000.0
1990-02-02,203.0449981689453,206.7550048828125,202.69000244140625,205.61500549316406,205.61500549316406,270040000.0
1990-02-03,203.0449981689453,206.7550048828125,202.69000244140625,205.61500549316406,205.61500549316406,270040000.0
1990-02-04,203.0449981689453,206.7550048828125,202.69000244140625,205.61500549316406,205.61500549316406,270040000.0
1990-02-05,205.61500549316406,206.8350067138672,205.07000732421875,206.49000549316406,206.49000549316406,216700000.0
1990-02-06,206.49000549316406,206.71499633789062,203.77499389648438,205.0749969482422,205.0749969482422,239400000.0
1990-02-07,205.0749969482422,207.1999969482422,202.91000366210938,206.80499267578125,206.80499267578125,298600000.0
1990-02-08,206.80499267578125,209.5800018310547,206.80499267578125,207.2449951171875,207.2449951171875,280060000.0
1990-02-09,207.2449951171875,208.7449951171875,206.9199981689453,208.4949951171875,208.4949951171875,250660000.0
1990-02-10,207.2449951171875,208.7449951171875,206.9199981689453,208.4949951171875,208.4949951171875,250660000.0
1990-02-11,207.2449951171875,208.7449951171875,206.9199981689453,208.4949951171875,208.4949951171875,250660000.0
1990-02-12,208.4949951171875,208.52000427246094,205.94500732421875,206.8800048828125,206.8800048828125,226060000.0
1990-02-13,206.8800048828125,207.9949951171875,205.34500122070312,207.1999969482422,207.1999969482422,254460000.0
1990-02-14,207.1999969482422,208.53500366210938,206.98500061035156,208.05999755859375,208.05999755859375,279080000.0
1990-02-15,208.05999755859375,210.10499572753906,206.8699951171875,209.92999267578125,209.92999267578125,304760000.0
1990-02-16,209.92999267578125,210.43499755859375,208.30999755859375,208.35499572753906,208.35499572753906,240440000.0
1990-02-17,209.92999267578125,210.43499755859375,208.30999755859375,208.35499572753906,208.35499572753906,240440000.0
1990-02-18,209.92999267578125,210.43499755859375,208.30999755859375,208.35499572753906,208.35499572753906,240440000.0
1990-02-19,209.92999267578125,210.43499755859375,208.30999755859375,208.35499572753906,208.35499572753906,240440000.0
1990-02-20,208.35499572753906,208.35499572753906,203.34500122070312,205.06500244140625,205.06500244140625,216560000.0
1990-02-21,205.06500244140625,205.44000244140625,201.82000732421875,204.75,204.75,240200000.0
1990-02-22,204.75,206.85499572753906,203.97500610351562,204.19000244140625,204.19000244140625,269740000.0
1990-02-23,204.19000244140625,204.19000244140625,200.40499877929688,201.7949981689453,201.7949981689453,234440000.0
1990-02-24,204.19000244140625,204.19000244140625,200.40499877929688,201.7949981689453,201.7949981689453,234440000.0
1990-02-25,204.19000244140625,204.19000244140625,200.40499877929688,201.7949981689453,201.7949981689453,234440000.0
1990-02-26,201.7949981689453,204.6750030517578,201.39500427246094,204.625,204.625,229200000.0
1990-02-27,204.64999389648438,206.7100067138672,204.64999389648438,205.78500366210938,205.78500366210938,261700000.0
1990-02-28,205.78500366210938,208.58999633789062,205.60000610351562,207.9149932861328,207.9149932861328,258800000.0
1990-03-01,207.9149932861328,210.02000427246094,206.52499389648438,209.10499572753906,209.10499572753906,268480000.0
1990-03-02,209.10499572753906,211.5449981689453,208.90499877929688,211.5399932861328,211.5399932861328,264740000.0
1990-03-03,209.10499572753906,211.5449981689453,208.90499877929688,211.5399932861328,211.5399932861328,264740000.0
1990-03-04,209.10499572753906,211.5449981689453,208.90499877929688,211.5399932861328,211.5399932861328,264740000.0
1990-03-05,211.5399932861328,212.0800018310547,209.34500122070312,210.38999938964844,210.38999938964844,222000000.0
1990-03-06,210.38999938964844,212.5050048828125,207.6699981689453,210.9600067138672,210.9600067138672,278300000.0
1990-03-07,210.9600067138672,211.86500549316406,209.80999755859375,210.15499877929688,210.15499877929688,335100000.0
1990-03-08,210.15499877929688,213.57000732421875,209.61000061035156,213.11000061035156,213.11000061035156,291460000.0
1990-03-09,213.11000061035156,214.1300048828125,212.47500610351562,213.82000732421875,213.82000732421875,270240000.0
1990-03-10,213.11000061035156,214.1300048828125,212.47500610351562,213.82000732421875,213.82000732421875,270240000.0
1990-03-11,213.11000061035156,214.1300048828125,212.47500610351562,213.82000732421875,213.82000732421875,270240000.0
1990-03-12,213.82000732421875,213.8300018310547,211.9199981689453,213.52499389648438,213.52499389648438,207680000.0
1990-03-13,213.52499389648438,214.02499389648438,211.49000549316406,211.50999450683594,211.50999450683594,247240000.0
1990-03-14,211.50999450683594,212.84500122070312,210.7100067138672,212.27000427246094,212.27000427246094,244360000.0
1990-03-15,212.30499267578125,214.1300048828125,212.09500122070312,213.47999572753906,213.47999572753906,257360000.0
1990-03-16,214.0800018310547,218.8000030517578,214.0800018310547,217.9600067138672,217.9600067138672,352080000.0
1990-03-17,214.0800018310547,218.8000030517578,214.0800018310547,217.9600067138672,217.9600067138672,352080000.0
1990-03-18,214.0800018310547,218.8000030517578,214.0800018310547,217.9600067138672,217.9600067138672,352080000.0
1990-03-19,217.9600067138672,220.13499450683594,215.9600067138672,219.8699951171875,219.8699951171875,258800000.0
1990-03-20,219.8699951171875,220.10499572753906,216.25,216.9250030517578,216.9250030517578,288440000.0
1990-03-21,216.9250030517578,217.8249969482422,215.6999969482422,215.85000610351562,215.85000610351562,262160000.0
1990-03-22,215.85000610351562,216.2550048828125,211.22500610351562,212.5399932861328,212.5399932861328,292440000.0
1990-03-23,212.5399932861328,215.38499450683594,212.5399932861328,214.49000549316406,214.49000549316406,261480000.0
1990-03-24,212.5399932861328,215.38499450683594,212.5399932861328,214.49000549316406,214.49000549316406,261480000.0
1990-03-25,212.5399932861328,215.38499450683594,212.5399932861328,214.49000549316406,214.49000549316406,261480000.0
1990-03-26,214.49000549316406,217.27499389648438,214.49000549316406,216.43499755859375,216.43499755859375,192560000.0
1990-03-27,216.43499755859375,217.9499969482422,214.97000122070312,217.47000122070312,217.47000122070312,213820000.0
1990-03-28,217.47000122070312,217.47000122070312,213.22000122070312,214.22999572753906,214.22999572753906,264520000.0
1990-03-29,214.22999572753906,214.61000061035156,212.3699951171875,213.11000061035156,213.11000061035156,248380000.0
1990-03-30,213.11000061035156,214.26499938964844,211.7050018310547,213.14500427246094,213.14500427246094,253260000.0
1990-03-31,213.11000061035156,214.26499938964844,211.7050018310547,213.14500427246094,213.14500427246094,253260000.0
1990-04-01,213.11000061035156,214.26499938964844,211.7050018310547,213.14500427246094,213.14500427246094,253260000.0
1990-04-02,213.14500427246094,213.14500427246094,209.89500427246094,212.6699981689453,212.6699981689453,222760000.0
1990-04-03,212.6699981689453,216.80999755859375,212.6699981689453,216.80999755859375,216.80999755859375,269500000.0
1990-04-04,216.80999755859375,217.72999572753906,214.5800018310547,215.47999572753906,215.47999572753906,276760000.0
1990-04-05,215.47999572753906,216.05499267578125,213.8699951171875,214.05999755859375,214.05999755859375,268480000.0
1990-04-06,214.05999755859375,214.69500732421875,212.01499938964844,212.47500610351562,212.47500610351562,273140000.0
1990-04-07,214.05999755859375,214.69500732421875,212.01499938964844,212.47500610351562,212.47500610351562,273140000.0
1990-04-08,214.05999755859375,214.69500732421875,212.01499938964844,212.47500610351562,212.47500610351562,273140000.0
1990-04-09,212.47500610351562,213.14999389648438,211.27499389648438,212.11500549316406,212.11500549316406,224740000.0
1990-04-10,212.11500549316406,214.0449981689453,211.94500732421875,213.22500610351562,213.22500610351562,259000000.0
1990-04-11,213.22500610351562,215.60000610351562,213.22500610351562,214.52499389648438,214.52499389648438,267640000.0
1990-04-12,214.52499389648438,217.19000244140625,214.52499389648438,216.0449981689453,216.0449981689453,282820000.0
1990-04-13,214.52499389648438,217.19000244140625,214.52499389648438,216.0449981689453,216.0449981689453,282820000.0
1990-04-14,214.52499389648438,217.19000244140625,214.52499389648438,216.0449981689453,216.0449981689453,282820000.0
1990-04-15,214.52499389648438,217.19000244140625,214.52499389648438,216.0449981689453,216.0449981689453,282820000.0
1990-04-16,216.0449981689453,218.25,216.0449981689453,216.9250030517578,216.9250030517578,249300000.0
1990-04-17,216.8800048828125,216.8800048828125,214.39999389648438,216.5,216.5,272900000.0
1990-04-18,216.5,217.09500122070312,212.80499267578125,213.14500427246094,213.14500427246094,299500000.0
1990-04-19,213.14500427246094,213.14500427246094,210.7050018310547,210.8699951171875,210.8699951171875,291280000.0
1990-04-20,210.8699951171875,212.06500244140625,207.93499755859375,208.6199951171875,208.6199951171875,300640000.0
1990-04-21,210.8699951171875,212.06500244140625,207.93499755859375,208.6199951171875,208.6199951171875,300640000.0
1990-04-22,210.8699951171875,212.06500244140625,207.93499755859375,208.6199951171875,208.6199951171875,300640000.0
1990-04-23,208.5800018310547,208.5800018310547,203.76499938964844,205.6300048828125,205.6300048828125,251980000.0
1990-04-24,205.6300048828125,207.84500122070312,204.22999572753906,204.75999450683594,204.75999450683594,253580000.0
1990-04-25,204.75999450683594,205.93499755859375,204.4600067138672,205.5800018310547,205.5800018310547,243420000.0
1990-04-26,205.5800018310547,207.09500122070312,204.7449951171875,205.78500366210938,205.78500366210938,231860000.0
1990-04-27,205.78500366210938,206.52000427246094,203.01499938964844,203.6699981689453,203.6699981689453,232020000.0
1990-04-28,205.78500366210938,206.52000427246094,203.01499938964844,203.6699981689453,203.6699981689453,232020000.0
1990-04-29,205.78500366210938,206.52000427246094,203.01499938964844,203.6699981689453,203.6699981689453,232020000.0
1990-04-30,203.6699981689453,206.0500030517578,202.97000122070312,205.81500244140625,205.81500244140625,211580000.0
1990-05-01,205.81500244140625,207.58999633789062,205.81500244140625,207.0399932861328,207.0399932861328,248260000.0
1990-05-02,207.0399932861328,208.68499755859375,207.0399932861328,208.5,208.5,286520000.0
1990-05-03,208.5800018310547,211.26499938964844,208.5800018310547,210.08999633789062,210.08999633789062,321700000.0
1990-05-04,210.08999633789062,212.72999572753906,209.89999389648438,212.7050018310547,212.7050018310547,273620000.0
1990-05-05,210.08999633789062,212.72999572753906,209.89999389648438,212.7050018310547,212.7050018310547,273620000.0
1990-05-06,210.08999633789062,212.72999572753906,209.89999389648438,212.7050018310547,212.7050018310547,273620000.0
1990-05-07,212.7050018310547,216.05499267578125,212.7050018310547,215.02999877929688,215.02999877929688,245380000.0
1990-05-08,215.02999877929688,215.625,214.18499755859375,215.1699981689453,215.1699981689453,267680000.0
1990-05-09,215.1699981689453,215.65499877929688,214.1199951171875,215.42999267578125,215.42999267578125,293260000.0
1990-05-10,215.42999267578125,217.0749969482422,214.86500549316406,216.80999755859375,216.80999755859375,284980000.0
1990-05-11,216.80999755859375,221.09500122070312,216.6199951171875,220.88999938964844,220.88999938964844,335120000.0
1990-05-12,216.80999755859375,221.09500122070312,216.6199951171875,220.88999938964844,220.88999938964844,335120000.0
1990-05-13,216.80999755859375,221.09500122070312,216.6199951171875,220.88999938964844,220.88999938964844,335120000.0
1990-05-14,220.9199981689453,225.6750030517578,220.9199981689453,223.86000061035156,223.86000061035156,354340000.0
1990-05-15,223.86000061035156,224.78500366210938,222.28500366210938,224.49000549316406,224.49000549316406,324660000.0
1990-05-16,224.49000549316406,225.21499633789062,222.5050048828125,225.125,225.125,304980000.0
1990-05-17,225.1300048828125,227.30499267578125,225.1300048828125,226.63999938964844,226.63999938964844,342820000.0
1990-05-18,226.63999938964844,228.97500610351562,225.84500122070312,228.50999450683594,228.50999450683594,382820000.0
1990-05-19,226.63999938964844,228.97500610351562,225.84500122070312,228.50999450683594,228.50999450683594,382820000.0
1990-05-20,226.63999938964844,228.97500610351562,225.84500122070312,228.50999450683594,228.50999450683594,382820000.0
1990-05-21,228.50999450683594,232.4149932861328,228.50999450683594,232.21499633789062,232.21499633789062,338940000.0
1990-05-22,232.21499633789062,234.72500610351562,230.94500732421875,232.84500122070312,232.84500122070312,380320000.0
1990-05-23,232.84500122070312,236.1199951171875,232.10499572753906,236.05999755859375,236.05999755859375,377480000.0
1990-05-24,236.05999755859375,237.8249969482422,235.80999755859375,237.03500366210938,237.03500366210938,348660000.0
1990-05-25,236.99000549316406,236.99000549316406,232.0050048828125,232.1999969482422,232.1999969482422,304380000.0
1990-05-26,236.99000549316406,236.99000549316406,232.0050048828125,232.1999969482422,232.1999969482422,304380000.0
1990-05-27,236.99000549316406,236.99000549316406,232.0050048828125,232.1999969482422,232.1999969482422,304380000.0
1990-05-28,236.99000549316406,236.99000549316406,232.0050048828125,232.1999969482422,232.1999969482422,304380000.0
1990-05-29,232.1999969482422,235.99000549316406,232.02000427246094,235.83999633789062,235.83999633789062,268000000.0
1990-05-30,235.83999633789062,237.9250030517578,235.24000549316406,236.35499572753906,236.35499572753906,338700000.0
1990-05-31,236.35499572753906,237.47000122070312,234.77999877929688,236.14999389648438,236.14999389648438,314520000.0
1990-06-01,236.14999389648438,238.6699981689453,236.14999389648438,237.88499450683594,237.88499450683594,336120000.0
1990-06-02,236.14999389648438,238.6699981689453,236.14999389648438,237.88499450683594,237.88499450683594,336120000.0
1990-06-03,236.14999389648438,238.6699981689453,236.14999389648438,237.88499450683594,237.88499450683594,336120000.0
1990-06-04,237.88499450683594,240.25999450683594,235.93499755859375,240.11000061035156,240.11000061035156,284340000.0
1990-06-05,240.11000061035156,240.97000122070312,236.99000549316406,237.84500122070312,237.84500122070312,346920000.0
1990-06-06,237.84500122070312,238.78500366210938,236.6750030517578,238.05499267578125,238.05499267578125,313040000.0
1990-06-07,238.05499267578125,239.5850067138672,235.93499755859375,237.38499450683594,237.38499450683594,302080000.0
1990-06-08,237.38499450683594,237.38499450683594,233.15499877929688,234.72999572753906,234.72999572753906,275800000.0
1990-06-09,237.38499450683594,237.38499450683594,233.15499877929688,234.72999572753906,234.72999572753906,275800000.0
1990-06-10,237.38499450683594,237.38499450683594,233.15499877929688,234.72999572753906,234.72999572753906,275800000.0
1990-06-11,234.72999572753906,236.97000122070312,232.7550048828125,236.9499969482422,236.9499969482422,224440000.0
1990-06-12,236.9499969482422,240.2050018310547,236.8300018310547,240.11000061035156,240.11000061035156,326580000.0
1990-06-13,240.11000061035156,242.84500122070312,240.0800018310547,242.05499267578125,242.05499267578125,327100000.0
1990-06-14,242.05499267578125,242.11500549316406,239.26499938964844,240.51499938964844,240.51499938964844,310340000.0
1990-06-15,240.51499938964844,241.36500549316406,239.50999450683594,240.78500366210938,240.78500366210938,337000000.0
1990-06-16,240.51499938964844,241.36500549316406,239.50999450683594,240.78500366210938,240.78500366210938,337000000.0
1990-06-17,240.51499938964844,241.36500549316406,239.50999450683594,240.78500366210938,240.78500366210938,337000000.0
1990-06-18,240.78500366210938,240.78500366210938,236.2899932861328,236.7100067138672,236.7100067138672,315300000.0
1990-06-19,236.7100067138672,237.27000427246094,234.94000244140625,236.77499389648438,236.77499389648438,285960000.0
1990-06-20,236.77499389648438,238.38499450683594,235.71499633789062,237.31500244140625,237.31500244140625,296180000.0
1990-06-21,237.31500244140625,238.25999450683594,236.0850067138672,238.14500427246094,238.14500427246094,288580000.0
1990-06-22,238.14500427246094,239.57000732421875,235.69000244140625,235.74000549316406,235.74000549316406,335080000.0
1990-06-23,238.14500427246094,239.57000732421875,235.69000244140625,235.74000549316406,235.74000549316406,335080000.0
1990-06-24,238.14500427246094,239.57000732421875,235.69000244140625,235.74000549316406,235.74000549316406,335080000.0
1990-06-25,235.74000549316406,236.53500366210938,232.6649932861328,232.9149932861328,232.9149932861328,227120000.0
1990-06-26,232.9149932861328,235.60499572753906,232.5850067138672,232.94000244140625,232.94000244140625,263240000.0
1990-06-27,232.94000244140625,235.47500610351562,231.75999450683594,234.9499969482422,234.9499969482422,274900000.0
1990-06-28,235.25999450683594,237.72999572753906,235.25999450683594,237.4149932861328,237.4149932861328,297640000.0
1990-06-29,237.49000549316406,238.92999267578125,237.49000549316406,238.4600067138672,238.4600067138672,317620000.0
1990-06-30,237.49000549316406,238.92999267578125,237.49000549316406,238.4600067138672,238.4600067138672,317620000.0
1990-07-01,237.49000549316406,238.92999267578125,237.49000549316406,238.4600067138672,238.4600067138672,317620000.0
1990-07-02,238.4600067138672,238.90499877929688,237.5749969482422,238.4199981689453,238.4199981689453,228300000.0
1990-07-03,238.4199981689453,238.4199981689453,236.8249969482422,238.18499755859375,238.18499755859375,262040000.0
1990-07-04,238.4199981689453,238.4199981689453,236.8249969482422,238.18499755859375,238.18499755859375,262040000.0
1990-07-05,238.18499755859375,238.18499755859375,236.2100067138672,237.3000030517578,237.3000030517578,195520000.0
1990-07-06,237.3000030517578,238.72999572753906,235.83999633789062,238.46499633789062,238.46499633789062,202800000.0
1990-07-07,237.3000030517578,238.72999572753906,235.83999633789062,238.46499633789062,238.46499633789062,202800000.0
1990-07-08,237.3000030517578,238.72999572753906,235.83999633789062,238.46499633789062,238.46499633789062,202800000.0
1990-07-09,238.46499633789062,240.18499755859375,238.25,239.60000610351562,239.60000610351562,237000000.0
1990-07-10,239.60000610351562,240.44500732421875,238.03500366210938,238.66000366210938,238.66000366210938,284540000.0
1990-07-11,238.66000366210938,240.8249969482422,237.19000244140625,240.77499389648438,240.77499389648438,318060000.0
1990-07-12,240.77499389648438,243.5850067138672,239.92999267578125,243.4250030517578,243.4250030517578,307400000.0
1990-07-13,243.4250030517578,246.47000122070312,243.1300048828125,244.74000549316406,244.74000549316406,321180000.0
1990-07-14,243.4250030517578,246.47000122070312,243.1300048828125,244.74000549316406,244.74000549316406,321180000.0
1990-07-15,243.4250030517578,246.47000122070312,243.1300048828125,244.74000549316406,244.74000549316406,321180000.0
1990-07-16,244.74000549316406,246.81500244140625,244.25,246.17999267578125,246.17999267578125,276140000.0
1990-07-17,246.17999267578125,246.38999938964844,240.93499755859375,241.52499389648438,241.52499389648438,335620000.0
1990-07-18,241.52499389648438,241.52499389648438,237.3249969482422,238.22000122070312,238.22000122070312,317980000.0
1990-07-19,238.22000122070312,238.22000122070312,233.13999938964844,236.39999389648438,236.39999389648438,365120000.0
1990-07-20,236.39999389648438,237.82000732421875,232.13499450683594,232.44000244140625,232.44000244140625,349160000.0
1990-07-21,236.39999389648438,237.82000732421875,232.13499450683594,232.44000244140625,232.44000244140625,349160000.0
1990-07-22,236.39999389648438,237.82000732421875,232.13499450683594,232.44000244140625,232.44000244140625,349160000.0
1990-07-23,232.44000244140625,232.44000244140625,224.36500549316406,227.3800048828125,227.3800048828125,337760000.0
1990-07-24,227.3800048828125,229.27000427246094,222.0399932861328,226.48500061035156,226.48500061035156,321000000.0
1990-07-25,226.48500061035156,229.63499450683594,226.48500061035156,228.76499938964844,228.76499938964844,283200000.0
1990-07-26,228.76499938964844,229.0749969482422,226.10499572753906,227.1999969482422,227.1999969482422,272120000.0
1990-07-27,227.1999969482422,227.1999969482422,224.97500610351562,225.63499450683594,225.63499450683594,243600000.0
1990-07-28,227.1999969482422,227.1999969482422,224.97500610351562,225.63499450683594,225.63499450683594,243600000.0
1990-07-29,227.1999969482422,227.1999969482422,224.97500610351562,225.63499450683594,225.63499450683594,243600000.0
1990-07-30,225.63499450683594,225.63499450683594,221.36000061035156,223.9199981689453,223.9199981689453,240880000.0
1990-07-31,223.9199981689453,224.86000061035156,221.92999267578125,223.38499450683594,223.38499450683594,270300000.0
1990-08-01,223.38499450683594,224.625,221.65499877929688,223.11500549316406,223.11500549316406,257960000.0
1990-08-02,223.09500122070312,223.09500122070312,217.17999267578125,218.97000122070312,218.97000122070312,293080000.0
1990-08-03,218.97000122070312,218.97000122070312,204.61500549316406,212.60499572753906,212.60499572753906,406340000.0
1990-08-04,218.97000122070312,218.97000122070312,204.61500549316406,212.60499572753906,212.60499572753906,406340000.0
