time,STOCHRSIk_14_14_3_3,STOCHRSId_14_14_3_3
2016-02-01,13.1272310011175,32.18850836088102
2016-02-02,7.618305718984371,17.06172246517154
2016-02-03,17.167743934078064,12.63776021805998
2016-02-04,27.185022341852942,17.323690664971796
2016-02-05,29.938052861311814,24.76360637908094
2016-02-06,29.712127174519,28.945067459227918
2016-02-07,36.82602597229329,32.15873533604137
2016-02-08,55.66312199831822,40.73375838171017
2016-02-09,79.67294280335067,57.38736359132073
2016-02-10,95.87509893113486,77.07038791093458
2016-02-11,100.00000000000001,91.84934724482851
2016-02-12,89.56497519234584,95.14669137449357
2016-02-13,73.17551486108697,87.58016335114428
2016-02-14,55.30645034530179,72.68231346624488
2016-02-15,43.076413409733014,57.18612620537393
2016-02-16,26.132540407658553,41.50513472089779
2016-02-17,10.668271590110386,26.62574180250066
2016-02-18,4.73422879416422,13.845013597311064
2016-02-19,11.145862135832402,8.849454173369013
2016-02-20,14.68639075535983,10.188827228452162
2016-02-21,15.72778402506267,13.853345638751646
2016-02-22,21.52817529355919,17.314116691327243
2016-02-23,30.292939209059615,22.51629950922717
2016-02-24,40.18874201821043,30.669952173609754
2016-02-25,45.72777087613323,38.73648403446777
2016-02-26,50.88890347239447,45.60180545557938
2016-02-27,58.0338565804642,51.55017697633064
2016-02-28,64.9397993856134,57.95418647949069
2016-02-29,73.56693555555155,65.51353050720972
2016-03-01,84.08389090779728,74.19687528298742
2016-03-02,92.76022796789391,83.47035147708091
2016-03-03,100.0,92.28137295856374
2016-03-04,100.0,97.58674265596464
2016-03-05,100.0,100.0
2016-03-06,100.0,100.0
2016-03-07,70.10170688453637,90.03390229484546
2016-03-08,42.34721400977191,70.81630696476942
2016-03-09,26.368603192829056,46.27250802904578
2016-03-10,30.416992250040835,33.04426981754727
2016-03-11,29.383616548599758,28.723070663823222
2016-03-12,28.43526102713678,29.41195660859246
2016-03-13,41.73042093516966,33.18309950363541
2016-03-14,37.18495617804186,35.783546046782774
2016-03-15,24.291657424720867,34.402344845977474
2016-03-16,3.632458164025356,21.7030239222627
2016-03-17,3.632458164025356,10.518857917590532
2016-03-18,0.11938992241884587,2.4614354168231927
2016-03-19,0.0,1.2506160288147405
2016-03-20,0.0,0.039796640806288565
2016-03-21,8.299879833105036,2.766626611035019
2016-03-22,13.012815851309114,7.104231894804724
2016-03-23,22.989575723960986,14.76742380279172
2016-03-24,16.79987050370291,17.600754026324342
2016-03-25,12.086934485498832,17.292126904387583
2016-03-26,3.93404852373045,10.940284504310739
2016-03-27,1.82387391088349,5.9482856400376
2016-03-28,12.416046028834907,6.057989487816293
2016-03-29,22.899045054841427,12.379654998186618
2016-03-30,43.851271805972154,26.38878762988284
2016-03-31,45.08285138233729,37.277722747716965
2016-04-01,48.65107025079243,45.861731146367305
2016-04-02,43.38143512063724,45.705118917922334
2016-04-03,46.895970014511825,46.309491795313846
2016-04-04,35.56856185838357,41.94865566451089
2016-04-05,19.88597023740803,34.11683403676782
2016-04-06,11.377220152475651,22.277250749422432
2016-04-07,6.829536503258754,12.697575631047492
2016-04-08,6.829536503258754,8.345431052997732
2016-04-09,1.1842378929335002e-15,4.553024335505849
2016-04-10,1.1842378929335002e-15,2.276512167752931
2016-04-11,1.1842378929335002e-15,1.3322676295501878e-14
2016-04-12,1.1842378929335002e-15,1.3322676295501878e-14
2016-04-13,6.868990568857284,2.289663522952441
2016-04-14,18.582182003680714,8.483724190846013
2016-04-15,28.4320927677478,17.961088446761945
2016-04-16,35.901063822007366,27.638446197811973
2016-04-17,50.937927651714695,38.42369474715664
2016-04-18,67.20953600983383,51.3495091611853
2016-04-19,76.03282136279019,64.72676167477958
2016-04-20,71.30530899599471,71.51588878953959
2016-04-21,62.51471107095037,69.9509471432451
2016-04-22,53.49670278864969,62.43890761853161
2016-04-23,55.68016905537758,57.230527638325896
2016-04-24,56.855033075714715,55.34396830658068
2016-04-25,54.81599638548612,55.78373283885949
2016-04-26,31.91817608370636,47.863068514969086
2016-04-27,25.209490584586025,37.314554351259524
2016-04-28,13.753329496804199,23.626998721698886
2016-04-29,19.61295723973006,19.525259107040124
2016-04-30,41.149190854704734,24.838492530413024
2016-05-01,73.14045715383493,44.634201749423276
2016-05-02,99.305973881559,71.19854063003292
2016-05-03,90.97619599480497,87.80754234339967
2016-05-04,83.48330543635274,91.25515843757228
2016-05-05,79.10473743800515,84.52141295638766
2016-05-06,78.22972901638657,80.27259063024819
2016-05-07,77.35669950019322,78.23038865152834
2016-05-08,73.96104025968525,76.51582292542172
2016-05-09,73.32371076592086,74.88048350859981
2016-05-10,72.92651575825674,73.40375559462099
2016-05-11,78.01222294231347,74.75414982216374
2016-05-12,86.90060473541793,79.27978114532942
2016-05-13,96.35774593616866,87.0901912046334
2016-05-14,86.91625928102042,90.0582033175357
2016-05-15,64.018975296441,82.4309935045434
2016-05-16,64.018975296441,71.65140329130084
2016-05-17,76.14898200638807,68.06231086642339
2016-05-18,100.0,80.05598576760973
2016-05-19,100.0,92.04966066879605
2016-05-20,89.42422168737653,96.47474056245888
2016-05-21,80.55604668235019,89.99342278990895
2016-05-22,72.74675913643121,80.90900916871935
2016-05-23,64.64628758595545,72.649697801579
2016-05-24,45.707973210647715,61.03367331101149
2016-05-25,23.038871012291906,44.46437726963173
2016-05-26,11.271370309998325,26.672738177646025
2016-05-27,5.744526356999068,13.35158922642981
2016-05-28,7.631450797538187,8.21578248817857
2016-05-29,12.820182781887715,8.732053312141701
2016-05-30,22.800319675945897,14.417317751790646
