time,asset,AdrActCnt,CapMVRVCur,CapMrktCurUSD,HashRate,NVTAdj,PriceUSD,SplyCur,TxCnt,TxTfrValAdjUSD,VelCur1yr,BTC_Trends,RSI_14,ROC_14,MFI_14,TSI_13_25_13,TSIs_13_25_13,Fast_EMA,Slow_EMA,Crossover_Long,Crossover_Short,Crossover_Signal,Daily_Return,Positive_Return
2016-06-03,btc,488080.0,1.72607424,8904430485.988659,1406915.63967322,37.18281475,570.175988252484,15616986.10507888,229138.0,239477041.88756332,58.5224762661785,52.0,84.86565714476811,28.88338912752664,86.24317935618042,50.953626840013726,28.246527730059057,464.2648629849875,431.4367919399715,1.0,0.0,1.0,0.05828957179555316,1.0
2016-06-04,btc,441515.0,1.73508921,8970015733.465609,1179034.93747262,42.58709984,574.26620163647,15619961.10497886,195593.0,210627531.98602,58.5164729192379,53.0,85.36695557565143,29.316456502525234,86.94593857426115,54.64545300178456,32.01780276887698,468.01191240263825,433.4031666303025,1.0,0.0,1.0,0.007173598096478884,1.0
2016-06-05,btc,464095.0,1.73449123,8986071871.279701,1684335.62496089,45.5660042,575.1376380479251,15624211.10497886,189529.0,197210004.00531712,58.5392340283029,49.0,85.47732627070724,30.54734334271798,84.27261780776685,57.47810648678298,35.65498901429213,471.6610078847065,435.35446698178663,1.0,0.0,1.0,0.0015174781468449972,1.0
2016-06-06,btc,518548.0,1.76124697,9156045666.777384,1684335.62496089,37.122284,585.857149035652,15628461.10497868,222496.0,246645536.88858047,58.5793934103691,54.0,86.7965831738884,31.888896679321046,84.68913758718641,60.289053172927936,39.17414103695439,475.5509476749242,437.42648188016443,1.0,0.0,1.0,0.018638166377199727,1.0
2016-06-07,btc,514462.0,1.73648602,9042608670.669746,1387099.92643838,32.37364969,578.469240677966,15631961.10491857,237323.0,279320025.92270905,58.6227887282223,56.0,81.31406976944811,29.79636464863562,77.29017083531106,60.79185754366927,42.26238625219937,479.0567225553962,439.3682592196058,1.0,0.0,1.0,-0.01261042622736075,0.0
2016-06-08,btc,482283.0,1.74643017,9117057925.561043,1405239.8337768,36.82273742,583.097585330216,15635561.10491854,230863.0,247593160.24609765,58.644712451822606,52.0,82.07782915675524,29.419198147560692,77.78466350147062,61.43432910891056,45.00123523172954,482.60073628333294,441.34702332514115,1.0,0.0,1.0,0.008001021189693036,1.0
2016-06-09,btc,523498.0,1.7262705000000003,9025689433.957922,1608133.9309215,29.06045662,577.1016997077729,15639686.10476847,230568.0,310583193.9760815,58.672571898287,47.0,77.64995395131675,26.99359032589437,72.99005444048673,60.59682047632022,47.22917598095678,485.8197860177083,443.2159980713094,1.0,0.0,1.0,-0.010282816758789282,0.0
2016-06-10,btc,498550.0,1.73124783,9070211832.259977,1403462.33971331,33.05996907,579.814993571011,15643286.104758402,227239.0,274356331.4289162,58.7153160046496,51.0,78.22249394681918,22.88899356162024,71.62737491094629,60.08066955266261,49.06510363405761,489.02160785044487,445.0965968082643,1.0,0.0,1.0,0.004701587024630083,1.0
2016-06-11,btc,467524.0,1.80308386,9473581895.175615,1520417.53468942,42.7134935,605.4495569842201,15647186.104758402,213728.0,221793656.24769238,58.734256606174604,42.0,82.72504058350584,14.0398325789042,69.91136466715983,61.076787310490865,50.781058444976644,492.9875712136926,447.30422339637147,1.0,0.0,1.0,0.04421162560031244,1.0
2016-06-12,btc,526242.0,1.97978904,10492201176.714142,1422954.87220933,31.83217271,670.39237434249,15650836.10475839,214242.0,329609960.0499779,58.827947439812895,73.0,88.95518767965778,27.07662586537323,73.6590168343299,64.94324436726389,52.804227862446254,499.03063007462447,450.37554389447706,1.0,0.0,1.0,0.10726379532219665,1.0
2016-06-13,btc,580506.0,2.05438766,11026059609.860653,1569148.86592946,22.71085657,704.321778141438,15654861.10475837,252195.0,485497302.8778305,58.887508768467,82.0,90.8182825686682,32.02077279053681,77.06277603244855,68.84184736497929,55.09531636280811,506.02360021701327,453.87169674415395,1.0,0.0,1.0,0.050611261549962316,1.0
2016-06-14,btc,534856.0,1.99146107,10725031133.659042,1286507.1447371999,27.74858407,684.948319403857,15658161.10475831,243818.0,386507329.7543311,58.912936789853795,68.0,82.28327661267363,29.00583031266799,72.89979083805996,67.99743340823726,56.93847594072657,512.1184329986083,457.0529968929869,1.0,0.0,1.0,-0.027506545074757804,0.0
2016-06-15,btc,587472.0,2.00817303,10885085966.449417,1481432.46969738,25.96051633,695.0014684395089,15661961.10475819,261069.0,419293893.43976486,58.922350935777104,62.0,83.16730041480133,29.275257641417433,73.48839374980078,67.7340012746229,58.480693845568894,518.348100563093,460.3289038161217,1.0,0.0,1.0,0.014677237319746572,1.0
2016-06-16,btc,586017.0,2.18424554,12022161320.349194,1452193.67095336,21.77671448,767.420031268264,15665686.10475409,268010.0,552064974.2975842,58.945291484356396,79.0,87.86474702222576,42.4389369267135,77.2730267964927,69.65216995061682,60.07661900343288,526.8324048846877,464.5567181152232,1.0,0.0,1.0,0.10419915081813702,1.0
2016-06-17,btc,575677.0,2.12593041,11752287633.592024,1452193.67095336,24.16296512,750.014633927528,15669411.10475401,249935.0,486376054.2003695,58.981773802072404,75.0,81.94568496551341,31.540901297198843,80.58191626788245,68.47084693849935,61.27579442272809,534.4348109246228,468.4867015969214,1.0,0.0,1.0,-0.02268040529509141,0.0
2016-06-18,btc,564654.0,2.14155867,11884933872.63865,1539910.06718544,39.67057535,758.28878012858,15673361.10475401,237493.0,299590660.5136856,58.988920656306,64.0,82.54757605784731,32.044821368157514,82.31233788107387,67.85570922129021,62.215782251094105,542.0600989004541,472.476492450506,1.0,0.0,1.0,0.011031979679814397,1.0
2016-06-19,btc,507096.0,2.15941186,12021211098.170715,1725089.12589761,53.38736142,766.767132670952,15677786.10475399,213422.0,225169605.2853414,59.0124705927325,65.0,83.16683961793966,33.318893069394086,85.50516562882063,67.61754068652287,62.98746202758393,549.714445387086,476.5280786592598,1.0,0.0,1.0,0.01118090200534727,1.0
2016-06-20,btc,567592.0,2.03279428,11330122758.994787,1598387.66467349,29.20790531,722.497452367037,15681886.10475398,250874.0,387912883.0931218,59.0780300310614,66.0,69.33308962606553,23.323143458486623,78.53884719377308,62.07849127889428,62.857609063485405,555.6000689042272,479.9144117126785,1.0,0.0,1.0,-0.05773549545571455,0.0
2016-06-21,btc,592134.0,1.88290437,10503151148.649952,1531412.7730782,25.24486221,669.604204675628,15685611.10475393,251553.0,416051038.9340403,59.145306900813395,75.0,57.110013450912476,15.754504749613286,72.16410130632586,52.34386205525414,61.355645205166645,559.4834682863514,482.5259271469932,1.0,0.0,1.0,-0.07320890546827641,0.0
2016-06-22,btc,553797.0,1.68209991,9332237048.74729,1343144.51552347,21.37028068,594.832974634716,15688836.10475389,237433.0,436692301.2936507,59.210696632084506,63.0,45.025756359611734,2.0125943923870127,65.38061901864025,38.596368781516226,58.104320001788025,560.6876022432712,484.07209145723516,1.0,0.0,1.0,-0.11166481560122954,0.0
2016-06-23,btc,546971.0,1.77191858,9849731876.21367,1457676.21839756,25.34756527,627.677855639977,15692336.10475383,234209.0,388586902.5731616,59.28612732155789,74.0,50.027868449393,8.763820303737504,61.82993268006828,30.459373903331603,54.15504198772282,562.9695362002178,486.0491544491962,1.0,0.0,1.0,0.05521698091036531,1.0
2016-06-24,btc,534641.0,1.86988311,10423845685.070345,1343144.51552347,30.44369872,664.126985680889,15695561.1047538,237560.0,342397478.75179636,59.3692685416101,96.0,54.9289913351595,14.541188662716456,63.743779129806775,26.20966250008246,50.1628449180599,566.4153302861289,488.5008045749448,1.0,0.0,1.0,0.05806980398208994,1.0
2016-06-25,btc,527647.0,1.87909186,10501041019.007793,1686739.62414575,44.04123374,668.872684102864,15699611.10475378,209400.0,238436576.98427406,59.367370125785506,73.0,55.540399071722405,10.475377574732779,64.32509720709936,23.354921773147268,46.33314161164382,569.9054038857729,490.98403754149405,1.0,0.0,1.0,0.007145769595719109,1.0
2016-06-26,btc,498043.0,1.7731205,9899873513.681551,1520148.05632888,51.73947167,630.4342421391001,15703261.10474378,179209.0,191340831.18515995,59.36455492115579,60.0,49.663825899198315,-5.960409714173764,59.09568104124865,18.86926169752521,42.409730195341155,571.9672383225954,492.90388971665095,1.0,0.0,1.0,-0.057467501480225724,0.0
2016-06-27,btc,492341.0,1.83085813,10244767519.42704,1530560.02931744,32.57230365,652.244807714787,15706936.10474376,218747.0,314523885.96812296,59.4072975027388,63.0,52.72066345753246,-7.393917388735516,57.249085676371024,16.42136361612586,38.697106398310396,574.7017870410839,495.09758322103085,1.0,0.0,1.0,0.03459609919296658,1.0
2016-06-28,btc,542692.0,1.81560781,10168218550.19531,1540972.00230599,37.20678172,647.218768381064,15710636.10474373,212946.0,273289386.4790558,59.40552586329921,52.0,51.937918396013615,-5.508379238835248,62.91980976989593,14.284801450034404,35.2096342628424,577.1719816408121,497.19188052994963,1.0,0.0,1.0,-0.0077057559895835626,0.0
2016-06-29,btc,465149.0,1.79144978,10034928538.06117,1520148.05632888,34.86882767,638.586345645821,15714286.10474368,225124.0,287790820.8334416,59.385517945457295,56.0,50.549725644722024,-8.117266704537629,58.772856225837174,12.151053554958551,31.915551304573285,579.2639803355686,499.13849991420335,1.0,0.0,1.0,-0.013337720036821432,0.0
2016-06-30,btc,506917.0,1.88463722,10598433062.777256,1561795.9482831,36.09657932,674.284814728229,15718036.10474153,227705.0,293613224.92700964,59.394634729596795,57.0,55.80980965352777,-12.136146144910589,56.346137310200355,11.981299725958955,29.067801079056945,582.5007387836068,501.5497909871474,1.0,0.0,1.0,0.055902336975754086,1.0
2016-07-01,btc,498334.0,1.89054098,10651789500.95515,1613855.81322587,36.7556665,677.512385739334,15721911.10474151,209840.0,289799927.896376,59.4040786942875,60.0,56.26279680182842,-9.66677780785804,51.70889339272765,11.983695048609723,26.627214503278772,585.7371842738154,503.9723200272162,1.0,0.0,1.0,0.00478665830907965,1.0
2016-07-02,btc,438905.0,1.95662702,11051022772.079666,1551383.97529455,59.12104827,702.739316773817,15725636.10474144,193271.0,186921969.34580722,59.4081048733385,53.0,59.73688380237295,-7.325634350721066,48.26415029591524,13.046313713915088,24.68708581908396,589.7227064303871,506.7088040083944,1.0,0.0,1.0,0.03723464185374881,1.0
2016-07-03,btc,442711.0,1.84470645,10421572370.090048,1603443.84023732,56.70122101,662.55008591467,15729486.10474144,180924.0,183798023.80867714,59.424104604593296,52.0,52.572508328648155,-13.59174673975043,42.180872973801094,11.727417974283496,22.83570469839818,592.2034743304051,508.854316988532,1.0,0.0,1.0,-0.05718938715945254,0.0
2016-07-04,btc,507658.0,1.89000024,10696138828.810432,1573973.22742671,45.73180189,679.842453360608,15733261.10474141,213768.0,233888418.72599208,59.4609824547804,51.0,55.06944213603993,-5.903826908549393,48.22079726373578,11.416626078392664,21.20440775268311,595.1887796854523,511.2083611900964,1.0,0.0,1.0,0.026099713536472224,1.0
2016-07-05,btc,480529.0,1.85502138,10514851946.74126,1538177.12694953,35.99866602,668.1659812974871,15736886.10474131,214613.0,292090044.16432154,59.457068339168394,56.0,53.03889437930024,-0.21478708886507605,58.91042243717829,10.554621701417833,19.68300974535949,597.67465107715,513.3692431281341,1.0,0.0,1.0,-0.017175261717478296,0.0
2016-07-06,btc,477624.0,1.87853142,10666493627.992907,1485136.53636507,34.52799924,677.651333138515,15740386.10474131,220805.0,308923015.01431334,59.466249413867,53.0,54.50639851474243,13.922960231762097,69.26761702525603,10.270100612078338,18.338308440605047,600.3989504685705,515.6309632077558,1.0,0.0,1.0,0.014196101128358452,1.0
2016-07-07,btc,463940.0,1.77579285,10076877246.43949,1453312.18201439,35.32436722,640.0532361192289,15743811.10474124,209782.0,285267027.84479344,59.5141348622648,48.0,48.09128292234646,1.971613363137381,68.56190808652636,8.061906878668607,16.870251074614124,601.7497210116948,517.3439214065361,1.0,0.0,1.0,-0.05548295292971983,0.0
2016-07-08,btc,463219.0,1.8419359,10472859283.711637,1538177.12694953,30.31435648,665.051708357685,15747436.10474122,210222.0,345475230.2027892,59.5201081896198,49.0,52.125793640954065,0.13923883485142952,67.2101658805053,7.4136724147715745,15.51931126606519,603.9060190870522,519.3774581581247,1.0,0.0,1.0,0.03905686406653741,1.0
2016-07-09,btc,434260.0,1.80354226,10268410207.252645,1580609.59941711,47.23530107,651.941914026885,15750498.60474103,182408.0,217388477.97976145,59.48974328674439,67.0,49.93393054335662,-2.531239573445532,58.97444914521922,6.224349622282909,14.19145960266772,605.5422980120833,521.2025121957471,1.0,0.0,1.0,-0.01971244365821423,0.0
2016-07-10,btc,400962.0,1.79645545,10238451113.804317,1654866.42623536,54.58147332,649.959340970193,15752448.60474103,162504.0,187581069.01367182,59.4774003071006,60.0,49.59429706861057,3.0970872972957637,59.12144295810078,5.164703722127127,12.901923048304779,607.0553055535393,522.9751455059829,1.0,0.0,1.0,-0.003041027143731445,0.0
2016-07-11,btc,494651.0,1.79504742,10244547989.054483,1516960.89071575,37.05226283,650.272594681473,15754236.10474101,220081.0,276489132.04606146,59.4896762314573,48.0,49.652566902169866,-0.3023731289213183,58.85404557296893,4.311260491036544,11.674685540123606,608.5274450751531,524.7276871060236,1.0,0.0,1.0,0.0004819589342504038,1.0
2016-07-12,btc,475560.0,1.84676287,10556900220.416676,1516960.89071575,33.9336575,670.023127995324,15756023.60474093,218015.0,311104107.155924,59.5012346152073,54.0,53.31686972326308,3.5234391720904816,58.912424053943475,4.5638682545377165,10.658854499325619,610.6222137906876,526.7280123765144,1.0,0.0,1.0,0.030372698273599452,1.0
2016-07-13,btc,451100.0,1.81377039,10373781515.222033,1368447.23707924,34.44733333,658.333613383986,15757636.10473786,217382.0,301149044.45875466,59.5072988695415,52.0,50.95319464462635,3.0923410550211416,59.10468143396693,4.140989078498674,9.727730867778911,612.2474392129691,528.5398655759134,1.0,0.0,1.0,-0.01744643449295924,0.0
2016-07-14,btc,485920.0,1.81967435,10415480467.018545,1495744.65448196,36.0709503,660.905960198714,15759398.60473785,223467.0,288749821.6863751,59.5155379200684,45.0,51.46312709736653,-1.9841548018410315,53.048501712561816,3.921135579135752,8.898217255115604,613.904927066831,530.3621887156456,1.0,0.0,1.0,0.003907360588054409,1.0
2016-07-15,btc,446635.0,1.83455167,10508840826.728903,1432095.9457806002,37.48587764,666.758671127995,15761086.10473783,211191.0,280341330.85130495,59.56170317795671,37.0,52.668887115819494,-1.5872351321819966,51.624731431391886,4.043942406069227,8.204749419537551,615.7053196196209,532.2399993950828,1.0,0.0,1.0,0.008855588059035302,1.0
2016-07-16,btc,468834.0,1.82935184,10486771967.510086,1665474.54435225,54.05937681,665.275622150789,15763048.60473783,182111.0,193986179.39331302,59.57154380254829,42.0,52.314243506088324,-5.331094152383399,46.93563312049986,4.060398282204064,7.6126992570613385,617.3938661001384,534.0715401264707,1.0,0.0,1.0,-0.00222426650214691,0.0
2016-07-17,btc,437943.0,1.86895135,10737317029.688564,1580609.59941711,53.51849483,681.089601987142,15764911.10473783,170401.0,200628157.857775,59.6122644288873,40.0,55.73680402149742,2.7982059721383346,52.873643776027116,4.956681670511236,7.233268173268465,619.5635766962833,536.0955812289203,1.0,0.0,1.0,0.023770568633234346,1.0
2016-07-18,btc,488612.0,1.8515085999999998,10644433355.511826,1570047.99807086,36.29766293,675.118579193454,15766761.10473576,222469.0,293253958.9763908,59.6495204604457,47.0,54.15627146067137,-0.6948483643236525,48.05932703365497,5.334986299701856,6.962085048473235,621.4559840279263,538.0095519241173,1.0,0.0,1.0,-0.00876686823035766,0.0
2016-07-19,btc,473547.0,1.8472273000000001,10638288184.507572,1358434.53362668,39.05618501,674.660360315605,15768361.10473572,221724.0,272384212.1983694,59.6785058175247,50.0,54.02965141024766,0.9719709173919178,41.971482121143424,5.625750021879762,6.771180044674168,623.2683204015484,539.8908639844643,1.0,0.0,1.0,-0.0006787235486785947,0.0
2016-07-20,btc,470700.0,1.82663887,10523563158.025156,1591915.46909377,36.39853536,667.305364874343,15770236.10473565,225390.0,289120511.4327633,59.704723692614294,46.0,51.93084106647597,-1.5267391589499413,34.3677807566933,5.370908253915813,6.571141217422974,624.7683837995917,541.6450170700465,1.0,0.0,1.0,-0.010901774987671309,0.0
2016-07-21,btc,451643.0,1.82456417,10517518017.163046,1411498.38259648,39.95382929,666.851739333723,15771898.60473559,222195.0,263241801.96273994,59.73186668850579,42.0,51.79719780371286,4.186917853423998,39.090145856802906,5.120542415776014,6.3639128171876935,626.2018973802451,543.3687750148686,1.0,0.0,1.0,-0.0006797870427812658,0.0
2016-07-22,btc,470889.0,1.7803471999999998,10261661310.934752,1369047.30342064,38.01325205,650.562911630625,15773511.10473554,220460.0,269949576.97803843,59.760152574626105,42.0,47.1090325370243,-2.17859702410802,29.11918091151252,3.711989848152224,5.9850666787540545,627.0317229567273,544.8445483702369,1.0,0.0,1.0,-0.024426460549346163,0.0
2016-07-23,btc,449056.0,1.79860084,10370234739.627323,1390272.84300856,50.41754236,657.377942957335,15775148.60473554,196748.0,205687033.80188972,59.7592119214666,39.0,49.181470100758894,0.8338210526875001,31.60823854246083,2.9925852955871552,5.557569338301642,628.0654266132022,546.3938288678829,1.0,0.0,1.0,0.01047559152984645,1.0
2016-07-24,btc,435414.0,1.80565737,10434613478.864668,1315983.45445085,52.12519926,661.393979836353,15776698.60473553,184404.0,200183666.0089278,59.798015055868206,44.0,50.41448767956962,1.7592852576118867,40.31110421684676,2.6735169537641843,5.14556185479629,629.2007194876065,547.9770699295742,1.0,0.0,1.0,0.006109174976195675,1.0
2016-07-25,btc,499950.0,1.78771375,10336696888.097298,1390272.84300856,42.77434891,655.1195778492109,15778336.10473552,238338.0,241656440.17511913,59.8333045365074,45.0,48.43713144814161,0.7453771245137686,32.80821122819179,1.9018735237831152,4.682177807508693,630.0836109534797,549.4521324974265,1.0,0.0,1.0,-0.009486633048420678,0.0
2016-07-26,btc,510407.0,1.78522608,10329969987.225431,1369047.30342064,35.62240207,654.6263391583869,15779948.6047354,237031.0,289985216.8269425,59.877982937031405,46.0,48.276829875492275,-2.2979488608107608,20.48842315545573,1.2019797099390126,4.185006650713024,630.9196263743386,550.9000968802045,1.0,0.0,1.0,-0.0007528987188007985,0.0
2016-07-27,btc,472568.0,1.78796338,10357038128.45886,1358434.53362668,39.68651536,656.275146873174,15781548.6047354,230119.0,260971214.88644087,59.9122362056731,48.0,48.88580347310898,-0.3126783243272313,30.982780488111253,0.7372933843461541,3.6924761840891858,631.7833284845501,552.3508263324848,1.0,0.0,1.0,0.0025187005412994345,1.0
2016-07-28,btc,495202.0,1.78683669,10356911756.936108,1443336.69197835,37.45449215,656.196453360608,15783248.60473536,239806.0,276519882.1895882,59.950690299335,41.0,48.85623785562654,-0.7125835023019,37.62602268341935,0.32782076654022857,3.211811124439335,632.6149291402448,553.7804997668534,1.0,0.0,1.0,-0.00011990932909922147,0.0
2016-07-29,btc,462610.0,1.78935642,10379602821.87699,1560077.15971189,44.0636549,657.557567504383,15785086.10473531,229385.0,235559280.00710344,59.9765711590406,44.0,49.425971730911435,-1.3799750977435243,36.60826581557454,0.09726565915865597,2.7668760579706664,633.4645669692275,555.2092293252086,1.0,0.0,1.0,0.002074247943286256,1.0
2016-07-30,btc,453074.0,1.78228347,10345916190.862833,1262919.60548106,64.31990328,655.361730157803,15786573.60473531,199444.0,160850928.9251971,59.967095508765205,43.0,48.48754605947892,-1.4901931865375029,36.94994668232315,-0.3189720017674381,2.326040620865223,634.210464733562,556.5880583999001,1.0,0.0,1.0,-0.003339384192495576,0.0
2016-07-31,btc,490761.0,1.7008979,9864724773.474176,1634366.5482696001,54.2973822,624.804487142022,15788498.60473531,192596.0,181679564.91892081,59.995211289581796,43.0,37.74701103625324,-8.263980933037727,30.464678426994492,-3.715822350768375,1.4629173392032806,633.8900626067435,557.5272141328006,1.0,0.0,1.0,-0.0466265294563708,0.0
2016-08-01,btc,510170.0,1.6531908,9577030363.562576,1623753.77847564,35.10353517,606.50924792519,15790411.1047353,223058.0,272822390.0102302,60.025617569217204,48.0,33.029562801006534,-10.16256008688573,29.539471211732355,-8.26948630608335,0.07257396130519056,632.9573715416614,558.2015642665368,1.0,0.0,1.0,-0.029281542615863687,0.0
2016-08-02,btc,541551.0,1.44664432,8322263415.354217,1611302.39442715,26.39467283,526.981148334307,15792336.104734302,250439.0,315300874.09723806,60.1253107705867,60.0,20.838205007915526,-21.88941587026305,25.492337252850383,-18.639597832734683,-2.6005934378433637,629.3474323325389,557.7717435745576,1.0,0.0,1.0,-0.13112429837292838,0.0
2016-08-03,btc,512566.0,1.56457026,9008295636.527136,1666003.54735094,35.85251819,570.347040911748,15794411.10473128,241845.0,251259774.50082758,60.1505636110167,100.0,34.94003422871639,-14.529828331419571,24.271970237574834,-21.278041825273892,-5.268800350333438,627.3376624058758,557.9448714090827,1.0,0.0,1.0,0.08229116490127364,1.0
2016-08-04,btc,488042.0,1.59778327,9217820765.3372,1535533.39002827,33.00150706,583.542158036236,15796323.60472027,232028.0,279315146.11980516,60.209610731437394,62.0,38.52830064156295,-12.492969033975198,29.872401779479123,-21.77543700261613,-7.626891300659537,625.8458267504578,558.2972768182469,1.0,0.0,1.0,0.023135242541794332,1.0
2016-08-05,btc,482120.0,1.59141223,9183311868.82896,1696112.04519463,40.18871979,581.2798056691989,15798436.10472011,230143.0,228504712.69720334,60.24411141130629,53.0,38.139898102670095,-10.649716533604604,31.229098434777928,-22.279361372325152,-9.720101310897483,624.3277444672174,558.6136840844279,1.0,0.0,1.0,-0.003876930459746686,0.0
2016-08-06,btc,424854.0,1.61723105,9334869325.41435,1666003.54735094,52.13157566,590.795402980713,15800511.10472011,195177.0,179063632.88771716,60.234730532411206,37.0,40.841253109900386,-10.12850228547193,35.46177712332375,-21.734716259496487,-11.436474874983055,623.1855098164413,559.0567393183846,1.0,0.0,1.0,0.01637008067149215,1.0
2016-08-07,btc,444399.0,1.62732927,9398174944.829882,1485352.56028879,66.98759983,594.7323240210401,15802361.10472011,190474.0,140297233.64821425,60.2208906972783,52.0,41.97033751432856,-10.078963197065503,33.70767223753634,-20.940619595365906,-12.794209835037744,622.2162898544664,559.5478956353583,1.0,0.0,1.0,0.006663763835101477,1.0
2016-08-08,btc,527222.0,1.6187062,9350234098.001303,1485352.56028879,45.04251123,591.629283869083,15804211.104720002,234045.0,207586873.86490533,60.2100167127201,45.0,41.30124532011241,-9.691405374965234,34.192451846745726,-20.51018072384041,-13.896491390580985,621.1743841434065,559.9895695874353,1.0,0.0,1.0,-0.005217540776961904,0.0
2016-08-09,btc,494819.0,1.6089797,9292714922.542727,1244484.57753925,43.52833591,587.9321382232611,15805761.1047177,231091.0,213486565.22441757,60.2364154857746,45.0,40.47334799297201,-10.188132824119243,37.47540377797396,-20.39924867602449,-14.825456717072914,620.0420312125834,560.3742631870593,1.0,0.0,1.0,-0.006249091697496212,0.0
2016-08-10,btc,534986.0,1.61532499,9326018819.417816,1515461.05813248,37.41346739,589.968758328463,15807648.60471745,249818.0,249269032.5208144,60.261634013091005,39.0,41.172898275785506,-10.103443481080776,35.091400564561745,-20.111294862324574,-15.580576452108865,619.0176251369054,560.7816993470409,1.0,0.0,1.0,0.003464039423591636,1.0
2016-08-11,btc,526186.0,1.61439329,9321071960.972263,1505424.89218458,36.10797343,589.5858846873169,15809523.60471729,251317.0,258144422.80352163,60.2603846167138,41.0,41.07517073238782,-10.151010163519679,29.37676907378973,-19.89918368541918,-16.197520342581768,618.0150720110612,561.1782550784485,1.0,0.0,1.0,-0.0006489727392189337,0.0
2016-08-12,btc,496269.0,1.60770275,9284313888.685236,1495388.72623668,40.88359986,587.1916495616599,15811386.10471726,233837.0,227091399.01550806,60.2629078170274,47.0,40.428930769028355,-10.701103815105007,24.99759311940958,-19.88540673978096,-16.72436125646737,616.9651130873343,561.5363891674298,1.0,0.0,1.0,-0.0040608759263746075,0.0
2016-08-13,btc,465522.0,1.60245343,9256602279.376816,1635895.04950725,56.35458473,585.3635816481591,15813423.60471723,217616.0,164256418.96273252,60.2468949971272,41.0,39.91259218456592,-10.680841631199488,24.988273244880336,-20.002674122587685,-17.192691665913127,615.888648914919,561.8644251674056,1.0,0.0,1.0,-0.00311323894824711,0.0
2016-08-14,btc,448752.0,1.56450982,9036749863.285091,1635895.04950725,63.00044613,571.387062536528,15815461.10471723,195131.0,143439458.25492555,60.2391090299537,40.0,36.114897150150696,-8.549462384599028,25.994304209103213,-21.110551478931004,-17.752385924915682,614.3727615142029,561.9955261300689,1.0,0.0,1.0,-0.0238766461560157,0.0
2016-08-15,btc,503013.0,1.55189891,8961511865.131382,1480672.78660971,40.57205791,566.5644413208651,15817286.1047172,205074.0,220878908.462435,60.265244345758106,45.0,34.88157905926096,-6.586017730310356,27.302015429902326,-22.38829474144517,-18.414658612991325,612.7442346204814,562.0584277356454,1.0,0.0,1.0,-0.008440200228290284,0.0
2016-08-16,btc,551712.0,1.58343489,9149930417.512434,1458782.17092898,33.64526563,578.4149241379309,15818973.6047172,255416.0,271952984.94214964,60.2808286456355,41.0,40.27862475842913,9.760078888248056,38.304604433486375,-22.07447912187552,-18.93749011426049,611.5748522799669,562.283612455069,1.0,0.0,1.0,0.020916390004000585,1.0
2016-08-17,btc,507908.0,1.5706748,9075653638.946028,1329112.64462418,36.65848722,573.663744418469,15820511.10471718,235185.0,247573054.0951722,60.2505550415524,40.0,38.887047563668254,0.5815237511216154,43.74825483720613,-22.17442430416697,-19.399909284247133,610.2834607716782,562.4402860947137,1.0,0.0,1.0,-0.008214137500935137,0.0
2016-08-18,btc,526059.0,1.56943471,9070420226.495245,1664092.25424491,44.13503403,573.263191992987,15822436.10471717,237773.0,205515197.31123695,60.26279224447,43.0,38.76545133527026,-1.761477881536477,36.07698326949889,-22.289302821763254,-19.812679789606577,609.022414512887,562.5892882384557,1.0,0.0,1.0,-0.00069823555938342,0.0
2016-08-19,btc,507037.0,1.57097556,9082525897.22231,1664092.25424491,41.93804988,573.958457919345,15824361.10471714,245627.0,216570058.0419295,60.2622370226318,42.0,39.12129301563522,-1.2595221231580631,42.309430566239186,-22.298035015342087,-20.167730536140226,607.828007428891,562.7458109571176,1.0,0.0,1.0,0.0012128215034021839,1.0
2016-08-20,btc,511306.0,1.58942926,9207694159.296358,1674898.04810365,51.85955638,581.797070134424,15826298.60471611,215706.0,177550577.02680933,60.2749854208747,34.0,43.13355507647071,-1.5230878237863954,39.90812781237407,-21.275935132778727,-20.326045478517152,606.9412981431143,563.0080952719852,1.0,0.0,1.0,0.013657107246915823,1.0
2016-08-21,btc,445785.0,1.5862522,9192974031.110722,1761344.39897351,68.88629989,580.79219257744,15828336.10471611,182112.0,133451412.62953605,60.25287609389849,40.0,42.74463165244667,-2.3439337127919235,36.5297913688251,-20.49798620654368,-20.3506084396638,606.0505636122156,563.2529341949083,1.0,0.0,1.0,-0.001727195973592277,0.0
2016-08-22,btc,516221.0,1.5971444,9260287128.25507,1707315.42967985,47.02337517,584.971897720631,15830311.10441064,223281.0,196929444.02976537,60.2856908458681,43.0,44.96735993742524,-1.1252631216823183,44.94900722368205,-19.254386061666125,-20.194005242806988,605.3325468705816,563.551945583865,1.0,0.0,1.0,0.007196558763371552,1.0
2016-08-23,btc,512822.0,1.5907111,9224249077.876865,1588451.69723378,37.76933361,582.627747399182,15832148.60441063,238968.0,244225889.02983755,60.2680178504583,39.0,43.937148130048456,-0.9022114082943288,45.35727926903162,-18.4213780191901,-19.94077278229029,604.5591380495605,563.8145677844825,1.0,0.0,1.0,-0.004007287068973797,0.0
2016-08-24,btc,519952.0,1.58033884,9163192930.241121,1642480.66652745,39.09895147,578.701831677382,15834048.60441062,239697.0,234359045.10237077,60.2542823581135,41.0,42.19366950602715,-1.9097497099682337,34.545707842476,-18.10930311296481,-19.679134258100934,603.6783432704092,564.0195251457815,1.0,0.0,1.0,-0.006738291712547362,0.0
