time,asset,AdrActCnt,CapMVRVCur,CapMrktCurUSD,HashRate,NVTAdj,PriceUSD,SplyCur,TxCnt,TxTfrValAdjUSD,VelCur1yr,BTC_Trends,RSI_14,ROC_14,MFI_14,TSI_13_25_13,TSIs_13_25_13,Fast_EMA,Slow_EMA,Crossover_Long,Crossover_Short,Crossover_Signal,Daily_Return,Positive_Return
2014-11-22,btc,180131.0,1.04704666,4768701889.690104,308512.107546988,126.58608171,352.45551461133795,13529939.78530504,75577.0,37671613.06609409,17.9066179817695,36.0,44.30774480716684,1.949338640581044,67.3685151054339,1.0516135817334642,2.744352156640064,382.21984587360294,439.0487604622945,0.0,-1.0,-1.0,0.0048657485656284916,1.0
2014-11-23,btc,249395.0,1.09252099,4977255417.37997,284472.203062807,124.74867861,367.77324225599097,13533489.78530504,78174.0,39898261.631511845,17.823820515387897,34.0,49.914758726489275,1.1449602430164465,66.6857590977764,0.8859738704834341,2.478869544331974,381.72774151981946,438.06748934049693,0.0,-1.0,-1.0,0.04346003115185826,1.0
2014-11-24,btc,211890.0,1.11975677,5103432931.307469,294488.829931216,70.34692681,376.99422384570397,13537164.78530504,86052.0,72546636.54688177,17.756767384031697,39.0,52.983462499933346,3.1441584221722163,66.79685090390176,1.6874801639794814,2.365813918567332,381.56650053074,437.2266756466528,0.0,-1.0,-1.0,0.025072464579396048,1.0
2014-11-25,btc,203972.0,1.11940193,5101446341.234384,264438.949325989,59.82401156,376.755630040912,13540464.78530504,83050.0,85274226.98790556,17.7030032130668,35.0,52.89315758612462,2.4278262013494705,67.63514206372348,2.3032736856252582,2.3568795995756067,381.4026246207893,436.39415289198644,0.0,-1.0,-1.0,-0.0006328845104257574,0.0
2014-11-26,btc,205408.0,1.09262566,4977788630.808806,274455.576194398,68.7117867,367.53020806545896,13543889.78530504,87328.0,72444465.05580404,17.4455403531646,40.0,49.38802488079268,-13.029420147572734,60.114617202438154,1.817887730083147,2.279880761076684,380.930079186231,435.4460826135634,0.0,-1.0,-1.0,-0.024486487367026966,0.0
2014-11-27,btc,208264.0,1.09877029,5006179265.651375,282468.877689125,92.595138,369.530227352425,13547414.78530504,83862.0,54065249.79615765,17.2563318853195,36.0,50.15914683161204,-12.415844399984765,52.85956370918535,1.6313215702712265,2.1872294481044756,380.5417583830587,434.53859955538076,0.0,-1.0,-1.0,0.005441782044238952,1.0
2014-11-28,btc,208778.0,1.13429879,5120924701.3427725,296492.155304897,27.58423724,377.89693191116305,13551114.78530504,84822.0,185646775.64409274,17.0927965009215,31.0,53.3604655918449,-5.143705507292595,61.65821188150651,2.3643704536987906,2.212535306046521,380.45166588406926,433.7587969787393,0.0,-1.0,-1.0,0.02264146188711824,1.0
2014-11-29,btc,187909.0,1.12906205,5097729689.693371,314522.083668033,79.11661133,376.07633547633,13555039.78530502,80030.0,64433114.6615448,16.956141743082,29.0,52.56920632438844,-0.5072847897058974,66.75837023513026,2.761675346710565,2.290983883284241,380.30262606821486,432.9646654854898,0.0,-1.0,-1.0,-0.00481770631379741,0.0
2014-11-30,btc,277774.0,1.13677757,5134678161.0823965,320532.059789078,113.22029487,378.690397136178,13559039.78530502,84409.0,45351216.99595504,16.8741572420596,37.0,53.63237189169345,-2.9511159663665465,63.43809399468864,3.3783333045944883,2.446319514899991,380.24770763217606,432.2174555945367,0.0,-1.0,-1.0,0.0069508804815838765,1.0
2014-12-01,btc,227571.0,1.13825789,5141626519.731546,260432.298578626,59.40813046,379.111978959673,13562289.78530502,100563.0,86547522.70795354,16.826971592391,34.0,53.812183892186845,-2.1649110370196345,59.287548086870615,3.9427137344007854,2.6600901176858187,380.2090205442453,431.48633680450854,0.0,-1.0,-1.0,0.0011132625138721153,1.0
2014-12-02,btc,252787.0,1.1510639,5195071474.504311,300382.460137881,30.63198984,382.946796317943,13566039.78530502,99828.0,169596278.29981646,16.797905037177998,42.0,55.50257110924174,2.429283916216707,68.80147175995207,4.862429686204664,2.974710056045654,380.3022792376781,430.81807860671563,0.0,-1.0,-1.0,0.0101152629594905,1.0
2014-12-03,btc,226744.0,1.13011906,5100781830.036417,230698.727588578,68.40585083,375.916019286967,13568939.78530502,95844.0,74566455.47090602,16.7814564764203,45.0,51.76219896760872,-0.4495017218200448,62.74017322580853,4.722671448705651,3.2244188264256537,380.15286712146695,430.0622257319616,0.0,-1.0,-1.0,-0.01835967058238197,0.0
2014-12-04,btc,227387.0,1.11229742,5006189589.777437,290362.191620107,50.18992405,368.84556808883696,13572589.78525042,99396.0,99744912.6461637,16.7438881792263,41.0,48.24133295497551,3.5555780101952594,65.39067015813521,3.6638836409320996,3.287199514212289,379.767699006471,429.2194379160663,0.0,-1.0,-1.0,-0.018808592439186866,0.0
2014-12-05,btc,227490.0,1.1410958,5137728351.695429,310250.01296395,65.8536868,378.428329631794,13576489.78525042,90109.0,78017322.97297126,16.6981145129781,33.0,52.9158794032444,7.891535518525371,75.68876343301007,3.984797981534813,3.386856438115507,379.7220751686438,428.52018171904854,0.0,-1.0,-1.0,0.025980416662208627,1.0
2014-12-06,btc,186079.0,1.13129289,5094341409.984036,272463.152410648,73.62932698,375.13795119812994,13579914.78525042,79713.0,69189025.88251558,16.650449615694,33.0,51.2058033241914,6.435545947352962,74.86241368251481,3.795545384385131,3.4452405732968816,379.56592307754454,427.78525277649925,0.0,-1.0,-1.0,-0.008694852303646305,0.0
2014-12-07,btc,259501.0,1.13597735,5115922710.427437,250586.54893242102,97.83515706,376.639793103448,13583064.78525039,74469.0,52291250.551754154,16.523851398384302,43.0,51.968788338343394,2.410874372770566,73.89119032238708,3.835244651426808,3.500955441601157,379.4662483485838,427.0811181192023,0.0,-1.0,-1.0,0.004003439002962628,1.0
2014-12-08,btc,242048.0,1.10418082,4935062172.837814,324171.48790464,32.54627203,363.215676797195,13587139.78525039,91051.0,151632179.79504552,16.5402699364261,43.0,45.16982886773203,-3.654843012700448,63.0030378936619,1.9370169896290528,3.277535662747998,378.9126942244741,426.20186371566916,0.0,-1.0,-1.0,-0.03564178972073184,0.0
